LSOA code,Aged 14 years and under,Aged 15 to 29 years,Aged 30 to 59 years,Aged 60 years and over
E01031373,18,15.2,39.2,27.6
E01031375,15.3,14.2,37.6,32.6
E01031356,18.2,12.5,42.2,27.3
E01031357,14.4,14.8,42.3,28.5
E01031364,14.4,15,42.1,28.5
E01031368,16.8,10,40.4,32.9
E01031369,12.2,11.6,34.2,42.1
E01031344,15.6,16.4,40.4,27.6
E01031346,14.6,14.8,37.1,33.6
E01031361,18.3,17.6,38.4,26
E01031362,18,14.5,40.9,26.6
E01031363,12.3,11.4,35.4,41.1
E01031358,17.4,15.5,39.4,27.8
E01031360,18.3,15.2,38.3,28.3
E01031376,10.1,9.5,33.5,46.7
E01031378,14.8,11.3,40,34.1
E01031341,17.9,17.2,40.9,24.2
E01031342,11.2,12,33.5,43.5
E01031343,14.5,12.3,39.3,33.8
E01031377,15.5,15,41.1,28.1
E01031379,12.7,12.5,35.9,38.7
E01031390,12.9,15.6,34.4,37.1
E01031391,13.6,11.3,37.2,37.9
E01031392,9.4,10.7,32.1,47.8
E01031465,11.2,13.8,35.3,39.7
E01031386,14.9,16.4,39.5,29.1
E01031387,14.3,11.6,38.3,35.9
E01031425,9.8,10.8,30.7,48.5
E01031426,10.4,11.2,37.7,40.6
E01031393,16.4,13.2,36.1,34.2
E01031394,18.1,15,40.7,26.2
E01031395,14.8,13.7,40.2,31.3
E01031396,16.7,17.5,39.9,25.8
E01031397,11.5,13.5,35.9,39.2
E01031466,14.1,12.6,32.3,40.7
E01031427,21.9,19,40.4,18.8
E01031429,25.9,19.5,38,16.7
E01031430,16.5,14.5,37.8,30.9
E01034816,30.3,18.8,42.9,8
E01034817,22.8,16.9,44.1,16.3
E01034818,17.8,16.1,38.3,27.8
E01034819,20.7,15,40.3,24
E01031389,11.9,12.8,33.4,41.9
E01031414,14.5,13.6,37.2,34.8
E01031415,9.8,11.9,28.8,49.6
E01031459,16.5,15.6,38.8,29
E01034820,20.9,16.5,42.4,20.1
E01034821,18.8,15.1,41,25.1
E01031470,10.8,11.9,42.9,34.4
E01031471,22.1,15.1,39.7,23.2
E01031472,12.4,16.1,34.6,37
E01031473,17.3,16,37.7,29
E01031407,15.2,16.5,40.9,27.5
E01031408,18.7,15.9,42.1,23.3
E01031410,15.4,13.2,39.3,32.2
E01031462,19.3,15,38.2,27.6
E01031463,15.4,11.9,36.4,36.3
E01031464,13.7,12.2,33.1,41.2
E01031412,8.7,9.8,29.5,52.1
E01031422,5,7.2,24.1,63.8
E01031423,11.2,11.1,32.5,45.1
E01031424,8.5,7.9,25.8,57.8
E01031398,13,15.1,35.3,36.5
E01031399,9.2,12.1,29.2,49.6
E01031409,19.9,17.8,38.9,23.3
E01031455,13.4,13.5,34.3,38.7
E01031461,9,11,30.4,49.7
E01031469,13.9,13.7,36,36.2
E01031411,5.6,7,21.4,65.8
E01031413,7.9,8.1,28.9,55.1
E01031457,8.3,8.2,25.6,58
E01031458,6,6.6,23.4,64
E01031460,6.1,8.1,23.7,62
E01031400,11.6,14.9,37.8,35.9
E01031428,18.6,16.4,44.7,20.3
E01031454,16.2,17.6,43.3,22.7
E01031456,11.1,15.5,40.2,33.4
E01031402,15.5,14,37.6,32.8
E01031403,16.1,15.8,40.6,27.7
E01031405,14.5,11.7,38.8,34.8
E01031406,19,16.7,40.8,23.6
E01034822,25.1,16.3,44.2,14.4
E01034823,15.4,16.5,39.3,28.9
E01031417,18.8,14.4,38.1,28.7
E01031438,14.2,14.4,37.8,33.7
E01031439,8.5,10.3,24.7,56.3
E01031440,6.9,7.8,31,54.4
E01031404,20.8,21.3,39.4,18.7
E01031433,12.4,19.9,36.2,31.5
E01031434,13.9,21.6,37.8,26.9
E01031441,17.6,14.9,41.3,26.2
E01031442,17.1,17.8,43.7,21.4
E01031416,11.6,11.5,30.4,46.5
E01031418,14,13.1,31.9,40.9
E01031419,9.6,15.3,32,43.2
E01031420,11.4,11.8,30.9,46
E01034824,27.8,20.2,39.4,12.6
E01034825,17.1,11.8,36.1,34.9
E01031443,17.5,20.3,41.2,20.9
E01031444,15.2,20.7,44.9,19.4
E01031450,19.7,21.2,42.4,16.8
E01031451,22.2,15.3,41.1,21.5
E01031452,15.5,16.2,38.4,30.1
E01031431,6.5,34,25.7,33.8
E01031432,12.4,19.8,46,21.8
E01031435,13.5,15.3,39.2,32
E01031436,13.7,18.3,45.1,23
E01031437,12.3,16.1,43.1,28.6
E01031453,11.1,17.1,36.6,35.3
E01031380,7.5,8.7,24.7,58.9
E01031381,9.7,10.8,29.3,50.1
E01031382,10.2,10.1,30.2,49.5
E01031383,7.6,8.2,24,60.2
E01031384,12,8.7,31.6,48
E01031385,14.6,11.4,31.8,42.1
E01031445,6.9,14.9,32.5,45.7
E01031446,12.5,11.3,32.8,43.8
E01031447,10.9,11.2,31.4,46.4
E01031448,11.2,8.7,33.3,46.8
E01031449,17,14.4,39.6,29.1
E01031502,21.6,12.4,42.2,23.9
E01031503,18.9,12.2,39.7,29.1
E01031504,16.9,12.4,37.9,32.9
E01031519,14,14.6,38.4,32.9
E01031517,15.9,11.4,37.5,35.1
E01031518,16.6,12.2,36.3,34.9
E01031544,16.2,11.9,40.2,31.8
E01031545,14.5,13.2,36.3,36.1
E01031508,14.2,11.8,37.4,36.8
E01031520,14.1,12,38.7,35.3
E01031521,14.4,14.7,35.9,34.9
E01031536,12.2,13.9,36.5,37.6
E01031497,13,10.8,37,39.3
E01031511,14.6,11.1,34,40.5
E01031512,18.1,12.9,37.3,31.8
E01035320,12.4,13.5,36.8,37.3
E01035321,14.3,11,32.4,42.2
E01031478,17.7,18,27.9,36.4
E01031479,11.7,9.1,34.4,44.8
E01031498,13.8,12.6,38.6,35
E01031514,11.3,10.8,34.8,43.1
E01031515,18.7,12.7,37.2,31.3
E01031516,13.1,10.8,37.1,39.2
E01031477,13.2,13.4,36.1,37.3
E01031485,12.4,12.3,28.4,46.9
E01031487,10.2,15.8,24.6,49.2
E01035322,17.2,11.5,36.2,35.1
E01035323,17.7,12.8,40.8,28.7
E01031506,11.9,12.6,35.6,39.9
E01031507,12.9,9.8,37.2,40.1
E01031531,15.8,11.3,36.1,36.7
E01031533,18,16.9,37.7,27.4
E01031543,16.7,13.4,38.9,30.9
E01031482,16.8,24.2,39.8,19.3
E01031483,15.3,30,38.5,16.2
E01031486,6.5,33.6,26.9,33
E01031494,19.5,16.7,38.6,25.2
E01031495,11.6,16,35.5,36.7
E01035324,18.9,29.5,35.6,16.2
E01035325,14.9,25.1,36.1,23.7
E01031475,16.1,14.3,36.8,32.7
E01031476,13,10.2,32.1,44.7
E01031532,16.8,33.4,39.1,10.7
E01031534,11.8,10.6,31.4,46.3
E01031535,16.4,14.1,34.4,35.2
E01031480,17.6,20.5,42.5,19.3
E01031481,11.9,20.4,39.9,27.7
E01031484,10.8,20.3,35.5,33.5
E01031490,5.6,32.7,24.9,36.9
E01031491,12,16.1,40.7,31.4
E01031474,14.8,12.3,38.4,34.6
E01031493,13.4,19,32.1,35.4
E01031496,16.4,14,38.2,31.4
E01031505,17.4,12.8,37.6,32.2
E01031489,14.6,15.9,38.8,30.8
E01031492,15.3,29.3,33.9,21.6
E01031530,17.2,14.7,38.3,29.7
E01031538,20.5,16.6,37.8,25.1
E01031539,23.7,16.8,43.9,15.6
E01035326,18.8,19.5,42.8,19
E01035327,13.2,14,37.4,35.2
E01031499,15.8,13.9,37.7,32.8
E01031500,15.8,11.9,34.2,38.1
E01031501,11.6,12.3,30.3,45.7
E01031529,14.4,11.3,36.7,37.8
E01031540,12.1,11,31.1,45.9
E01031541,11.2,10,27.9,50.9
E01031542,13.9,10.2,35.3,40.6
E01031522,14.5,14.3,34.5,36.6
E01031523,11.7,13.2,32,43
E01031524,10.9,10.6,28.4,50.2
E01031525,12.3,11.4,31.8,44.5
E01031526,9.6,11.8,28,50.7
E01031527,9.3,11.2,29.9,49.5
E01031528,9.4,11.7,32.6,46.2
E01031573,24,18.3,42.8,14.7
E01031574,21.8,17,44.2,17.2
E01031575,18.6,20.8,44.6,16
E01031576,21,21.7,41.7,15.8
E01031577,19.3,17.6,45.1,18.1
E01031586,23.2,16.7,43.5,16.6
E01031588,16.9,15.8,41.6,25.8
E01031590,16.3,13.1,43.6,27
E01031593,15,17,43.1,25
E01035328,22.2,14.7,42.3,20.8
E01035329,29.3,20,45.3,5.3
E01031570,20.2,16.3,41,22.5
E01031571,22,17.4,42.4,18.1
E01031572,22.1,17,41.3,19.7
E01031609,18.9,16.8,42.6,21.7
E01031610,19.9,17,44.1,19
E01031583,18.7,19.7,49.8,12.1
E01031584,21.5,17.2,43,18.4
E01031585,15.8,23.3,45.3,15.7
E01031601,20.5,18.1,40.9,20.8
E01032835,22,20.6,50.2,7.2
E01032836,19.4,22.5,41.2,16.9
E01031589,17.1,15.3,44.3,23.4
E01031591,20,19.3,45.3,15.4
E01031594,20.3,16.4,43.7,19.6
E01031600,15,18.2,43.8,23.1
E01031603,16.7,18.7,45.5,18.9
E01031564,19.4,14.5,41.1,25
E01031565,20.3,19.8,40.7,19.3
E01031566,17.3,15.4,39.3,28.1
E01031567,15.4,15.3,38.1,31.5
E01031568,20.2,19.1,45.7,14.7
E01031596,23.9,17.7,44.7,13.6
E01031597,14.7,17.3,39.3,28.7
E01031598,18.7,18.1,41.9,21.4
E01031599,19.6,17.7,44.5,18
E01031608,18.5,23.5,46.6,11.5
E01031578,18.9,16.2,47.3,17.6
E01031580,21.4,18.6,45.8,14.3
E01031581,19.2,17.8,48,15.2
E01031592,16.5,13.7,41.4,28.4
E01031560,15.7,15.8,35.5,33
E01031561,16.4,15.9,39.3,28.4
E01031562,20,13.3,37.3,29.4
E01031563,15.1,16.9,40.9,27.3
E01031579,18.7,19,48.1,14.3
E01031582,20,18.8,51.2,10
E01031547,20.3,17.3,46.4,15.8
E01031548,20.9,19.6,44.2,15.2
E01031549,24,18.2,44.7,13.3
E01031550,18,22,44.8,15.2
E01031569,22.4,17.8,39,21.1
E01031595,20.3,18.9,41.3,19.7
E01031604,18.1,17.5,42.4,21.8
E01031605,22.9,17.8,41.2,17.9
E01031606,20.5,17.4,42.1,20
E01031607,20.1,18.7,41.4,19.8
E01031546,23.9,19,41.4,15.7
E01031551,23.4,20.3,44,12.4
E01031553,20.7,24,43.6,11.8
E01031554,19.3,19.9,47.2,13.5
E01031555,22.8,21.9,40.4,14.7
E01031552,19.8,18.2,40.7,21.2
E01031556,19.5,20.6,45.4,14.7
E01031557,16.4,17,51.7,14.8
E01031558,24,17.3,36.7,22
E01031559,21.4,22.4,42.5,13.5
E01031670,14,17.7,42.2,26.1
E01031671,15.7,15.4,41.9,26.9
E01031673,18.9,15.1,43.9,22
E01035330,17.8,15.7,44,22.7
E01035331,12.2,15.8,35.6,36.3
E01035332,20.8,24.5,48.3,6.5
E01035333,23.4,18.6,44,14
E01031644,20.4,13.5,44.6,21.7
E01031645,18.3,15.5,44.2,21.9
E01031646,14.4,15.9,46,23.6
E01031647,15,14.3,39.5,31.4
E01031649,15.6,13.9,43.4,27
E01031650,15.5,14.9,39.5,30.1
E01031666,15.6,11,37.8,35.7
E01031668,16.3,11.5,34.9,37.1
E01031620,20.1,15.7,42.8,21.5
E01031648,14.1,13.8,41.6,30.5
E01031651,17,16.6,40.5,26.1
E01031658,13.9,14,39.1,33
E01031689,17.6,13.3,44.3,24.9
E01031654,15.1,13.6,38.2,33
E01031655,19.3,16.2,46.3,18.2
E01031667,13.9,14.8,38.3,33.1
E01031669,18.5,15.8,45.3,20.3
E01031672,14.1,18.5,43.6,23.7
E01031657,14.6,14.7,41.2,29.5
E01031659,17.8,15.1,37.9,29
E01031674,16.6,17,33.7,32.6
E01031675,16.8,13.1,37,33
E01031652,22.1,17.6,42.2,18
E01031653,14.7,18.1,42,25.3
E01031656,16.1,19.6,44.1,20.2
E01031688,15.7,13.6,38.4,32.3
E01031691,16.9,14.4,39.1,29.5
E01035334,13.1,17,37.9,32.2
E01035335,13.8,20.6,42.5,23.2
E01031638,18.1,15.6,41.2,25.2
E01031690,15.7,10.6,35.5,38
E01035336,16.7,15.3,42.7,25.4
E01035337,25.9,19.6,46,8.4
E01035338,19.4,17.7,41.8,21.2
E01035339,29.2,12.6,50.2,8.1
E01035340,17.5,14.9,42.5,25.1
E01031639,14.6,14.2,41.5,29.8
E01031640,17.1,11.1,36.5,35.3
E01031660,12.4,12.1,37.4,38.1
E01031661,16.7,12.6,39.8,30.9
E01031679,27.4,27.2,29.8,15.8
E01031677,18.7,13.1,38.6,29.6
E01031678,20.6,14.7,41.4,23.3
E01031680,16.5,16.1,43,24.5
E01031681,18.4,17.6,41.1,23
E01031682,16.5,19.1,44.1,20.3
E01031683,17.5,16.8,45,20.8
E01031611,19,14.6,40.1,26.1
E01031612,17.8,12.6,42.7,26.8
E01031614,19.4,18.8,41.9,20
E01031615,15.7,14.3,37.9,31.9
E01035341,23.7,14.8,43.5,17.9
E01035342,17.9,15.6,41.8,24.5
E01031632,12.7,12.4,38.5,36.3
E01031633,13.2,11.2,38.6,36.8
E01031634,14.8,15,37.7,32.6
E01031635,15,15.6,40.6,28.8
E01031621,6.9,6.1,25.4,61.4
E01031623,11.1,10.3,31.8,46.8
E01031627,12.5,10.9,31.8,44.7
E01031664,12.1,10.3,35.8,42
E01031626,11.1,8.1,34,46.6
E01031630,11.4,10.9,32,45.7
E01031631,13.8,14.1,31.5,40.8
E01031662,12.5,12.2,36.6,38.6
E01031663,19.8,15.5,42.7,22
E01031665,12.8,10.6,36.8,39.6
E01031618,13.1,11.1,37.2,38.6
E01031641,9.1,11,28.1,51.8
E01031642,17.5,14.3,38.6,29.5
E01031643,17.9,14.8,35.9,31.1
E01031687,17.4,17.8,37.4,27.6
E01031622,15.8,13.2,41.5,29.5
E01031624,17.8,13.7,37.4,31
E01031625,18.9,13.1,40.1,27.8
E01031628,22.2,14,37.7,26
E01031629,12.4,12.1,36.4,38.9
E01031616,18.6,13.9,37.3,30.1
E01031617,13.9,11.8,35.5,38.8
E01031684,12.8,12.6,35.3,39.3
E01031685,11.6,9.8,32.6,46
E01031686,13.2,9.3,33.5,44
E01031731,18.5,16.7,42.1,22.5
E01031732,20,14,39.7,26.5
E01031733,18.5,14.1,42.5,25
E01031734,15.9,14.2,39.1,30.6
E01031741,17.6,16.9,43.4,22
E01031743,16.8,15.8,46.7,20.6
E01035343,10.8,25.3,51.5,12.6
E01035344,13.9,10.1,33.3,42.6
E01031718,16.2,14.7,40.1,29
E01031719,14,18,41.1,27
E01031720,14.4,15.3,34.3,36.2
E01031722,19.8,22.5,38.1,19.7
E01031695,18,13.8,36.5,31.8
E01031696,16.8,12.9,40.9,29.5
E01031729,20.2,12,39,28.8
E01031730,19,18.3,44.9,17.6
E01031735,15.8,11.9,38.1,34.2
E01031736,15.5,11.1,38.8,34.7
E01031737,17.7,16.4,40.5,25.4
E01031738,19.1,11.6,38.6,30.8
E01031739,14.6,14,40.5,31.2
E01031740,16.2,10.9,39.2,33.8
E01031721,17.3,11.1,34.6,37.1
E01031723,15,13.4,39.5,32.2
E01031724,17.9,13.6,37.3,31
E01031725,18.4,11.8,37.1,32.5
E01031694,17.7,19.8,36.4,26.1
E01031764,15.3,11.6,38.8,34.1
E01031765,17.1,13.3,40,29.8
E01031766,15.1,12.8,40.8,31.2
E01031693,19.3,10.9,42,27.9
E01031697,14.9,13,40.4,31.7
E01031727,16,13.2,37.6,33
E01035345,19.5,19.1,47.1,14.2
E01035346,20.3,14,42.6,23.2
E01031758,18.9,12.9,37,31.1
E01031760,19.9,14,42.1,23.6
E01031772,19.8,11.2,39.1,29.9
E01031773,18.8,10.2,36.6,34.4
E01031774,22.1,10.8,41.4,25.7
E01031775,21.7,9.4,36.3,32.7
E01031751,16.1,17.1,46,20.8
E01031759,16.5,14,43,26.4
E01032837,21.5,11.1,41.7,25.8
E01032838,23.4,17.9,47.1,11.8
E01032839,16.2,14.5,45.4,23.9
E01035347,12.9,19.4,47.9,19.8
E01035348,10,16.3,38.2,35.5
E01031752,24,18,42.4,15.5
E01031753,19,14.6,41.7,24.6
E01031754,16.1,16.6,44.4,22.9
E01031755,18.7,15.5,43.8,21.9
E01031757,16.2,14.4,44.1,25.2
E01031726,22,14.8,43.3,19.8
E01031749,17.8,13.3,44,24.9
E01031750,18.1,14.7,43.9,23.2
E01031763,20.1,12.1,41.8,25.8
E01035349,16.5,13.1,37,33.4
E01035350,18.7,17.5,47.7,16.1
E01035351,22,12.7,43.7,21.5
E01035352,24.4,17.9,44.5,13.3
E01031699,16.2,17.6,45.6,20.7
E01031700,17.7,17.4,45.6,19.2
E01031701,19.6,16.1,44.5,19.8
E01031714,19.4,17.2,40.9,22.4
E01031704,16.9,14.3,42.7,26.2
E01031706,14.4,14.6,37.9,33.1
E01031712,17.4,16.7,43.3,22.8
E01031713,17,13.4,39.4,30.1
E01035353,18.4,15.2,44.4,22.1
E01035354,25.7,17.7,49,7.6
E01031705,18.8,18.3,41.7,21.1
E01031707,12.8,10.8,37.9,38.5
E01031708,16.3,16.8,47.2,19.7
E01031709,14.1,15.1,39.6,31.2
E01031716,22,16.5,41.2,20.3
E01031717,17.2,16.1,45.8,20.9
E01031702,16,12.8,37.2,33.8
E01031703,12.8,12.9,32.6,41.5
E01031710,14.6,14,37.5,33.7
E01031715,17.6,16.5,45.9,19.9
E01031698,17.5,15.9,38.3,28.3
E01031767,23.7,18.2,37.8,20.6
E01031769,21.1,12.6,42.6,23.6
E01031770,15.8,13.3,39.6,31.4
E01031771,19.8,15.8,42.7,21.8
E01031744,19.5,12,41.3,27.2
E01031745,20.3,10.6,37.8,31.4
E01031746,19.4,13.9,43.6,23.1
E01031747,16.1,9.6,36.2,38.1
E01031748,18,12,39.1,30.8
E01031768,16.4,10.1,34,39.6
E01031793,12.4,10.6,35.2,41.9
E01031820,8.5,10.3,31.3,50
E01031821,13.3,12.4,36.8,37.4
E01031828,9.9,9.7,33.6,46.8
E01031829,10.4,10.9,32.8,46
E01031822,15.7,13.5,36.8,33.9
E01031825,9.6,9.6,35.5,45.2
E01031826,19.4,13.6,42.2,24.6
E01031827,15.5,16.9,38.4,29.1
E01031839,20.5,13.8,40.2,25.5
E01031792,16.2,11.7,38.7,33.4
E01031794,13.6,10.8,32.8,42.7
E01031795,23.6,17.5,42.2,16.5
E01031818,18.7,19,40.1,22.3
E01031830,18.8,16.1,37.8,27.4
E01031778,15.7,15.9,42.1,26.4
E01031797,17.7,13.5,40.8,27.9
E01031800,18.1,15.4,41.7,24.8
E01031823,17,16,40.2,26.9
E01031824,15.8,14.6,40.1,29.3
E01031776,20,14.5,46.5,19.1
E01031777,20.4,17.1,42.1,20.4
E01031780,17.8,18.5,43.8,20
E01031781,19.9,16.4,44.3,19.6
E01031798,15.7,16.7,47.2,20.3
E01031783,20.2,17.4,39.4,22.9
E01031785,18.2,14.4,42.5,24.9
E01031786,21.9,14.6,41.5,21.9
E01031817,19.8,18.4,42.7,19.1
E01034826,27.7,19.8,41.6,10.6
E01034827,30.1,15.3,46.7,8
E01031782,14.8,13,34.1,38
E01031836,18.3,15.3,44.5,21.8
E01031838,15.2,14.8,40,29.8
E01031840,16.6,13.4,40.4,29.6
E01034828,15,17,37.3,30.7
E01034829,21.4,23,47.7,8.1
E01031791,19.2,16.4,46,18.3
E01031796,16.7,18.2,47.7,17.3
E01031799,17.5,20.2,41.7,20.7
E01031801,18.1,17.5,44.4,19.9
E01031837,20.6,15.4,46.8,17.2
E01031779,21.9,17.3,42.8,17.8
E01031831,14.9,16.6,43.9,24.6
E01031832,13.6,11.9,37.4,37
E01031833,19.1,16.5,44.6,20
E01031834,18.9,16.2,41.7,23.4
E01031790,12.4,15.8,40.1,31.9
E01031807,12.1,12.2,33.1,42.8
E01031809,8.7,12.9,41.1,37.3
E01031810,16.3,17.3,47.2,19.2
E01031811,9.4,14.6,39.2,36.7
E01031787,11,17.3,46.3,25.6
E01031788,16.7,18.9,47,17.4
E01031808,9.3,19.3,41.8,29.6
E01031835,12.8,17.1,48.7,21.4
E01034830,11.9,13.6,39.9,34.6
E01034831,10.5,24.3,47.6,17.5
E01031812,9.2,10.8,32.8,47.2
E01031813,15.5,16,38.9,29.2
E01031814,11.3,12.8,37.3,38.7
E01031815,10.3,10.3,32,47.4
E01031816,21.4,14.7,44.7,19.2
E01031802,9.5,8.3,24.6,57.6
E01031803,12.5,13.3,34.2,40.1
E01031804,12.6,11.5,31.7,44.2
E01031805,9.7,8.9,30.3,51.1
E01031806,18.8,18.7,41,21.6
E01014399,18.9,14.2,37.1,29.6
E01014400,17.2,16,40.6,26.2
E01014401,19.3,15.5,40.7,24.5
E01014403,10.8,14.2,36,39.1
E01014404,21,18.9,39.4,20.7
E01035205,18.9,16.2,37.9,27
E01035206,24.2,23.3,45.7,6.7
E01014395,13,10.6,33,43.6
E01014396,14.7,16.3,38.4,30.7
E01014397,17.3,12.8,37.5,32.5
E01014398,16.7,14.9,40.3,28.1
E01014409,16,13.7,40.2,30.1
E01014410,18.7,14.1,40,27.3
E01014411,15,16,42.1,27.1
E01014477,19,11.1,37.5,32.5
E01014478,21.3,16.3,40.4,22
E01014479,14.5,15.1,38.9,31.6
E01014480,18.4,17.1,42.8,21.6
E01014465,16.9,17.7,44.7,20.8
E01014466,15.7,21.9,44.4,17.9
E01014467,11.4,25.4,40.6,22.5
E01014468,11.5,30.6,39.7,17.9
E01014370,3.9,37.8,30,28.6
E01014371,5.8,36.2,35.3,22.5
E01014372,5.7,37.4,38.9,17.9
E01014412,13.2,21.9,39.7,25.2
E01014413,22.5,15.2,36.4,25.9
E01014414,7.6,33.5,40.7,18.3
E01014427,13.4,30,37.4,19.2
E01014428,14.7,21.6,37.5,26.2
E01014429,19.9,17.6,42,20.5
E01014430,14.3,12.6,37.1,36
E01014405,13.9,28.5,36.2,21.2
E01014407,5.2,58,26.2,10.7
E01033080,6,40.6,35,18.3
E01014373,19.8,16.9,43,20.3
E01014374,17.6,13.2,38.1,31.1
E01014375,15.2,10.5,38.7,35.6
E01014376,15.5,11.5,34.4,38.4
E01014377,17.4,10.8,35.2,36.6
E01033078,16.7,22,33,28.2
E01033079,14.4,13.5,39,33.2
E01014461,17,23,42.1,17.9
E01014462,23.4,24.5,38,14.1
E01014463,15.8,21.6,40.4,22.1
E01014464,16,35.3,35.8,12.8
E01014380,5.2,70.1,11.4,13.5
E01014381,12,20.1,33.1,34.9
E01014481,9,46.4,29.5,15.2
E01014482,18.6,17.1,34.1,30.2
E01014483,11.5,33.2,33.7,21.8
E01014484,6.3,58.2,24.3,11.2
E01014473,9.5,49.9,25.8,14.9
E01014474,11.2,39.4,33.3,16.2
E01014476,9.2,49,27.4,14.4
E01035207,8.6,44.5,35.4,11.5
E01035208,6.2,64.9,18.7,10.2
E01014435,5.2,67.1,17,10.7
E01014436,10.2,42.8,27,19.9
E01014437,17.7,21.7,40.1,20.5
E01014438,17.1,22.6,38.4,22.1
E01014455,16,21.8,39.1,23.1
E01014456,14.1,21.5,38.2,26.2
E01014457,13.5,18.3,36.6,31.5
E01014458,21.1,24.6,36.5,17.6
E01014391,15.4,11.7,38.3,34.7
E01014392,11.3,14.1,32,42.7
E01014452,11.8,12,33.3,42.9
E01014453,15,15.1,34.9,35.1
E01014454,17.6,12,37.5,32.8
E01014459,16.1,15.8,36.5,31.6
E01014460,13.2,11.3,34.1,41.4
E01014415,15.6,20.9,40.1,23.4
E01014416,15.2,16.8,35.6,32.3
E01014417,18,13.9,38.1,29.8
E01014387,19.6,22.8,38.2,19.7
E01014388,16.8,14,34.2,35.1
E01014389,19.3,19.6,35.1,25.7
E01014390,24.1,21.4,39.4,15.1
E01014431,17.1,20.3,39.5,23.2
E01014432,15.5,26.4,35.7,22.4
E01014433,19.4,20.4,45,15.3
E01014434,14.3,23.6,35.1,27.1
E01014385,16,12.6,39.8,31.5
E01014386,19.3,15.3,39.1,26.2
E01014419,17.6,14.5,41.9,26.1
E01014446,15.1,14.8,39.7,30.5
E01014447,18.5,17.8,40.1,23.7
E01014382,16.8,12.2,37.5,33.4
E01014383,17.2,11.7,38.2,32.8
E01014384,19.5,14,39.7,26.7
E01014418,15.9,12,37.2,34.9
E01014442,15.3,17.2,40.8,26.7
E01014443,14.9,15.9,40.6,28.6
E01014444,18.8,16.3,43.3,21.7
E01014445,20.1,16.9,40.9,21.9
E01035209,17.1,10.9,39.8,32.3
E01035210,7.7,57.7,18.8,15.8
E01014393,17.8,11.8,38.4,31.9
E01014394,15.9,14.1,39.3,30.7
E01014439,15.8,15.8,36,32.3
E01014440,20.9,17.9,41.5,19.8
E01014441,19.3,16.5,35.9,28.3
E01014448,18,17.3,38.8,25.8
E01014449,19.8,16.6,43.5,20.1
E01014450,22.7,17.6,38.7,21
E01014451,20.3,18.2,42.5,18.9
E01014420,16.4,16.1,43.3,24.4
E01014421,17.6,15.5,39.4,27.3
E01014422,15.8,14.4,37,32.8
E01014423,17.3,17.2,39.2,26.1
E01014469,20.1,17.7,36.6,25.6
E01014470,17.8,18.8,40.8,22.6
E01014471,17.8,17.9,41.7,22.6
E01014472,19.1,17.9,39.3,23.7
E01014424,18.7,16.7,36,28.8
E01014425,16.3,16.1,37.5,30.1
E01014426,16.3,17.3,33.6,32.7
E01014601,21,16.2,39.2,23.6
E01014602,23,18.5,41.8,16.7
E01014603,18.9,19.6,44.5,17
E01014605,21.4,16.3,40.7,21.4
E01032516,17.2,14.4,40.9,27.3
E01032517,20.6,21.2,42.4,15.8
E01014688,23,23.3,39.4,14.1
E01014689,21.3,24.4,38.5,15.9
E01014690,20.4,24,41.5,14.1
E01014691,16.9,16.2,38.8,27.9
E01014692,19.9,23.7,42.6,13.8
E01014693,15.1,13.4,42.9,28.6
E01014694,18.9,19.3,40.5,21.3
E01014497,22.5,18.6,43.5,15.3
E01014498,26.9,16.4,40.4,16.3
E01014638,19.2,19.4,40.2,21
E01014639,29.5,19.3,38.2,12.9
E01014640,25.6,18,40.8,15.7
E01014631,14.7,19.6,40.6,25.1
E01014632,15,31.1,38.6,15.3
E01014633,19.7,18.4,43.3,18.6
E01014636,19.8,21.1,40.2,19
E01014630,18.5,30.9,37.1,13.5
E01014634,11.6,39.8,36.4,12.2
E01014659,16.4,34.3,37.7,11.5
E01014661,18.5,24.1,39.8,17.7
E01014616,16.5,15.4,37.2,30.7
E01014719,18.3,12.9,44.3,24.5
E01014720,18,10.8,42.5,28.7
E01014721,19.2,8.4,37,35.4
E01014641,18.2,11.9,40.3,29.6
E01014642,20.8,11.5,41.2,26.4
E01014643,19.9,17.4,39.8,23
E01014644,21.3,14.6,43.3,20.8
E01014492,17.6,14.7,40.2,27.6
E01014493,20.6,15.5,44.7,19.4
E01014494,15.3,16.4,41.9,26.3
E01014495,17.9,16.1,41.4,24.6
E01014496,15.2,22.6,47.7,14.5
E01014499,20.7,18.5,38.1,22.6
E01014715,23.7,10.4,39.5,26.6
E01014716,19.2,11.9,38.9,30
E01014717,19.1,12.6,29.2,39.3
E01014718,16.4,11.1,40.3,32.1
E01014510,18.5,29.6,41,10.9
E01014635,14.8,32.6,38.2,14.6
E01014637,10.9,39.8,32.1,17.2
E01014662,21.4,24.2,41,13.2
E01014615,19.6,14.3,38.4,27.6
E01014617,20.9,11,41,27.1
E01014618,20.4,9.1,36.8,33.7
E01014620,22.5,11.9,36.8,28.9
E01014571,15,30.9,35.2,18.7
E01014577,14.6,19.9,38.8,26.8
E01014586,13.9,16,35.9,34.3
E01014587,14.1,33.6,33.2,19.1
E01014588,13.4,24.8,41,20.9
E01014589,24.8,20.2,41,14
E01014590,16.6,27.8,39.3,16.2
E01014591,14.8,18.4,38.6,28.2
E01014592,16.3,23.2,42.9,17.7
