LSOA code,Have central heating,No central heating
E01002374,98.73217116,1.267828843
E01002375,97.69119769,2.308802309
E01002376,99.61685824,0.383141762
E01002377,98.53137517,1.468624833
E01002378,98.50993377,1.490066225
E01002379,98.34586466,1.654135338
E01002380,99.15809167,0.841908326
E01002381,97.63033175,2.369668246
E01002382,99.06914894,0.930851064
E01002383,99.08116386,0.918836141
E01002384,99.26144756,0.738552437
E01002385,99.16527546,0.834724541
E01002386,98.46994536,1.530054645
E01002387,99.00662252,0.993377483
E01002388,98.99497487,1.005025126
E01002389,99.67585089,0.324149109
E01002390,99.62049336,0.379506641
E01002391,99.04912837,0.950871632
E01002392,98.69067103,1.309328969
E01002393,97.22222222,2.777777778
E01002394,98.0620155,1.937984496
E01002395,96.77419355,3.225806452
E01002396,98.77835951,1.221640489
E01002397,97.04861111,2.951388889
E01002398,98.42519685,1.57480315
E01002399,98.5801217,1.419878296
E01002400,98.42767296,1.572327044
E01002401,98.41897233,1.581027668
E01002402,98.2421875,1.7578125
E01002403,98.77384196,1.226158038
E01002404,97.49631811,2.503681885
E01002405,98.60681115,1.393188854
E01002408,97.26858877,2.731411229
E01002409,98.86039886,1.13960114
E01002410,98.38235294,1.617647059
E01002411,98.87640449,1.123595506
E01002412,98.73737374,1.262626263
E01002413,98.82943144,1.170568562
E01002414,98.67172676,1.328273245
E01002415,98.12792512,1.872074883
E01002416,99.15397631,0.846023689
E01002417,98.4,1.6
E01002418,99.54545455,0.454545455
E01002419,99.22360248,0.776397516
E01002420,99.10714286,0.892857143
E01002421,99.0430622,0.956937799
E01002422,98.58870968,1.411290323
E01002423,98.50249584,1.49750416
E01002424,97.94007491,2.059925094
E01002425,97.84053156,2.159468439
E01002426,97.2392638,2.760736196
E01002427,98.45261122,1.547388781
E01002428,98.05825243,1.941747573
E01002429,98.28244275,1.717557252
E01002430,99.80769231,0.192307692
E01002431,98.55967078,1.440329218
E01002432,97.6340694,2.365930599
E01002433,99.01477833,0.985221675
E01002434,98.98989899,1.01010101
E01002435,99.47735192,0.522648084
E01002436,98.5141159,1.485884101
E01002437,99.49238579,0.507614213
E01002438,98.93048128,1.069518717
E01002439,99.35587762,0.644122383
E01002440,99.84177215,0.158227848
E01002441,98.02259887,1.97740113
E01002442,98.00613497,1.993865031
E01002443,97.81659389,2.183406114
E01002444,98.94736842,1.052631579
E01002445,97.43589744,2.564102564
E01002446,98.57142857,1.428571429
E01002447,97.48603352,2.51396648
E01002448,96.8503937,3.149606299
E01002449,96.73469388,3.265306122
E01002450,99.39148073,0.60851927
E01002451,99.20159681,0.798403194
E01002452,98.63013699,1.369863014
E01002453,98.86914378,1.13085622
E01002454,98.9280245,1.071975498
E01002455,98.85714286,1.142857143
E01002456,98.26771654,1.732283465
E01002457,99.80916031,0.190839695
E01002458,99.81203008,0.187969925
E01002459,99.52380952,0.476190476
E01002460,98.69918699,1.300813008
E01002461,99.80988593,0.190114068
E01002462,99.04580153,0.954198473
E01002463,100,0
E01002464,98.71175523,1.288244767
E01002465,98.59375,1.40625
E01002466,98.41772152,1.582278481
E01002467,99.67897271,0.321027287
E01002468,98.7460815,1.253918495
E01002469,99.37597504,0.624024961
E01002470,98.31697055,1.683029453
E01002471,99.0521327,0.947867299
E01002472,99.00249377,0.997506234
E01002473,99.41520468,0.584795322
E01002474,99.27745665,0.722543353
E01002475,99.29676512,0.70323488
E01002476,99.6835443,0.316455696
E01002477,98.41827768,1.58172232
E01002478,98.20089955,1.79910045
E01002479,98.17351598,1.826484018
E01002480,99.13294798,0.867052023
E01002481,99.38461538,0.615384615
E01002482,99.83948636,0.160513644
E01002483,98.76203576,1.237964237
E01002484,98.96373057,1.03626943
E01002485,97.48803828,2.511961722
E01002486,97.829233,2.170767004
E01002487,96.67721519,3.32278481
E01002488,98.47619048,1.523809524
E01002489,98.02513465,1.97486535
E01002490,97.92592593,2.074074074
E01002491,98.85931559,1.140684411
E01002492,98.19639279,1.803607214
E01002493,96.23567921,3.764320786
E01002494,99.05511811,0.94488189
E01002495,98.28815977,1.711840228
E01002496,97.41267788,2.587322122
E01002497,98.27935223,1.720647773
E01002498,98.85714286,1.142857143
E01002499,98.53157122,1.468428781
E01002501,96.67318982,3.326810176
E01002502,99.2920354,0.707964602
E01002503,98.36956522,1.630434783
E01002505,96.66666667,3.333333333
E01002506,97.69230769,2.307692308
E01002507,98.90510949,1.094890511
E01002508,97.74011299,2.259887006
E01002509,99.01574803,0.984251969
E01002511,98.75776398,1.242236025
E01002512,99.09443726,0.905562743
E01002513,99.31389365,0.686106346
E01002514,98.75283447,1.247165533
E01002516,99.79757085,0.20242915
E01002518,98.55967078,1.440329218
E01002519,97.28317659,2.716823406
E01002520,98.21428571,1.785714286
E01002521,97.33727811,2.662721893
E01002523,98.89705882,1.102941176
E01002525,97.95620438,2.04379562
E01002526,98.39679359,1.603206413
E01002527,98.0861244,1.913875598
E01002528,98.61830743,1.381692573
E01002529,98.24175824,1.758241758
E01002530,97.89303079,2.106969206
E01002531,98.61538462,1.384615385
E01002533,98.97435897,1.025641026
E01002534,98.15745394,1.842546064
E01002535,98.3935743,1.606425703
E01002536,98.12606474,1.873935264
E01002537,99.22928709,0.770712909
E01002538,98.55263158,1.447368421
E01002539,98.70317003,1.296829971
E01002540,98.4496124,1.550387597
E01002541,97.75280899,2.247191011
E01002542,97.43589744,2.564102564
E01002543,96.11801242,3.881987578
E01002544,99.0990991,0.900900901
E01002545,97.77777778,2.222222222
E01002546,97.36842105,2.631578947
E01002547,98.23529412,1.764705882
E01002548,99.18367347,0.816326531
E01002549,98.74125874,1.258741259
E01002550,94.97487437,5.025125628
E01002551,98.25072886,1.749271137
E01002552,99.11971831,0.88028169
E01002553,98.56230032,1.437699681
E01002555,98.43971631,1.560283688
E01002556,96.52567976,3.474320242
E01002557,97.80821918,2.191780822
E01002558,99.14425428,0.855745721
E01002559,97.27668845,2.723311547
E01002560,98.33836858,1.66163142
E01002561,98.6599665,1.340033501
E01002562,98.47036329,1.529636711
E01002563,97.98927614,2.010723861
E01002564,98.34024896,1.659751037
E01002565,97.91271347,2.087286528
E01002567,96.89298044,3.107019563
E01002569,98.02699896,1.973001038
E01002570,98.20089955,1.79910045
E01002571,99.15397631,0.846023689
E01002572,99.19484702,0.805152979
E01002573,98.90282132,1.097178683
E01002574,98.82869693,1.171303075
E01002575,98.4962406,1.503759398
E01002576,99.002849,0.997150997
E01002577,97.36070381,2.639296188
E01002578,98.81756757,1.182432432
E01002579,98.4496124,1.550387597
E01002580,98.37997054,1.620029455
E01002581,99.04988124,0.950118765
E01002582,98.55699856,1.443001443
E01002583,97.75700935,2.242990654
E01002584,96.22641509,3.773584906
E01002585,98.06949807,1.930501931
E01002586,97.79559118,2.204408818
E01002587,98.10554804,1.894451962
E01002588,98.11574697,1.884253028
E01002589,97.05882353,2.941176471
E01002590,98.1981982,1.801801802
E01002591,98.85620915,1.14379085
E01002592,97.93548387,2.064516129
E01002593,96.98275862,3.017241379
E01002594,98.30246914,1.697530864
E01002595,97.05469846,2.945301543
E01002596,92.71523179,7.284768212
E01002598,98.17629179,1.823708207
E01002599,97.84946237,2.150537634
E01002600,98.23874755,1.761252446
E01002601,98.20089955,1.79910045
E01002602,97.82214156,2.177858439
E01002603,97.54601227,2.45398773
E01002604,98.02158273,1.978417266
E01002605,96.50180941,3.498190591
E01002606,98.05194805,1.948051948
E01002607,98.58793325,1.412066752
E01002608,97.89473684,2.105263158
E01002609,98.04216867,1.957831325
E01002610,98.26498423,1.735015773
E01002611,98.06835067,1.931649331
E01002612,98.18621524,1.813784764
E01002613,98.88888889,1.111111111
E01002614,98.65853659,1.341463415
E01002615,98.26224329,1.737756714
E01002616,98.41269841,1.587301587
E01002617,98.5915493,1.408450704
E01002618,98.38998211,1.610017889
E01002619,97.64150943,2.358490566
E01002620,97.10789766,2.892102336
E01002621,97.86535304,2.134646962
E01002622,98.59649123,1.403508772
E01002623,97.41697417,2.58302583
E01002624,97.29206963,2.707930368
E01002625,98.16700611,1.83299389
E01002626,97.72727273,2.272727273
E01002627,97.20394737,2.796052632
E01002628,97.54977029,2.450229709
E01002629,97.62443439,2.375565611
E01002630,97.19764012,2.802359882
E01002631,97.66606822,2.333931777
E01002632,98.08306709,1.916932907
E01002633,97.71197847,2.288021534
E01002634,98.88682746,1.113172542
E01002635,98.02867384,1.971326165
E01002636,98.86731392,1.132686084
E01002637,96.39934534,3.600654664
E01002638,97.57673667,2.423263328
E01002639,98.17518248,1.824817518
E01002640,98.39486356,1.605136437
E01002641,97.66970618,2.33029382
E01002643,96.94072658,3.059273423
E01002645,97.0437018,2.956298201
E01002646,96.92513369,3.07486631
E01002647,97.10144928,2.898550725
E01002649,96.03283174,3.967168263
E01002650,96.84343434,3.156565657
E01002651,97.34982332,2.650176678
E01002652,98.57651246,1.423487544
E01002653,98.82550336,1.174496644
E01002654,96.51515152,3.484848485
E01002655,97.4522293,2.547770701
E01002656,98.66156788,1.338432122
E01002657,98.68035191,1.319648094
E01002658,99.39393939,0.606060606
E01002659,98.43137255,1.568627451
E01002660,98.85807504,1.141924959
E01002661,98.7012987,1.298701299
E01002662,96.39344262,3.606557377
E01002663,98.2633864,1.736613603
E01002665,98.05309735,1.946902655
E01002666,98.75518672,1.244813278
E01002667,97.8094195,2.190580504
E01002668,99.08256881,0.917431193
E01002669,97.6056338,2.394366197
E01002670,98.62637363,1.373626374
E01002671,99.25149701,0.748502994
E01002672,96.96048632,3.039513678
E01002673,97.78156997,2.218430034
E01002674,97.45308311,2.54691689
E01002675,99.65635739,0.343642612
E01002676,98.75666075,1.243339254
E01002677,97.37470167,2.625298329
E01002678,97.89473684,2.105263158
E01002679,99.35794543,0.642054575
E01002680,98.10298103,1.89701897
E01002681,98.05491991,1.945080092
E01002682,98.77232143,1.227678571
E01002686,98.8005997,1.1994003
E01002687,96.97766097,3.022339028
E01002689,98.67724868,1.322751323
E01002690,97.93814433,2.06185567
E01002691,97.78156997,2.218430034
E01002692,97.92490119,2.075098814
E01002693,97.06546275,2.934537246
E01002694,97.44360902,2.556390977
E01002695,96.91275168,3.087248322
E01002696,96.9837587,3.016241299
E01002697,97.46376812,2.536231884
E01002698,96.62487946,3.37512054
E01002699,98.91891892,1.081081081
E01002700,98.19376026,1.806239737
E01002701,96.31268437,3.687315634
E01002702,97.13261649,2.867383513
E01002703,97.60213144,2.397868561
E01002704,95.98214286,4.017857143
E01002706,95.61883899,4.381161008
E01002707,95.84269663,4.157303371
E01002708,97.6023976,2.397602398
E01002709,96.57631954,3.423680456
E01002710,97.36024845,2.639751553
E01002711,95.94594595,4.054054054
E01002712,97.53694581,2.463054187
E01002713,97.81160799,2.188392008
E01002714,98.19694868,1.803051318
E01002715,98.24304539,1.756954612
E01002716,97.09583737,2.904162633
E01002717,98.87640449,1.123595506
E01002718,98.13333333,1.866666667
E01002719,97.97101449,2.028985507
E01002720,97.86096257,2.139037433
E01002721,98.5,1.5
E01002722,97.71101574,2.288984263
E01002723,96.8707483,3.129251701
E01002724,96.68393782,3.316062176
E01002725,97.86096257,2.139037433
E01002726,96.41943734,3.58056266
E01002727,97.12858926,2.871410737
E01002728,97.48283753,2.517162471
E01002729,97.57207891,2.427921093
E01002730,97.6070529,2.392947103
E01002732,98.1595092,1.840490798
E01002733,97.3553719,2.644628099
E01002734,96.37139808,3.628601921
E01002735,97.44942832,2.55057168
E01002736,97.74696707,2.253032929
E01002737,98.02110818,1.978891821
E01002738,98.1042654,1.895734597
E01002739,98.03921569,1.960784314
E01002740,98.26530612,1.734693878
E01002741,97.94952681,2.050473186
E01002742,99.0237099,0.976290098
E01002743,97.92663477,2.073365231
E01002744,97.77448071,2.225519288
E01002745,98.5380117,1.461988304
E01002747,97.84615385,2.153846154
E01002748,97.39884393,2.601156069
E01002749,97.68211921,2.317880795
E01002751,94.84536082,5.154639175
E01002752,97.73371105,2.266288952
E01002753,98.0861244,1.913875598
E01002754,98.89064976,1.109350238
E01002755,98.35526316,1.644736842
E01002756,98.63247863,1.367521368
E01002757,98.83527454,1.164725458
E01002758,97.74535809,2.25464191
E01002759,99.51219512,0.487804878
E01002760,98.11046512,1.889534884
E01002762,97.43888242,2.561117579
E01002763,97.73519164,2.264808362
E01002764,97.73869347,2.261306533
E01002765,97.11359404,2.886405959
E01002766,97.84946237,2.150537634
E01002767,96.28450106,3.715498938
E01002768,96.69421488,3.305785124
E01002769,99.00990099,0.99009901
E01002770,97.47530187,2.524698134
E01002771,98.80774963,1.192250373
E01002772,97.70904926,2.290950745
E01002773,99.12536443,0.874635569
E01002774,97.46588694,2.53411306
E01002775,96.53092006,3.46907994
E01002776,98.54096521,1.459034792
E01002777,98.56396867,1.436031332
E01002778,98.54497354,1.455026455
E01002779,97.42268041,2.577319588
E01002780,99.07773386,0.92226614
E01002781,98.4423676,1.557632399
E01002782,97.49552773,2.504472272
E01002783,97.11779449,2.882205514
E01002784,97.7393617,2.260638298
E01002785,97.82051282,2.179487179
E01002786,97.41573034,2.584269663
E01002787,96.48,3.52
E01002788,98.421646,1.578354002
E01002789,98.32474227,1.675257732
E01002790,95.38239538,4.617604618
E01002791,98.58823529,1.411764706
E01002792,97.62711864,2.372881356
E01002793,98.10690423,1.893095768
E01002794,98.52362205,1.476377953
E01002795,98.1264637,1.8735363
E01002796,97.02970297,2.97029703
E01002797,97.48858447,2.511415525
E01002798,98.99441341,1.005586592
E01002799,96.73659674,3.263403263
E01002800,97.49058971,2.509410289
E01002801,98.41269841,1.587301587
E01002802,96.71532847,3.284671533
E01002804,97.6056338,2.394366197
E01002805,97.77158774,2.228412256
E01002806,99.28673324,0.713266762
E01002807,96.15384615,3.846153846
E01002808,97.45075319,2.549246813
E01002809,98.10040706,1.899592944
E01002810,98.23899371,1.761006289
E01002811,97.41144414,2.588555858
E01002812,96.5893588,3.410641201
E01002813,97.21407625,2.785923754
E01002814,95.77603143,4.223968566
E01002815,96.67721519,3.32278481
E01002816,92.47706422,7.52293578
E01002817,97.03459638,2.965403624
E01002818,95,5
E01002819,95.44658494,4.553415061
E01002821,97.95158287,2.048417132
E01002823,97.3553719,2.644628099
E01002824,96.36363636,3.636363636
E01002825,95.62243502,4.377564979
E01002826,97.48427673,2.51572327
E01002827,97.0959596,2.904040404
E01002828,95.83333333,4.166666667
E01002829,95.29085873,4.709141274
E01002830,97.20873786,2.791262136
E01002831,97.61904762,2.380952381
E01002832,96.70468948,3.29531052
E01002833,96.46697389,3.533026114
E01002834,95.21452145,4.785478548
E01002835,96.27906977,3.720930233
E01002836,97.03808181,2.961918195
E01002837,96.7611336,3.238866397
E01002839,94.26900585,5.730994152
E01002840,98.52125693,1.478743068
E01002841,97.03947368,2.960526316
E01002842,96.26865672,3.731343284
E01002843,98.10126582,1.898734177
E01002844,98.05825243,1.941747573
E01002845,94.31818182,5.681818182
E01002846,96.49368864,3.50631136
E01002847,94.41340782,5.586592179
E01002848,94.78873239,5.211267606
E01002849,95.39918809,4.600811908
E01002850,96.50238474,3.497615262
E01002851,96.48241206,3.51758794
E01002852,96.23085984,3.769140165
E01002853,97.95918367,2.040816327
E01002854,97.81659389,2.183406114
E01002855,98.06629834,1.933701657
E01002856,95.96879064,4.031209363
E01002857,95.86330935,4.136690647
E01002858,97.49608764,2.503912363
E01002859,94.53717754,5.462822458
E01002860,97.19789842,2.802101576
E01002861,96.74502712,3.254972875
E01002862,97.61904762,2.380952381
E01002863,95.16129032,4.838709677
E01002864,97.36346516,2.63653484
E01002865,98.40142096,1.598579041
E01002866,96.73629243,3.263707572
E01002867,95.80246914,4.197530864
E01002868,97.35849057,2.641509434
E01002869,95.46666667,4.533333333
E01002870,98.69565217,1.304347826
E01002871,97.04049844,2.959501558
E01002872,96.78407351,3.215926493
E01002873,97.87234043,2.127659574
E01002874,97.94520548,2.054794521
E01002875,97.582038,2.417962003
E01002876,97.82608696,2.173913043
E01002877,97.49009247,2.50990753
E01002878,97.08222812,2.917771883
E01002879,98.85877318,1.141226819
E01002880,95.16483516,4.835164835
E01002881,97.84735812,2.152641879
E01002882,96.23655914,3.76344086
E01002883,96.75425039,3.245749614
E01002884,95.11784512,4.882154882
E01002885,94.89414695,5.105853051
E01002886,96.68174962,3.318250377
E01002887,94.92753623,5.072463768
E01002888,91.52542373,8.474576271
E01002889,97.35449735,2.645502646
E01002890,98.23943662,1.76056338
E01002891,94.24460432,5.755395683
E01002892,94.98432602,5.015673981
E01002893,96.01769912,3.982300885
E01002894,94.80122324,5.198776758
E01002896,96.96169089,3.038309115
E01002897,97.13055954,2.869440459
E01002898,96.58753709,3.412462908
E01002899,96.70846395,3.29153605
E01002900,97.35449735,2.645502646
E01002901,96.34703196,3.652968037
E01002902,95.371669,4.628330996
E01002903,97.71929825,2.280701754
E01002904,96.37826962,3.621730382
E01002905,98.16793893,1.832061069
E01002906,98.75776398,1.242236025
E01002907,97.65625,2.34375
E01002908,97.64309764,2.356902357
E01002909,97.65625,2.34375
E01002910,97.94303797,2.056962025
E01002911,98.48993289,1.510067114
E01002912,95.91240876,4.087591241
E01002913,96.68711656,3.312883436
E01002914,96.85863874,3.141361257
E01002915,98.35051546,1.649484536
E01002916,98.68421053,1.315789474
E01002917,99.79757085,0.20242915
E01002918,97.8583196,2.141680395
E01002919,97.2465582,2.753441802
E01002920,99.14821124,0.851788756
E01002921,96.13259669,3.867403315
E01002922,97.20670391,2.793296089
E01002923,98.48661234,1.51338766
E01002924,98.55334539,1.446654611
E01002925,96.85929648,3.140703518
E01002926,98.15745394,1.842546064
E01002927,98.28660436,1.713395639
E01002928,99.06040268,0.939597315
E01002929,98.51190476,1.488095238
E01002930,97.4779319,2.522068096
E01002931,99.02777778,0.972222222
E01002932,97.18934911,2.810650888
E01002933,98.39307787,1.606922126
E01002934,99.5447648,0.455235205
E01002935,97.28729963,2.71270037
E01002937,98.7987988,1.201201201
E01002938,98.7244898,1.275510204
E01002939,98.33055092,1.669449082
E01002940,99.18566775,0.814332248
E01002941,99.53271028,0.46728972
E01002942,98.48197343,1.518026565
E01002943,99.01768173,0.982318271
E01002944,99.0512334,0.948766603
E01002945,98.125,1.875
E01002946,98.18481848,1.815181518
E01002947,99.51298701,0.487012987
E01002948,99.3902439,0.609756098
E01002949,99.26793558,0.732064422
E01002950,97.75280899,2.247191011
E01002951,97.74696707,2.253032929
E01002952,98.93617021,1.063829787
E01002953,99.54545455,0.454545455
E01002954,97.61904762,2.380952381
E01002955,98.30827068,1.691729323
E01002956,99.08675799,0.913242009
E01002957,97.72727273,2.272727273
E01002958,98.77488515,1.225114855
E01002959,99.78813559,0.211864407
E01002960,97.59036145,2.409638554
E01002961,99.66499162,0.335008375
E01002962,98.10606061,1.893939394
E01002963,96.75745785,3.242542153
E01002964,98.00569801,1.994301994
E01002965,97.99126638,2.008733624
E01002966,98.45956354,1.540436457
E01002967,98.84696017,1.153039832
E01002968,97.4738676,2.526132404
E01002969,97.26858877,2.731411229
E01002970,98.76160991,1.238390093
E01002971,98.08481532,1.915184679
E01002972,95.72553431,4.274465692
E01002973,98.85496183,1.145038168
E01002974,98.33333333,1.666666667
E01002975,98.19277108,1.807228916
E01002976,99.07407407,0.925925926
E01002977,98.14528594,1.854714065
E01002978,98.46796657,1.532033426
E01002979,97.32441472,2.675585284
E01002980,99.375,0.625
E01002981,98.66156788,1.338432122
E01002982,99.03100775,0.968992248
E01002983,99.32659933,0.673400673
E01002984,98.46938776,1.530612245
E01002985,98.15745394,1.842546064
E01002986,99.37238494,0.627615063
E01002987,96.96969697,3.03030303
E01002988,98.0952381,1.904761905
E01002989,96.83751363,3.162486369
E01002990,97.51972943,2.480270575
E01002991,99.26686217,0.73313783
E01002992,96.93251534,3.067484663
E01002993,96.20098039,3.799019608
E01002994,98.15436242,1.845637584
E01002995,98.73817035,1.261829653
E01002996,98.30795262,1.692047377
E01002997,98.1878089,1.812191104
E01002998,99.16805324,0.831946755
E01002999,96.60574413,3.394255875
E01003000,98.95833333,1.041666667
E01003001,97.64150943,2.358490566
E01003002,98.49435383,1.505646173
E01003003,98.18181818,1.818181818
E01003004,98.51973684,1.480263158
E01003005,98.10996564,1.890034364
E01003006,99.66499162,0.335008375
E01003007,99.0990991,0.900900901
E01003008,99.01768173,0.982318271
E01003009,98.96907216,1.030927835
E01003010,98.8657845,1.134215501
E01003011,98.43081312,1.569186876
E01003013,93.8547486,6.145251397
E01003014,98.27044025,1.729559748
E01003015,97.13574097,2.864259029
E01003016,97.16981132,2.830188679
E01003017,96.87092568,3.129074316
E01003018,97.64201501,2.357984995
E01003019,99.20993228,0.79006772
E01003020,98.4280532,1.571946796
E01003021,96.85534591,3.144654088
E01003022,98.63945578,1.360544218
E01003023,96.19565217,3.804347826
E01003024,96.81528662,3.184713376
E01003025,98,2
E01003026,99.03846154,0.961538462
E01003027,98.46743295,1.53256705
E01003028,98.16666667,1.833333333
E01003029,97.20044793,2.799552072
E01003030,98.52546917,1.474530831
E01003031,96.90140845,3.098591549
E01003032,97.90897909,2.09102091
E01003033,99.48892675,0.511073254
E01003034,98.42180775,1.578192253
E01003035,98.43342037,1.566579634
E01003036,98.41269841,1.587301587
E01003037,96.81742044,3.182579564
E01003038,99.35149157,0.648508431
E01003039,98.02289282,1.97710718
E01003040,97.4789916,2.521008403
E01003041,97.78761062,2.212389381
E01003042,97.6284585,2.371541502
E01003043,97.92284866,2.077151335
E01003044,98.0966325,1.903367496
E01003045,98.15340909,1.846590909
E01003046,96.10738255,3.89261745
E01003047,97.31707317,2.682926829
E01003048,96.89608637,3.10391363
E01003049,97.87798408,2.122015915
E01003050,97.60956175,2.390438247
E01003051,97.72727273,2.272727273
E01003052,98.08917197,1.910828025
E01003053,95.83892617,4.161073826
E01003054,98.30339321,1.696606786
E01003055,97.82870929,2.171290712
E01003056,97.7893368,2.210663199
E01003057,97.63888889,2.361111111
E01003058,98.24766355,1.752336449
E01003059,97.6,2.4
E01003060,97.81976744,2.180232558
E01003061,94.76117103,5.238828968
E01003062,96.52777778,3.472222222
E01003063,97.18543046,2.814569536
E01003064,97.59615385,2.403846154
E01003065,97.95620438,2.04379562
E01003066,97.02970297,2.97029703
E01003067,97.63033175,2.369668246
E01003068,98.13664596,1.863354037
E01003069,97.69230769,2.307692308
E01003070,96.96969697,3.03030303
E01003071,97.20837488,2.791625125
E01003072,99.14651494,0.853485064
E01003073,97.57942511,2.420574887
E01003074,98.44322344,1.556776557
E01003075,96.27421759,3.725782414
E01003076,98.33506764,1.664932362
E01003077,98.47908745,1.520912548
E01003078,98.87459807,1.125401929
E01003079,98.76880985,1.23119015
E01003080,97.31343284,2.686567164
E01003081,96.70731707,3.292682927
E01003082,98.11320755,1.886792453
E01003083,98.7826087,1.217391304
E01003084,97.95275591,2.047244094
E01003085,98.41726619,1.582733813
E01003086,97.76,2.24
E01003087,96.33943428,3.660565724
E01003088,96.79389313,3.20610687
E01003089,95.81081081,4.189189189
E01003090,97.65130985,2.348690154
E01003091,96.75994109,3.24005891
E01003092,97.57894737,2.421052632
E01003093,97.18456726,2.815432742
E01003094,97.54977029,2.450229709
E01003095,97.83236994,2.167630058
E01003096,96.63573086,3.364269142
E01003097,96.79767103,3.202328967
E01003098,97.83950617,2.160493827
E01003099,98.28722003,1.712779974
E01003100,98.20426487,1.795735129
E01003101,98.26771654,1.732283465
E01003102,96.43312102,3.566878981
E01003104,95.04608295,4.953917051
E01003105,98.25970549,1.740294511
E01003106,97.7389517,2.261048304
E01003107,97.39819005,2.601809955
E01003108,96.76966292,3.230337079
E01003110,96.85807151,3.141928494
E01003111,95.65217391,4.347826087
E01003112,97.53390875,2.466091245
E01003113,97.43243243,2.567567568
E01003114,97.80876494,2.19123506
E01003115,97.14714715,2.852852853
E01003116,99.36908517,0.630914826
E01003117,97.08029197,2.919708029
E01003118,98.14285714,1.857142857
E01003119,97.06227967,2.937720329
E01003120,92.98561151,7.014388489
E01003121,96.70846395,3.29153605
E01003122,96.08501119,3.914988814
E01003123,97.56097561,2.43902439
E01003124,92.79869067,7.201309329
E01003125,96.97841727,3.021582734
E01003126,97.21059972,2.789400279
E01003127,96.09079445,3.909205549
E01003128,95.51820728,4.481792717
E01003129,94.96855346,5.031446541
E01003130,97.70700637,2.292993631
E01003131,98.41772152,1.582278481
E01003132,97.77777778,2.222222222
E01003133,97.6022567,2.3977433
E01003134,97.91666667,2.083333333
E01003135,96.16402116,3.835978836
E01003136,97.59679573,2.403204272
E01003137,94.68085106,5.319148936
E01003138,98.30769231,1.692307692
E01003139,97.02048417,2.979515829
E01003140,97.34693878,2.653061224
E01003141,97.03103914,2.968960864
E01003142,98.23399558,1.766004415
E01003143,97.64705882,2.352941176
E01003144,99.23664122,0.763358779
E01003145,95.72763685,4.272363151
E01003146,98.36065574,1.639344262
E01003147,98.25218477,1.747815231
E01003148,97.76902887,2.230971129
E01003149,98.27338129,1.726618705
E01003150,96.65471924,3.345280765
E01003151,97.67156863,2.328431373
E01003152,98.02631579,1.973684211
E01003153,97.74066798,2.259332024
E01003154,97.45145631,2.548543689
E01003155,98.49315068,1.506849315
E01003156,97.57575758,2.424242424
E01003157,98.60869565,1.391304348
E01003158,98.76203576,1.237964237
E01003159,98.21002387,1.789976134
E01003160,96.58385093,3.416149068
E01003161,97.72727273,2.272727273
E01003162,95.71045576,4.289544236
E01003163,98.67330017,1.326699834
E01003164,98.01783944,1.982160555
E01003165,98.57142857,1.428571429
E01003166,96.50537634,3.494623656
E01003167,98.68035191,1.319648094
E01003168,98.78787879,1.212121212
E01003169,97.17624148,2.82375852
E01003170,98.31387808,1.68612192
E01003171,98.98348158,1.016518424
E01003172,96.77835052,3.221649485
E01003173,98.35575486,1.644245142
E01003174,96.73913043,3.260869565
E01003175,97.3727422,2.6272578
E01003176,96.47519582,3.524804178
E01003177,97.60479042,2.395209581
E01003178,98.61751152,1.382488479
E01003179,95.59748428,4.402515723
E01003180,97.85932722,2.140672783
E01003181,97.57142857,2.428571429
E01003182,97.57412399,2.425876011
E01003183,98.52724595,1.47275405
E01003184,96.97986577,3.020134228
E01003185,95.35175879,4.648241206
E01003186,98.82451721,1.175482788
E01003187,97.78672032,2.213279678
E01003188,95.64428312,4.355716878
E01003189,98.30246914,1.697530864
E01003190,97.99789252,2.002107482
E01003191,97.73049645,2.269503546
E01003192,98.64864865,1.351351351
E01003193,96.63250366,3.36749634
E01003194,97.23374827,2.766251729
E01003195,98.22006472,1.779935275
E01003196,97.1641791,2.835820896
E01003197,97.84946237,2.150537634
E01003198,97.97191888,2.028081123
E01003199,97.22530522,2.774694784
E01003200,98.54862119,1.45137881
E01003201,97.97101449,2.028985507
E01003202,97.44966443,2.55033557
E01003203,97.30010384,2.699896158
E01003204,97.2899729,2.7100271
E01003205,98.44559585,1.554404145
E01003206,98.27044025,1.729559748
E01003207,97.59519038,2.404809619
E01003209,97.07927677,2.920723227
E01003210,97.0260223,2.973977695
E01003211,98.16384181,1.836158192
E01003212,98.31121834,1.688781665
E01003213,97.4779319,2.522068096
E01003214,97.52281617,2.477183833
E01003215,97.49216301,2.507836991
E01003216,97.56493506,2.435064935
E01003217,97.25609756,2.743902439
E01003218,98.17184644,1.828153565
E01003219,97.72727273,2.272727273
E01003220,97.4916388,2.508361204
E01003221,97.50982962,2.49017038
E01003222,98.546042,1.453957997
E01003223,99.16527546,0.834724541
E01003224,97.96238245,2.037617555
E01003225,99.15254237,0.847457627
E01003226,98.72701556,1.272984441
E01003227,98.62804878,1.37195122
E01003228,98.21162444,1.788375559
E01003229,98.45956354,1.540436457
E01003230,96.90011481,3.099885189
E01003231,98.0030722,1.996927803
E01003232,97.74919614,2.250803859
E01003233,98.7987988,1.201201201
E01003235,98.08795411,1.912045889
E01003236,98.30246914,1.697530864
E01003237,97.71986971,2.280130293
