LSOA code,Have central heating,No central heating
E01000387,98.88178914,1.118210863
E01000388,99.33110368,0.668896321
E01000389,98.88111888,1.118881119
E01000390,97.08737864,2.912621359
E01000391,98.27586207,1.724137931
E01000392,97.12041885,2.879581152
E01000393,99.36102236,0.638977636
E01000394,98.20895522,1.791044776
E01000395,99.08424908,0.915750916
E01000396,98.80952381,1.19047619
E01000398,97.3727422,2.6272578
E01000399,98.71794872,1.282051282
E01000400,98.31081081,1.689189189
E01000401,98.11594203,1.884057971
E01000402,98.1595092,1.840490798
E01000403,98.3992467,1.600753296
E01000404,96.6733871,3.326612903
E01000405,98.05309735,1.946902655
E01000406,98.22335025,1.776649746
E01000407,97.49340369,2.506596306
E01000408,98.96907216,1.030927835
E01000409,99.08256881,0.917431193
E01000410,98.83138564,1.168614357
E01000411,99.09747292,0.902527076
E01000412,98.75776398,1.242236025
E01000413,98.85496183,1.145038168
E01000414,98.35616438,1.643835616
E01000415,98.4496124,1.550387597
E01000416,98.62475442,1.37524558
E01000417,96.59090909,3.409090909
E01000418,96.97802198,3.021978022
E01000419,98.62778731,1.372212693
E01000420,98.98305085,1.016949153
E01000421,98.82747069,1.172529313
E01000422,96.98795181,3.012048193
E01000423,99.33993399,0.660066007
E01000424,96.52406417,3.475935829
E01000425,99.8349835,0.165016502
E01000426,98.86845827,1.131541726
E01000427,98.89867841,1.101321586
E01000428,97.90518192,2.094818082
E01000429,95.06346968,4.936530324
E01000430,96.74681754,3.253182461
E01000431,98.14385151,1.856148492
E01000433,97.89325843,2.106741573
E01000434,97.72727273,2.272727273
E01000435,98.46153846,1.538461538
E01000436,98.55537721,1.444622793
E01000437,98.4063745,1.593625498
E01000438,99,1
E01000439,97.09864603,2.901353965
E01000440,98.64341085,1.356589147
E01000441,98.85877318,1.141226819
E01000442,98.0861244,1.913875598
E01000443,98.65125241,1.348747592
E01000444,99.52830189,0.471698113
E01000445,98.36309524,1.636904762
E01000446,98.99328859,1.006711409
E01000447,98.52440409,1.475595914
E01000448,99.80392157,0.196078431
E01000449,98.91135303,1.088646967
E01000450,98.89064976,1.109350238
E01000451,98.55305466,1.446945338
E01000452,97.98792757,2.012072435
E01000453,98.83268482,1.167315175
E01000454,97.29299363,2.707006369
E01000455,99.35587762,0.644122383
E01000456,99.16666667,0.833333333
E01000457,98.38709677,1.612903226
E01000458,98.83381924,1.166180758
E01000459,97.84580499,2.154195011
E01000460,99.79209979,0.207900208
E01000461,100,0
E01000462,98.56972586,1.430274136
E01000463,98.68131868,1.318681319
E01000464,98.91696751,1.083032491
E01000465,96.70781893,3.29218107
E01000466,97.33333333,2.666666667
E01000467,96.97986577,3.020134228
E01000468,97.35169492,2.648305085
E01000469,96.40062598,3.599374022
E01000470,97.73584906,2.264150943
E01000471,96.95740365,3.042596349
E01000472,96.60460022,3.395399781
E01000473,96.94267516,3.057324841
E01000474,98.84615385,1.153846154
E01000475,97.88617886,2.113821138
E01000476,98.56115108,1.438848921
E01000477,97.5,2.5
E01000478,98.0474198,1.952580195
E01000479,98.83268482,1.167315175
E01000480,98.64341085,1.356589147
E01000481,97.67054908,2.329450915
E01000483,97.10806697,2.891933029
E01000484,97.88961039,2.11038961
E01000485,98.49340866,1.506591337
E01000486,98.65642994,1.343570058
E01000487,98.56321839,1.436781609
E01000488,98.91304348,1.086956522
E01000489,97.6777939,2.322206096
E01000490,97.18468468,2.815315315
E01000491,97.4595843,2.540415704
E01000492,99.11504425,0.884955752
E01000493,99.46902655,0.530973451
E01000494,97.09141274,2.908587258
E01000495,98.33333333,1.666666667
E01000497,98.83211679,1.167883212
E01000498,97.08737864,2.912621359
E01000499,98.11320755,1.886792453
E01000501,96.96969697,3.03030303
E01000502,98.63429439,1.365705615
E01000503,98.58064516,1.419354839
E01000504,97.99139168,2.008608321
E01000505,97.36842105,2.631578947
E01000506,96.98795181,3.012048193
E01000507,98.25918762,1.740812379
E01000508,97.33178654,2.668213457
E01000509,99.12087912,0.879120879
E01000510,98.26989619,1.730103806
E01000511,97.49103943,2.508960573
E01000512,98.0030722,1.996927803
E01000513,99.15254237,0.847457627
E01000514,98.58299595,1.417004049
E01000515,97.99072643,2.00927357
E01000516,98.2689747,1.7310253
E01000517,98.56557377,1.43442623
E01000518,98.72408293,1.275917065
E01000519,97.93322734,2.066772655
E01000520,98.52700491,1.47299509
E01000521,96.63774403,3.362255965
E01000522,97.85100287,2.148997135
E01000523,97.34717416,2.652825836
E01000524,97.26720648,2.732793522
E01000525,95.90488771,4.095112285
E01000526,98.38509317,1.614906832
E01000527,96.59400545,3.40599455
E01000528,97.14673913,2.85326087
E01000530,98.06835067,1.931649331
E01000531,97.21254355,2.787456446
E01000532,98.19967267,1.800327332
E01000533,97.83599089,2.164009112
E01000534,98.48254932,1.517450683
E01000535,95.85798817,4.142011834
E01000536,99.40239044,0.597609562
E01000538,99.38016529,0.619834711
E01000539,98.88682746,1.113172542
E01000540,98.96694215,1.033057851
E01000541,98.97330595,1.026694045
E01000543,98.37398374,1.62601626
E01000544,97.5708502,2.429149798
E01000545,96.14961496,3.850385039
E01000546,95.21912351,4.780876494
E01000547,98.25072886,1.749271137
E01000548,97.10578842,2.894211577
E01000549,97.53363229,2.466367713
E01000550,96.26373626,3.736263736
E01000551,97.61702128,2.382978723
E01000552,97.2270364,2.772963605
E01000553,97.17362046,2.826379542
E01000554,96.96169089,3.038309115
E01000555,98.86363636,1.136363636
E01000556,96.39953542,3.600464576
E01000557,95.55288462,4.447115385
E01000558,97.49608764,2.503912363
E01000559,98.02431611,1.975683891
E01000560,98.33585477,1.664145234
E01000561,97.44835966,2.55164034
E01000562,99.3697479,0.630252101
E01000563,99.17012448,0.829875519
E01000564,97.75051125,2.249488753
E01000565,97.72727273,2.272727273
E01000566,98.06034483,1.939655172
E01000567,98.47826087,1.52173913
E01000568,98.48254932,1.517450683
E01000569,98.54166667,1.458333333
E01000570,98.04305284,1.956947162
E01000571,98.39034205,1.609657948
E01000572,98.92008639,1.079913607
E01000573,98.75259875,1.247401247
E01000574,98.68131868,1.318681319
E01000575,97.42033384,2.579666161
E01000576,97.89842382,2.101576182
E01000577,95.69767442,4.302325581
E01000578,98.56287425,1.437125749
E01000579,97.32283465,2.677165354
E01000580,97.53810082,2.461899179
E01000581,97.80405405,2.195945946
E01000582,98.24046921,1.759530792
E01000583,99.00221729,0.997782705
E01000584,97.98903108,2.010968921
E01000585,97.80405405,2.195945946
E01000586,96.875,3.125
E01000587,98.91067538,1.089324619
E01000589,98.38308458,1.616915423
E01000590,99.52456418,0.475435816
E01000591,98.29457364,1.705426357
E01000592,98.21138211,1.788617886
E01000593,98.20895522,1.791044776
E01000594,97.6618705,2.338129496
E01000595,97.6993865,2.300613497
E01000596,97.28,2.72
E01000599,98.27089337,1.729106628
E01000601,96.88109162,3.118908382
E01000602,99.00398406,0.996015936
E01000603,95.72953737,4.270462633
E01000604,98.05068226,1.949317739
E01000605,98.94736842,1.052631579
E01000606,97.04861111,2.951388889
E01000607,97.96806967,2.031930334
E01000608,97.88819876,2.111801242
E01000609,98.25949367,1.740506329
E01000610,97.37991266,2.620087336
E01000611,98.51239669,1.487603306
E01000612,98.16513761,1.834862385
E01000613,97.80564263,2.194357367
E01000615,96.12590799,3.87409201
E01000616,98.31081081,1.689189189
E01000617,97.5,2.5
E01000618,98.75518672,1.244813278
E01000619,98.96049896,1.03950104
E01000620,99.02152642,0.978473581
E01000621,97.1042471,2.895752896
E01000622,97.0212766,2.978723404
E01000623,98.94366197,1.056338028
E01000624,98.98132428,1.018675722
E01000625,98.47715736,1.52284264
E01000626,98.34983498,1.650165017
E01000627,97.52186589,2.478134111
E01000628,96.5625,3.4375
E01000629,97.60383387,2.396166134
E01000630,97.35682819,2.643171806
E01000631,97.59036145,2.409638554
E01000632,97.64705882,2.352941176
E01000633,98.21138211,1.788617886
E01000634,97.64089122,2.359108781
E01000636,98.30949285,1.690507152
E01000637,97.56493506,2.435064935
E01000638,97.6010101,2.398989899
E01000639,97.60319574,2.396804261
E01000640,96.44607843,3.553921569
E01000641,96.87924016,3.120759837
E01000642,97.27626459,2.723735409
E01000643,96.08501119,3.914988814
E01000644,98.03664921,1.963350785
E01000645,99.44649446,0.553505535
E01000646,98.0793854,1.920614597
E01000647,99.22600619,0.773993808
E01000648,98.4869326,1.5130674
E01000649,99.63325183,0.366748166
E01000650,99.59893048,0.401069519
E01000651,99.68,0.32
E01000652,99.85207101,0.147928994
E01000653,98.82747069,1.172529313
E01000654,98.97750511,1.022494888
E01000655,98.98373984,1.016260163
E01000656,98.93617021,1.063829787
E01000657,99.40740741,0.592592593
E01000658,99.64349376,0.356506239
E01000659,99.61904762,0.380952381
E01000661,98.9001692,1.099830795
E01000662,98.92638037,1.073619632
E01000663,99.25261584,0.747384155
E01000664,98.83333333,1.166666667
E01000665,98.52150538,1.478494624
E01000666,99.37733499,0.622665006
E01000667,99.68152866,0.318471338
E01000668,99.07786885,0.922131148
E01000669,99.32975871,0.670241287
E01000670,98.55942377,1.44057623
E01000671,98.2300885,1.769911504
E01000672,99.13669065,0.863309353
E01000673,99.52755906,0.472440945
E01000674,99.12280702,0.877192982
E01000676,97.403946,2.596053998
E01000677,98.75,1.25
E01000678,98.2832618,1.716738197
E01000679,98.52507375,1.474926254
E01000680,99.53703704,0.462962963
E01000681,99.38366718,0.61633282
E01000682,99.21752739,0.782472613
E01000683,96.59090909,3.409090909
E01000684,99.06417112,0.935828877
E01000685,99.01960784,0.980392157
E01000686,98.4375,1.5625
E01000687,99.39393939,0.606060606
E01000688,98.81889764,1.181102362
E01000689,98.53658537,1.463414634
E01000690,99.62686567,0.373134328
E01000691,98.90282132,1.097178683
E01000692,98.68035191,1.319648094
E01000693,99.06976744,0.930232558
E01000694,99.20724802,0.792751982
E01000695,99.19224556,0.807754443
E01000696,99.41944848,0.580551524
E01000697,98.97304236,1.026957638
E01000698,99.31506849,0.684931507
E01000699,97.89473684,2.105263158
E01000700,98.05970149,1.940298507
E01000701,98.8410596,1.158940397
E01000702,97.65625,2.34375
E01000703,96.41833811,3.581661891
E01000704,98.83138564,1.168614357
E01000705,95.97197898,4.028021016
E01000706,98.36333879,1.636661211
E01000707,99.24242424,0.757575758
E01000708,97.61235955,2.387640449
E01000709,98.23129252,1.768707483
E01000710,98.78892734,1.211072664
E01000711,98.54368932,1.45631068
E01000712,98.06598407,1.934015927
E01000713,99.20993228,0.79006772
E01000714,97.34675206,2.653247941
E01000715,98.70689655,1.293103448
E01000716,98.58956276,1.410437236
E01000717,98.61431871,1.385681293
E01000718,96.01293103,3.987068966
E01000719,97.67711963,2.322880372
E01000720,97.36842105,2.631578947
E01000721,98.37398374,1.62601626
E01000722,98.81266491,1.187335092
E01000723,99.09255898,0.907441016
E01000724,98.77300613,1.226993865
E01000725,98.99371069,1.006289308
E01000726,99.1349481,0.865051903
E01000727,98.81578947,1.184210526
E01000728,98.57346648,1.426533524
E01000729,98.32335329,1.676646707
E01000730,98.95209581,1.047904192
E01000731,98.63547758,1.364522417
E01000732,98.79931389,1.200686106
E01000733,99.37007874,0.62992126
E01000734,99.41176471,0.588235294
E01000735,98.37251356,1.627486438
E01000736,98.56915739,1.430842607
E01000737,97.77777778,2.222222222
E01000738,98.92141757,1.078582435
E01000739,98.58490566,1.41509434
E01000741,97.85177229,2.148227712
E01000742,98.04496579,1.955034213
E01000743,98.00469484,1.995305164
E01000744,97.88199697,2.118003026
E01000745,98.00221976,1.997780244
E01000746,98.3436853,1.6563147
E01000747,98.98989899,1.01010101
E01000748,98.29787234,1.70212766
E01000749,99.05362776,0.94637224
E01000750,98.16232772,1.837672282
E01000751,98.64864865,1.351351351
E01000752,99.23664122,0.763358779
E01000753,99.60264901,0.397350993
E01000754,98.91156463,1.088435374
E01000755,99.52456418,0.475435816
E01000756,99.07550077,0.92449923
E01000757,99.83361065,0.166389351
E01000758,100,0
E01000759,99.13344887,0.866551127
E01000760,99.1394148,0.860585198
E01000761,98.76977153,1.230228471
E01000762,98.93617021,1.063829787
E01000763,99.43289225,0.56710775
E01000764,98.63636364,1.363636364
E01000765,99.0070922,0.992907801
E01000766,99.68992248,0.310077519
E01000767,99.5,0.5
E01000768,99.3442623,0.655737705
E01000769,99.56043956,0.43956044
E01000770,98.69186047,1.308139535
E01000771,98.87459807,1.125401929
E01000772,99.33774834,0.662251656
E01000773,98.84678748,1.153212521
E01000774,98.96907216,1.030927835
E01000775,98.95104895,1.048951049
E01000777,98.21428571,1.785714286
E01000778,98.5915493,1.408450704
E01000779,98.14189189,1.858108108
E01000780,98.76352396,1.236476043
E01000781,98.72611465,1.27388535
E01000782,98.6259542,1.374045802
E01000783,99.05956113,0.940438871
E01000784,98.65546218,1.344537815
E01000785,98.8976378,1.102362205
E01000786,99.68454259,0.315457413
E01000787,97.62258544,2.377414562
E01000788,99.34747145,0.652528548
E01000789,98.94099849,1.059001513
E01000790,97.03632887,2.963671128
E01000791,99.35691318,0.643086817
E01000792,99.47643979,0.523560209
E01000793,99.52076677,0.479233227
E01000794,99.50413223,0.495867769
E01000795,99.44134078,0.558659218
E01000796,97.09677419,2.903225806
E01000797,99.276411,0.723589001
E01000798,96.46258503,3.537414966
E01000799,98.27586207,1.724137931
E01000800,96.72544081,3.274559194
E01000801,96.62576687,3.374233129
E01000802,98.13432836,1.865671642
E01000803,97.98927614,2.010723861
E01000804,99.29078014,0.709219858
E01000805,96.73776662,3.262233375
E01000806,98.20051414,1.799485861
E01000807,98.74015748,1.25984252
E01000808,99.03846154,0.961538462
E01000809,99.53198128,0.468018721
E01000810,99.83193277,0.168067227
E01000811,98.95833333,1.041666667
E01000812,99.40828402,0.591715976
E01000813,99.35587762,0.644122383
E01000814,99.48275862,0.517241379
E01000815,99.82206406,0.177935943
E01000816,98.69918699,1.300813008
E01000818,98.90625,1.09375
E01000819,99.07773386,0.92226614
E01000820,98.85714286,1.142857143
E01000822,98.87955182,1.120448179
E01000823,99.31880109,0.68119891
E01000824,98.09027778,1.909722222
E01000825,98.52216749,1.477832512
E01000826,99.64285714,0.357142857
E01000827,98.46153846,1.538461538
E01000828,98.43953186,1.56046814
E01000829,99.71509972,0.284900285
E01000830,99.81949458,0.180505415
E01000831,98.70633894,1.293661061
E01000832,99.31740614,0.682593857
E01000833,99.59839357,0.401606426
E01000834,99.56709957,0.432900433
E01000835,99.42775393,0.572246066
E01000836,99.19354839,0.806451613
E01000837,98.01223242,1.987767584
E01000838,99.62825279,0.371747212
E01000839,99.63099631,0.36900369
E01000840,99.70930233,0.290697674
E01000841,99.39393939,0.606060606
E01000842,97.29344729,2.706552707
E01000843,96.16564417,3.834355828
E01000844,96.58119658,3.418803419
E01000845,96.84813754,3.151862464
E01000846,96.89119171,3.10880829
E01000847,97.09208401,2.907915994
E01000848,97.56097561,2.43902439
E01000849,96.19047619,3.80952381
E01000850,98.08362369,1.916376307
E01000851,94.63722397,5.362776025
E01000853,97.5,2.5
E01000855,97.40420272,2.595797281
E01000856,96.74418605,3.255813953
E01000857,97.64890282,2.351097179
E01000858,96.86716792,3.13283208
E01000859,98,2
E01000860,98.81656805,1.183431953
E01000861,95.11494253,4.885057471
E01000862,96.40644362,3.593556382
E01000863,93.92185239,6.078147612
E01000866,97.94149512,2.058504875
