LSOA code,Main language is English (English or Welsh in Wales),Main language is not English (English or Welsh in Wales): Can speak English very well,Main language is not English (English or Welsh in Wales): Can speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English
E01024669,94.3,2.5,2.1,1.1,0.1
E01024775,94.8,2.5,1.8,0.8,0.1
E01024777,95,2.5,1.2,1.1,0.1
E01024817,96.7,2.5,0.7,0.1,0.1
E01035731,95.9,2.5,1.4,0.1,0.1
E01028743,96.7,2.5,0.5,0.1,0.1
E01030428,95.8,2.5,1.2,0.4,0.1
E01030479,95.6,2.5,1.3,0.4,0.1
E01030636,96,2.5,1.1,0.4,0.1
E01030647,95.3,2.5,1.5,0.6,0.1
E01030769,95.8,2.5,1.2,0.3,0.1
E01031455,94.1,2.5,2.7,0.7,0.1
E01031836,94.9,2.5,1.8,0.7,0.1
E01014513,95.9,2.5,1.2,0.3,0.1
E01014666,95.8,2.5,1.3,0.3,0.1
E01032515,92.6,2.5,3.9,0.9,0.1
E01032670,93.4,2.5,2.9,1.1,0.1
E01033336,95.4,2.5,1.1,0.9,0.1
E01034855,94.8,2.5,2.4,0.2,0.1
E01032009,95.2,2.5,1.5,0.7,0.1
E01032087,90.8,2.5,4.4,2.1,0.1
E01032090,93.9,2.5,2.1,1.3,0.1
E01032119,94.6,2.5,2.3,0.5,0.1
E01020553,93.2,2.5,3,1.2,0.1
E01020078,94.9,2.5,1.8,0.8,0.1
E01022132,94,2.5,2.4,1,0.1
E01034786,95.6,2.5,1.7,0.2,0.1
E01022328,93.4,2.5,2.4,1.6,0.1
E01029131,94,2.5,2.4,0.9,0.1
E01012048,95.2,2.4,1.6,0.7,0.1
E01020720,95.3,2.4,1.2,1.1,0.1
E01008262,95.1,2.4,1.8,0.7,0.1
E01018618,94.5,2.4,2.4,0.6,0.1
E01018715,92.1,2.4,4.2,1.2,0.1
E01019198,94.2,2.4,2.4,1,0.1
E01034342,96.8,2.4,0.6,0.2,0.1
E01025428,95.7,2.4,1.1,0.6,0.1
E01025528,91.2,2.4,5,1.3,0.1
E01005156,96.3,2.4,0.9,0.4,0.1
E01005153,95.8,2.4,1.3,0.5,0.1
E01005445,94.3,2.4,1.8,1.3,0.1
E01005636,95.9,2.4,1.2,0.5,0.1
E01006014,95.5,2.4,1.6,0.4,0.1
E01006076,95,2.4,1.8,0.6,0.1
E01006326,91.8,2.4,3.7,1.9,0.1
E01007002,95.7,2.4,1.3,0.5,0.1
E01013088,96.9,2.4,0.6,0.1,0.1
E01027652,95.8,2.4,1.2,0.4,0.1
E01007323,95.3,2.4,1.5,0.7,0.1
E01007402,94,2.4,2.5,1,0.1
E01007864,96.6,2.4,0.6,0.3,0.1
E01007865,95.8,2.4,1.4,0.3,0.1
E01011488,95.5,2.4,1.6,0.3,0.1
E01011607,96.3,2.4,0.8,0.4,0.1
E01019556,95.3,2.4,1.8,0.5,0.1
E01032603,94,2.4,2.8,0.8,0.1
E01025863,96.4,2.4,1,0.1,0.1
E01025945,96.6,2.4,0.9,0.1,0.1
E01025933,95.9,2.4,1.2,0.4,0.1
E01026345,95.2,2.4,1.2,1.1,0.1
E01026347,95.9,2.4,1.2,0.5,0.1
E01026351,96.2,2.4,1.3,0.1,0.1
E01028134,95.7,2.4,1.2,0.6,0.1
E01028130,95.8,2.4,1.6,0.2,0.1
E01028308,94.8,2.4,2,0.6,0.1
E01028291,95,2.4,1.9,0.8,0.1
E01014246,93.6,2.4,2.5,1.3,0.1
E01014310,93.3,2.4,2.6,1.4,0.1
E01028972,96.5,2.4,0.8,0.2,0.1
E01029526,93.8,2.4,2.7,1.1,0.1
E01029724,96.6,2.4,0.9,0.1,0.1
E01029836,94.7,2.4,2,0.7,0.1
E01031155,95.6,2.4,1.5,0.3,0.1
E01031135,95.1,2.4,1.9,0.5,0.1
E01031325,95,2.4,1.9,0.6,0.1
E01032280,94.6,2.4,1.8,1,0.1
E01032379,92.4,2.4,3.7,1.4,0.1
E01009471,95.7,2.4,1.2,0.6,0.1
E01009704,95.9,2.4,1,0.5,0.1
E01009741,90.8,2.4,4.5,2.2,0.1
E01009838,94.2,2.4,2.2,1,0.1
E01009966,91.6,2.4,3.8,2.1,0.1
E01009929,93,2.4,3.2,1.2,0.1
E01010174,93.3,2.4,2.8,1.4,0.1
E01010218,95.8,2.4,1.4,0.3,0.1
E01010324,94.8,2.4,2,0.7,0.1
E01010554,95.5,2.4,1.2,0.7,0.1
E01015974,95,2.4,2.1,0.4,0.1
E01017557,95.9,2.4,1.2,0.4,0.1
E01018042,94,2.4,2.1,1.5,0.1
E01018240,96.5,2.4,0.7,0.2,0.1
E01021420,94.5,2.4,2.3,0.7,0.1
E01021546,95.3,2.4,1.3,0.9,0.1
E01021577,95.1,2.4,1.9,0.5,0.1
E01021564,95.8,2.4,1.2,0.5,0.1
E01021673,96.5,2.4,0.6,0.4,0.1
E01021817,94.6,2.4,2,0.9,0.1
E01023523,95.9,2.4,1.2,0.4,0.1
E01023830,95.6,2.4,1.6,0.3,0.1
E01023826,95.5,2.4,1.7,0.3,0.1
E01026576,95.7,2.4,1.2,0.6,0.1
E01029909,95.2,2.4,1.9,0.5,0.1
E01023909,94.5,2.4,2.7,0.3,0.1
E01023765,95.3,2.4,1.3,0.8,0.1
E01030163,92.6,2.4,3.5,1.5,0.1
E01029946,94.8,2.4,2.1,0.6,0.1
E01000340,94.4,2.4,2.1,0.9,0.1
E01000346,95,2.4,1,1.4,0.1
E01000425,96.1,2.4,1,0.3,0.1
E01000669,95.6,2.4,1.3,0.6,0.1
E01000837,95.6,2.4,1.3,0.6,0.1
E01000752,96.3,2.4,1.1,0.1,0.1
E01001106,94.7,2.4,1.7,1,0.1
E01001067,95.4,2.4,1.5,0.7,0.1
E01002363,95.1,2.4,1.9,0.5,0.1
E01016136,91.7,2.4,3.9,2.1,0.1
E01016339,95.9,2.4,1.3,0.3,0.1
E01016323,94.7,2.4,2,0.8,0.1
E01016929,95.2,2.4,1.9,0.3,0.1
E01017085,94.8,2.4,1.2,1.4,0.1
E01017013,95.1,2.4,1.7,0.6,0.1
E01017015,96.4,2.4,1.1,0.1,0.1
E01017096,95.3,2.4,1.2,1.1,0.1
E01017101,95.1,2.4,1.5,0.8,0.1
E01017828,95,2.4,2,0.5,0.1
E01020952,93.9,2.4,2.5,1.1,0.1
E01032831,96.1,2.4,1.3,0.1,0.1
E01022876,96,2.4,1.1,0.3,0.1
E01023270,95,2.4,1.7,0.8,0.1
E01024249,94.1,2.4,2.2,1.2,0.1
E01024480,95.2,2.4,1.7,0.6,0.1
E01024473,95.4,2.4,1.6,0.5,0.1
E01024666,93.1,2.4,2.3,2.1,0.1
E01024780,95.6,2.4,1.4,0.5,0.1
E01030536,96.5,2.4,0.8,0.2,0.1
E01030634,95.8,2.4,1.1,0.5,0.1
E01030931,95.7,2.4,1.3,0.6,0.1
E01031538,95.5,2.4,1.4,0.6,0.1
E01031670,93.7,2.4,2.6,1.3,0.1
E01031706,96.2,2.4,0.9,0.5,0.1
E01014477,96.2,2.4,1.2,0.2,0.1
E01014478,95.1,2.4,1.6,0.8,0.1
E01014616,95.4,2.4,1.8,0.3,0.1
E01014594,93.5,2.4,3.1,1,0.1
E01014821,95.4,2.4,1.6,0.5,0.1
E01014846,95.3,2.4,1.9,0.3,0.1
E01014803,96.3,2.4,1.2,0.1,0.1
E01014954,92.8,2.4,3.5,1.2,0.1
E01015105,96.2,2.4,1,0.4,0.1
E01015217,94.2,2.4,2.6,0.6,0.1
E01032103,92.2,2.4,3.9,1.4,0.1
E01015353,96.1,2.4,1.2,0.3,0.1
E01015315,96,2.4,1.3,0.3,0.1
E01032645,95.4,2.4,1.5,0.7,0.1
E01019986,96.6,2.4,0.7,0.2,0.1
E01022107,96.4,2.4,1,0.1,0.1
E01034780,96.1,2.4,1.1,0.2,0.1
E01022424,95.8,2.4,1.2,0.5,0.1
E01029245,95.3,2.4,1.3,0.8,0.1
E01012230,96.5,2.3,0.9,0.3,0.1
E01008316,95.7,2.3,1.2,0.6,0.1
E01008366,96.1,2.3,0.8,0.6,0.1
E01008372,96.7,2.3,0.7,0.2,0.1
E01008737,93.8,2.3,2.4,1.4,0.1
E01012536,93.6,2.3,3,0.9,0.1
E01018454,96,2.3,1.2,0.4,0.1
E01018592,96,2.3,0.9,0.6,0.1
E01018620,96.6,2.3,0.6,0.4,0.1
E01018617,96.4,2.3,1.1,0.1,0.1
E01018332,96.4,2.3,0.8,0.4,0.1
E01005734,95.3,2.3,1.5,0.7,0.1
E01005800,96.9,2.3,0.5,0.2,0.1
E01005958,94.3,2.3,2.2,1.2,0.1
E01005934,95.8,2.3,1,0.8,0.1
E01006027,95.3,2.3,1.7,0.6,0.1
E01006164,96.4,2.3,0.8,0.4,0.1
E01006527,96.6,2.3,0.7,0.4,0.1
E01033796,94.9,2.3,2.3,0.4,0.1
E01034837,94.4,2.3,2.2,1,0.1
E01035470,95.5,2.3,1.7,0.3,0.1
E01013162,93.1,2.3,2.8,1.6,0.1
E01027727,95.1,2.3,2.2,0.3,0.1
E01007373,93.8,2.3,2.6,1.3,0.1
E01007465,96,2.3,1.1,0.5,0.1
E01007606,95.9,2.3,1.3,0.5,0.1
E01007858,95.8,2.3,1.2,0.5,0.1
E01011649,96.9,2.3,0.8,0,0.1
E01011335,96.6,2.3,0.7,0.3,0.1
E01011530,96.4,2.3,0.9,0.3,0.1
E01011822,91.1,2.3,4.3,2.2,0.1
E01013831,93.7,2.3,2.7,1.2,0.1
E01033388,95.7,2.3,1.4,0.5,0.1
E01035084,96.1,2.3,1.3,0.2,0.1
E01025897,93.3,2.3,3.6,0.6,0.1
E01026279,95.5,2.3,1.5,0.7,0.1
E01026354,95.5,2.3,1.4,0.7,0.1
E01026298,93.4,2.3,2.4,1.7,0.1
E01028127,94.7,2.3,1.8,1.1,0.1
E01028120,96,2.3,1.1,0.5,0.1
E01028166,95.4,2.3,1.8,0.4,0.1
E01028179,96,2.3,0.8,0.8,0.1
E01014089,94.4,2.3,1.9,1.3,0.1
E01014075,94,2.3,2,1.6,0.1
E01014137,93.1,2.3,2.9,1.7,0.1
E01014106,93.2,2.3,2.7,1.7,0.1
E01014237,94.1,2.3,2.4,1.1,0.1
E01028895,95.8,2.3,1.3,0.5,0.1
E01029469,95.5,2.3,1.8,0.4,0.1
E01034105,96.5,2.3,0.7,0.3,0.1
E01029568,94.5,2.3,2.6,0.5,0.1
E01029759,96.3,2.3,1.1,0.2,0.1
E01031050,95.3,2.3,1.6,0.8,0.1
E01031108,95,2.3,1.5,1,0.1
E01031151,95.2,2.3,1.4,0.9,0.1
E01032311,93.6,2.3,3,1,0.1
E01032285,94.4,2.3,2.5,0.7,0.1
E01009454,95.6,2.3,1.2,0.9,0.1
E01009434,96.6,2.3,0.9,0.1,0.1
E01008968,95.1,2.3,1.7,0.7,0.1
E01009531,94.8,2.3,2,0.8,0.1
E01009758,95.1,2.3,1.9,0.6,0.1
E01009875,96.2,2.3,1.3,0.1,0.1
E01009873,94.9,2.3,1.7,1,0.1
E01010079,95.1,2.3,1.7,0.8,0.1
E01010131,96,2.3,1.1,0.4,0.1
E01010221,96,2.3,1.1,0.5,0.1
E01010387,95.7,2.3,0.9,0.9,0.1
E01010561,94.5,2.3,1.6,1.4,0.1
E01015630,95.5,2.3,1.5,0.7,0.1
E01015887,95.4,2.3,1.5,0.6,0.1
E01017456,95,2.3,1.5,1.1,0.1
E01017406,96.4,2.3,0.9,0.2,0.1
E01017407,96.3,2.3,0.9,0.3,0.1
E01033191,96.7,2.3,0.8,0.2,0.1
E01018118,96,2.3,1.2,0.4,0.1
E01021275,95.9,2.3,1.1,0.6,0.1
E01021314,93.7,2.3,2.9,1,0.1
E01021369,95.5,2.3,1.8,0.2,0.1
E01021455,96.6,2.3,0.5,0.4,0.1
E01021692,96.1,2.3,1.3,0.3,0.1
E01021761,95.7,2.3,1.2,0.6,0.1
E01021814,95.3,2.3,1.6,0.7,0.1
E01021742,94.8,2.3,2.3,0.5,0.1
E01021971,94.8,2.3,2,0.8,0.1
E01023329,93.9,2.3,1.9,1.8,0.1
E01023344,95.1,2.3,1.9,0.6,0.1
E01023306,93.6,2.3,2.8,1.2,0.1
E01023652,94.6,2.3,2.2,0.8,0.1
E01023608,96.5,2.3,0.7,0.4,0.1
E01023814,96.3,2.3,0.8,0.5,0.1
E01023822,96.4,2.3,1.2,0,0.1
E01026620,96,2.3,0.9,0.7,0.1
E01026811,96.2,2.3,1,0.3,0.1
E01030008,94.9,2.3,1.7,1.1,0.1
E01030011,96.4,2.3,0.7,0.5,0.1
E01033317,95.8,2.3,1.3,0.5,0.1
E01023440,95.1,2.3,2.1,0.5,0.1
E01023484,95.7,2.3,0.9,1.1,0.1
E01030169,91.7,2.3,4.7,1.3,0.1
E01029928,94,2.3,2.6,0.9,0.1
E01000444,96.3,2.3,1.1,0.3,0.1
E01000351,95.7,2.3,1.2,0.6,0.1
E01000387,95.8,2.3,1.4,0.5,0.1
E01000458,96,2.3,0.9,0.7,0.1
E01002339,95.4,2.3,1.7,0.6,0.1
E01002362,94.5,2.3,1.9,1.2,0.1
E01016058,96.2,2.3,1.2,0.2,0.1
E01016879,95.2,2.3,1.5,0.9,0.1
E01017012,95.7,2.3,1.4,0.5,0.1
E01016958,95.4,2.3,1.8,0.5,0.1
E01017091,94.7,2.3,1.9,1,0.1
E01017669,96,2.3,1,0.6,0.1
E01033969,96.5,2.3,0.8,0.3,0.1
E01017915,96.8,2.3,0.6,0.2,0.1
E01017883,96.8,2.3,0.7,0.2,0.1
E01022599,95.5,2.3,1.9,0.2,0.1
E01022715,95.9,2.3,1.1,0.6,0.1
E01022703,96.6,2.3,0.5,0.5,0.1
E01022858,96.9,2.3,0.6,0.2,0.1
E01024406,96.5,2.3,0.9,0.3,0.1
E01033213,96,2.3,1.5,0.1,0.1
E01024624,94.4,2.3,2.5,0.7,0.1
E01028469,95.9,2.3,1.2,0.5,0.1
E01035754,96.5,2.3,0.9,0.2,0.1
E01028717,95.2,2.3,1.6,0.7,0.1
E01028722,96.7,2.3,0.8,0.1,0.1
E01030331,94.2,2.3,2.3,1.1,0.1
E01030433,94.5,2.3,2.4,0.6,0.1
E01030478,96.3,2.3,1,0.3,0.1
E01030516,96.4,2.3,1.1,0.2,0.1
E01030723,96.6,2.3,0.6,0.5,0.1
E01030775,96.5,2.3,0.9,0.3,0.1
E01030851,96.3,2.3,1,0.3,0.1
E01030914,95.4,2.3,1.6,0.6,0.1
E01031763,96.5,2.3,0.8,0.2,0.1
E01035351,97.3,2.3,0.3,0.1,0.1
E01031814,96.8,2.3,0.7,0.2,0.1
E01014416,95.9,2.3,1.3,0.4,0.1
E01014445,96.2,2.3,1,0.3,0.1
E01014721,96.1,2.3,1.3,0.2,0.1
E01014643,95.3,2.3,1.7,0.6,0.1
E01014986,95.7,2.3,1.4,0.4,0.1
E01014980,96.1,2.3,0.9,0.6,0.1
E01014964,95.6,2.3,1.5,0.5,0.1
E01014900,94.1,2.3,2.7,0.8,0.1
E01034867,94.4,2.3,1.9,1.4,0.1
E01034847,95.3,2.3,1.5,0.9,0.1
E01034535,96.1,2.3,1.2,0.4,0.1
E01015304,95.6,2.3,1.6,0.4,0.1
E01015350,95.8,2.3,1.2,0.5,0.1
E01015427,96.5,2.3,0.8,0.2,0.1
E01015430,95.4,2.3,1.2,1,0.1
E01020041,95,2.3,1.9,0.8,0.1
E01022336,94.4,2.3,2.1,1.1,0.1
E01029081,96.3,2.3,1.1,0.3,0.1
E01029072,95.8,2.3,1,0.6,0.1
E01032636,95.9,2.3,1.4,0.3,0.1
E01029322,95.1,2.3,2.2,0.3,0.1
E01012350,95,2.2,2,0.7,0.1
E01012327,95,2.2,1.4,1.3,0.1
E01020709,94.9,2.2,1.8,1,0.1
E01008379,94.6,2.2,2.3,0.9,0.1
E01008294,94.5,2.2,2.2,0.9,0.1
E01032647,96.7,2.2,0.9,0.2,0.1
E01008599,92,2.2,2.8,2.9,0.1
E01012431,95.2,2.2,1.5,1,0.1
E01012539,96.3,2.2,1.2,0.2,0.1
E01035391,95.4,2.2,1.6,0.7,0.1
E01012619,94.4,2.2,1.9,1.3,0.1
E01018701,96,2.2,1.3,0.4,0.1
E01019335,93.6,2.2,4,0.2,0.1
E01025263,95,2.2,2.2,0.5,0.1
E01004885,96.3,2.2,0.9,0.6,0.1
E01004798,95.7,2.2,1.2,0.8,0.1
E01004946,95.1,2.2,1.6,1,0.1
E01005489,94.9,2.2,1.9,0.9,0.1
E01005493,94.9,2.2,1.8,1.1,0.1
E01005504,94.5,2.2,2.6,0.6,0.1
E01005541,95.8,2.2,0.9,1,0.1
E01033977,95.1,2.2,1.8,0.7,0.1
E01005710,94.8,2.2,2.1,0.7,0.1
E01005781,95.4,2.2,1.9,0.4,0.1
E01006088,95.7,2.2,1.2,0.8,0.1
E01006257,95.9,2.2,1.5,0.3,0.1
E01006244,95.9,2.2,1.1,0.7,0.1
E01006582,96.6,2.2,0.7,0.4,0.1
E01006590,96.1,2.2,1.2,0.5,0.1
E01006845,93.7,2.2,2.7,1.2,0.1
E01006816,94,2.2,2.6,1.1,0.1
E01007055,92.2,2.2,4,1.4,0.1
E01007273,95.8,2.2,1.5,0.5,0.1
E01013282,94.2,2.2,2.9,0.7,0.1
E01013385,96.3,2.2,1.1,0.3,0.1
E01027723,94.3,2.2,2.2,1.3,0.1
E01027826,95.2,2.2,1.3,1.2,0.1
E01007522,93.5,2.2,3.2,0.9,0.1
E01007525,92.9,2.2,3.3,1.5,0.1
E01034249,96,2.2,1.5,0.1,0.1
E01008010,95.8,2.2,1.6,0.3,0.1
E01010784,95.6,2.2,1.6,0.5,0.1
E01010967,94.2,2.2,2.1,1.3,0.1
E01011656,94.2,2.2,2.7,0.8,0.1
E01011531,97.1,2.2,0.6,0.1,0.1
E01011774,96.2,2.2,0.7,0.8,0.1
E01013469,96.4,2.2,1,0.4,0.1
E01013502,94.2,2.2,1.7,1.7,0.1
E01013609,93.7,2.2,2.8,1.2,0.1
E01027067,95.1,2.2,1.9,0.6,0.1
E01027019,96.2,2.2,1.3,0.1,0.1
E01027210,93.6,2.2,3.2,0.9,0.1
E01025931,90.9,2.2,4.7,2.1,0.1
E01025987,94.4,2.2,2.1,1.2,0.1
E01025993,96,2.2,1.4,0.4,0.1
E01028182,95.5,2.2,1.2,1.1,0.1
E01028418,96.7,2.2,0.7,0.3,0.1
E01014064,91.3,2.2,4.5,1.8,0.1
E01014177,96.4,2.2,1.1,0.2,0.1
E01014109,94.4,2.2,2.5,0.8,0.1
E01029360,93.9,2.2,2.4,1.5,0.1
E01029491,95.9,2.2,1.2,0.6,0.1
E01029552,96,2.2,1.1,0.6,0.1
E01029721,96.1,2.2,1.3,0.4,0.1
E01029715,95,2.2,2,0.7,0.1
E01032335,96.2,2.2,1,0.5,0.1
E01009524,94.3,2.2,2.2,1.2,0.1
E01009696,95.6,2.2,1.5,0.6,0.1
E01009793,95.8,2.2,1.1,0.8,0.1
E01010441,94,2.2,2.5,1.1,0.1
E01010493,95,2.2,1.7,1.1,0.1
E01015646,95.7,2.2,1.5,0.5,0.1
E01015977,95.8,2.2,1.5,0.4,0.1
E01015950,95.4,2.2,1.7,0.6,0.1
E01018167,95.1,2.2,2.4,0.2,0.1
E01018180,95.5,2.2,1.8,0.4,0.1
E01018233,95.7,2.2,1.6,0.4,0.1
E01018265,97.2,2.2,0.4,0.1,0.1
E01021302,95.4,2.2,1.8,0.6,0.1
E01034355,95.4,2.2,1.8,0.5,0.1
E01021780,96.1,2.2,1.2,0.4,0.1
E01035134,94.1,2.2,2.5,1.1,0.1
E01000381,96.3,2.2,0.9,0.5,0.1
E01000665,95.9,2.2,1.3,0.6,0.1
E01001020,96.4,2.2,1,0.4,0.1
E01035236,96.8,2.2,0.7,0.2,0.1
E01016182,96.6,2.2,1.1,0.1,0.1
E01016619,96.3,2.2,0.9,0.4,0.1
E01016620,96.4,2.2,0.9,0.3,0.1
E01016693,96.3,2.2,1.1,0.3,0.1
E01016637,95.8,2.2,1.3,0.6,0.1
E01016707,97,2.2,0.5,0.3,0.1
E01016927,95.5,2.2,1.7,0.5,0.1
E01016934,96.4,2.2,1.2,0.2,0.1
E01017893,96,2.2,1.6,0.2,0.1
E01020923,94.7,2.2,2,1,0.1
E01020929,94.4,2.2,2.8,0.5,0.1
E01020957,95.1,2.2,1.7,0.9,0.1
E01020981,96.2,2.2,1.3,0.3,0.1
E01022500,95.2,2.2,1.5,1,0.1
E01023058,95.6,2.2,1.8,0.4,0.1
E01023054,94.6,2.2,2.2,1,0.1
E01024150,96.7,2.2,0.8,0.1,0.1
E01024193,94.3,2.2,2.4,0.9,0.1
E01024337,95.8,2.2,1.3,0.6,0.1
E01024498,95.6,2.2,1.9,0.3,0.1
E01024583,94.9,2.2,2.2,0.6,0.1
E01024844,94.2,2.2,2.4,1.1,0.1
E01024796,93,2.2,2.9,1.7,0.1
E01028683,96.6,2.2,0.9,0.2,0.1
E01030418,95.8,2.2,1.2,0.7,0.1
E01030477,96.7,2.2,0.9,0.2,0.1
E01030421,96.3,2.2,1.1,0.3,0.1
E01030724,95.4,2.2,1.7,0.6,0.1
E01030783,96.4,2.2,0.9,0.4,0.1
E01031361,96.3,2.2,1,0.4,0.1
E01031394,95.7,2.2,1.4,0.6,0.1
E01031671,95.5,2.2,1.6,0.7,0.1
E01031832,95.9,2.2,1.5,0.3,0.1
E01014649,94.6,2.2,2.1,0.9,0.1
E01014595,95.3,2.2,1.9,0.4,0.1
E01015013,95.4,2.2,1.6,0.7,0.1
E01015000,96.1,2.2,1.2,0.4,0.1
E01014899,95.3,2.2,1.2,1.2,0.1
E01014922,95.9,2.2,1.4,0.4,0.1
E01015168,95.2,2.2,1.8,0.6,0.1
E01015172,93.9,2.2,2.7,1.1,0.1
E01015215,96.6,2.2,0.9,0.2,0.1
E01015233,93.7,2.2,2.8,1.2,0.1
E01031863,96.6,2.2,0.8,0.3,0.1
E01031989,96.2,2.2,1.2,0.4,0.1
E01020349,96,2.2,1.2,0.5,0.1
E01019918,95.6,2.2,1.5,0.7,0.1
E01022136,95.6,2.2,2,0.1,0.1
E01022171,96.6,2.2,0.9,0.2,0.1
E01022187,96.6,2.2,0.8,0.4,0.1
E01022296,94.4,2.2,2.3,1,0.1
E01022333,94.7,2.2,2.2,0.7,0.1
E01029185,95.9,2.2,1.3,0.5,0.1
E01029329,95.6,2.2,1.5,0.7,0.1
E01012079,94.1,2.1,2.2,1.5,0.1
E01020694,96.7,2.1,0.7,0.4,0.1
E01008485,95.4,2.1,1.6,0.8,0.1
E01008859,96.4,2.1,1.1,0.3,0.1
