LSOA,Female,Male
E01005622,52.8,47.2
E01005733,52.8,47.2
E01005902,52.8,47.2
E01005873,52.8,47.2
E01005764,52.8,47.2
E01005795,52.8,47.2
E01006015,52.8,47.2
E01005987,52.8,47.2
E01005978,52.8,47.2
E01006111,52.8,47.2
E01006158,52.8,47.2
E01006108,52.8,47.2
E01006252,52.8,47.2
E01006608,52.8,47.2
E01006713,52.8,47.2
E01006696,52.8,47.2
E01006588,52.8,47.2
E01006633,52.8,47.2
E01006740,52.8,47.2
E01006741,52.8,47.2
E01006836,52.8,47.2
E01006944,52.8,47.2
E01006931,52.8,47.2
E01007079,52.8,47.2
E01007105,52.8,47.2
E01007014,52.8,47.2
E01007052,52.8,47.2
E01007208,52.8,47.2
E01007285,52.8,47.2
E01007168,52.8,47.2
E01012768,52.8,47.2
E01012821,52.8,47.2
E01012941,52.8,47.2
E01012991,52.8,47.2
E01012960,52.8,47.2
E01013012,52.8,47.2
E01013327,52.8,47.2
E01013438,52.8,47.2
E01013380,52.8,47.2
E01013444,52.8,47.2
E01027599,52.8,47.2
E01027718,52.8,47.2
E01027829,52.8,47.2
E01027916,52.8,47.2
E01007385,52.8,47.2
E01007511,52.8,47.2
E01007552,52.8,47.2
E01007765,52.8,47.2
E01007745,52.8,47.2
E01007895,52.8,47.2
E01007856,52.8,47.2
E01008054,52.8,47.2
E01008119,52.8,47.2
E01008124,52.8,47.2
E01010692,52.8,47.2
E01010766,52.8,47.2
E01010576,52.8,47.2
E01010609,52.8,47.2
E01010636,52.8,47.2
E01010616,52.8,47.2
E01010644,52.8,47.2
E01010917,52.8,47.2
E01011163,52.8,47.2
E01011038,52.8,47.2
E01011095,52.8,47.2
E01034588,52.8,47.2
E01011111,52.8,47.2
E01011567,52.8,47.2
E01011308,52.8,47.2
E01011813,52.8,47.2
E01011852,52.8,47.2
E01011853,52.8,47.2
E01013582,52.8,47.2
E01013592,52.8,47.2
E01013556,52.8,47.2
E01013876,52.8,47.2
E01013883,52.8,47.2
E01013868,52.8,47.2
E01013959,52.8,47.2
E01027181,52.8,47.2
E01035420,52.8,47.2
E01019427,52.8,47.2
E01019730,52.8,47.2
E01025631,52.8,47.2
E01025838,52.8,47.2
E01026012,52.8,47.2
E01026079,52.8,47.2
E01026165,52.8,47.2
E01034694,52.8,47.2
E01026292,52.8,47.2
E01026335,52.8,47.2
E01026349,52.8,47.2
E01027941,52.8,47.2
E01028051,52.8,47.2
E01028166,52.8,47.2
E01028320,52.8,47.2
E01028399,52.8,47.2
E01014041,52.8,47.2
E01014063,52.8,47.2
E01014260,52.8,47.2
E01028912,52.8,47.2
E01028904,52.8,47.2
E01028965,52.8,47.2
E01029357,52.8,47.2
E01029476,52.8,47.2
E01029602,52.8,47.2
E01029575,52.8,47.2
E01032139,52.8,47.2
E01032144,52.8,47.2
E01032214,52.8,47.2
E01032192,52.8,47.2
E01032259,52.8,47.2
E01032230,52.8,47.2
E01032370,52.8,47.2
E01032466,52.8,47.2
E01032468,52.8,47.2
E01009243,52.8,47.2
E01008909,52.8,47.2
E01009091,52.8,47.2
E01009348,52.8,47.2
E01009347,52.8,47.2
E01034929,52.8,47.2
E01009064,52.8,47.2
E01008964,52.8,47.2
E01009120,52.8,47.2
E01009160,52.8,47.2
E01009080,52.8,47.2
E01009693,52.8,47.2
E01009865,52.8,47.2
E01009968,52.8,47.2
E01009929,52.8,47.2
E01010221,52.8,47.2
E01010383,52.8,47.2
E01010335,52.8,47.2
E01010357,52.8,47.2
E01010547,52.8,47.2
E01010452,52.8,47.2
E01033806,52.8,47.2
E01015889,52.8,47.2
E01015893,52.8,47.2
E01015916,52.8,47.2
E01015986,52.8,47.2
E01016005,52.8,47.2
E01033431,52.8,47.2
E01017488,52.8,47.2
E01034417,52.8,47.2
E01017523,52.8,47.2
E01018042,52.8,47.2
E01021290,52.8,47.2
E01021689,52.8,47.2
E01021735,52.8,47.2
E01021755,52.8,47.2
E01021761,52.8,47.2
E01021782,52.8,47.2
E01021842,52.8,47.2
E01021838,52.8,47.2
E01021948,52.8,47.2
E01022015,52.8,47.2
E01022039,52.8,47.2
E01022048,52.8,47.2
E01022049,52.8,47.2
E01022074,52.8,47.2
E01023340,52.8,47.2
E01023326,52.8,47.2
E01023554,52.8,47.2
E01023656,52.8,47.2
E01023586,52.8,47.2
E01023862,52.8,47.2
E01026433,52.8,47.2
E01026456,52.8,47.2
E01026467,52.8,47.2
E01034767,52.8,47.2
E01034769,52.8,47.2
E01033039,52.8,47.2
E01026862,52.8,47.2
E01026855,52.8,47.2
E01026820,52.8,47.2
E01026919,52.8,47.2
E01029980,52.8,47.2
E01023701,52.8,47.2
E01023670,52.8,47.2
E01023952,52.8,47.2
E01030172,52.8,47.2
E01030281,52.8,47.2
E01030095,52.8,47.2
E01000111,52.8,47.2
E01000008,52.8,47.2
E01034477,52.8,47.2
E01000158,52.8,47.2
E01000303,52.8,47.2
E01000126,52.8,47.2
E01000221,52.8,47.2
E01000422,52.8,47.2
E01000371,52.8,47.2
E01000351,52.8,47.2
E01000546,52.8,47.2
E01000524,52.8,47.2
E01000551,52.8,47.2
E01000717,52.8,47.2
E01000787,52.8,47.2
E01000890,52.8,47.2
E01000904,52.8,47.2
E01000952,52.8,47.2
E01001053,52.8,47.2
E01001102,52.8,47.2
E01032743,52.8,47.2
E01001201,52.8,47.2
E01001375,52.8,47.2
E01001550,52.8,47.2
E01001473,52.8,47.2
E01001535,52.8,47.2
E01001653,52.8,47.2
E01001658,52.8,47.2
E01034179,52.8,47.2
E01001833,52.8,47.2
E01001746,52.8,47.2
E01001757,52.8,47.2
E01001761,52.8,47.2
E01001760,52.8,47.2
E01001841,52.8,47.2
E01001776,52.8,47.2
E01001784,52.8,47.2
E01001956,52.8,47.2
E01001919,52.8,47.2
E01001937,52.8,47.2
E01002116,52.8,47.2
E01002262,52.8,47.2
E01002482,52.8,47.2
E01002511,52.8,47.2
E01002675,52.8,47.2
E01002770,52.8,47.2
E01002819,52.8,47.2
E01002837,52.8,47.2
E01003043,52.8,47.2
E01003118,52.8,47.2
E01003148,52.8,47.2
E01003150,52.8,47.2
E01033341,52.8,47.2
E01003607,52.8,47.2
E01003833,52.8,47.2
E01004036,52.8,47.2
E01033881,52.8,47.2
E01003976,52.8,47.2
E01004129,52.8,47.2
E01004169,52.8,47.2
E01035685,52.8,47.2
E01004214,52.8,47.2
E01004399,52.8,47.2
E01004446,52.8,47.2
E01004436,52.8,47.2
E01004608,52.8,47.2
E01035493,52.8,47.2
E01004506,52.8,47.2
E01004507,52.8,47.2
E01004557,52.8,47.2
E01004490,52.8,47.2
E01004650,52.8,47.2
E01004674,52.8,47.2
E01004708,52.8,47.2
E01004652,52.8,47.2
E01016219,52.8,47.2
E01016419,52.8,47.2
E01016450,52.8,47.2
E01016674,52.8,47.2
E01016810,52.8,47.2
E01016746,52.8,47.2
E01016879,52.8,47.2
E01016970,52.8,47.2
E01016991,52.8,47.2
E01016892,52.8,47.2
E01016994,52.8,47.2
E01017063,52.8,47.2
E01017059,52.8,47.2
E01017361,52.8,47.2
E01017731,52.8,47.2
E01017676,52.8,47.2
E01017778,52.8,47.2
E01017759,52.8,47.2
E01017753,52.8,47.2
E01017767,52.8,47.2
E01017799,52.8,47.2
E01017823,52.8,47.2
E01017830,52.8,47.2
E01032609,52.8,47.2
E01020954,52.8,47.2
E01020993,52.8,47.2
E01021000,52.8,47.2
E01020975,52.8,47.2
E01021179,52.8,47.2
E01021216,52.8,47.2
E01022697,52.8,47.2
E01022783,52.8,47.2
E01022762,52.8,47.2
E01022928,52.8,47.2
E01034066,52.8,47.2
E01022934,52.8,47.2
E01023089,52.8,47.2
E01023010,52.8,47.2
E01023048,52.8,47.2
E01023044,52.8,47.2
E01023051,52.8,47.2
E01023107,52.8,47.2
E01023226,52.8,47.2
E01023977,52.8,47.2
E01023980,52.8,47.2
E01024166,52.8,47.2
E01024243,52.8,47.2
E01024230,52.8,47.2
E01035313,52.8,47.2
E01024204,52.8,47.2
E01024311,52.8,47.2
E01024306,52.8,47.2
E01024272,52.8,47.2
E01024551,52.8,47.2
E01024552,52.8,47.2
E01024697,52.8,47.2
E01024714,52.8,47.2
E01024690,52.8,47.2
E01024670,52.8,47.2
E01024722,52.8,47.2
E01028497,52.8,47.2
E01028545,52.8,47.2
E01030354,52.8,47.2
E01030395,52.8,47.2
E01030501,52.8,47.2
E01030480,52.8,47.2
E01030645,52.8,47.2
E01030693,52.8,47.2
E01030795,52.8,47.2
E01030842,52.8,47.2
E01030921,52.8,47.2
E01031366,52.8,47.2
E01031389,52.8,47.2
E01031410,52.8,47.2
E01031399,52.8,47.2
E01031449,52.8,47.2
E01031604,52.8,47.2
E01031616,52.8,47.2
E01031774,52.8,47.2
E01031753,52.8,47.2
E01031699,52.8,47.2
E01031769,52.8,47.2
E01031812,52.8,47.2
E01014479,52.8,47.2
E01014405,52.8,47.2
E01014703,52.8,47.2
E01014596,52.8,47.2
E01014836,52.8,47.2
E01014811,52.8,47.2
E01015002,52.8,47.2
E01034158,52.8,47.2
E01015224,52.8,47.2
E01015206,52.8,47.2
E01015500,52.8,47.2
E01018798,52.8,47.2
E01018818,52.8,47.2
E01018892,52.8,47.2
E01018875,52.8,47.2
E01019044,52.8,47.2
E01031985,52.8,47.2
E01031994,52.8,47.2
E01032061,52.8,47.2
E01032049,52.8,47.2
E01015308,52.8,47.2
E01015415,52.8,47.2
E01015429,52.8,47.2
E01015372,52.8,47.2
E01020589,52.8,47.2
E01020526,52.8,47.2
E01019954,52.8,47.2
E01019917,52.8,47.2
E01020024,52.8,47.2
E01020111,52.8,47.2
E01020132,52.8,47.2
E01020177,52.8,47.2
E01020244,52.8,47.2
E01020224,52.8,47.2
E01020339,52.8,47.2
E01022203,52.8,47.2
E01034787,52.8,47.2
E01034788,52.8,47.2
E01022271,52.8,47.2
E01034795,52.8,47.2
E01034814,52.8,47.2
E01029022,52.8,47.2
E01029081,52.8,47.2
E01029119,52.8,47.2
E01029205,52.8,47.2
E01029183,52.8,47.2
E01029186,52.8,47.2
E01029273,52.8,47.2
E01029281,52.8,47.2
E01029301,52.8,47.2
E01029329,52.8,47.2
E01032635,52.8,47.2
E01029343,52.8,47.2
E01029325,52.8,47.2
E01011955,52.7,47.3
E01012060,52.7,47.3
E01012091,52.7,47.3
E01012154,52.7,47.3
E01012160,52.7,47.3
E01012109,52.7,47.3
E01012111,52.7,47.3
E01012210,52.7,47.3
E01012238,52.7,47.3
E01012227,52.7,47.3
E01012345,52.7,47.3
E01020596,52.7,47.3
E01020634,52.7,47.3
E01020733,52.7,47.3
E01020834,52.7,47.3
E01020877,52.7,47.3
E01033715,52.7,47.3
E01027387,52.7,47.3
E01027384,52.7,47.3
E01027416,52.7,47.3
E01027554,52.7,47.3
E01027527,52.7,47.3
E01008378,52.7,47.3
E01008375,52.7,47.3
E01008371,52.7,47.3
E01008307,52.7,47.3
E01008391,52.7,47.3
E01008480,52.7,47.3
E01008498,52.7,47.3
E01008526,52.7,47.3
E01008462,52.7,47.3
E01008532,52.7,47.3
E01008653,52.7,47.3
E01008684,52.7,47.3
E01008810,52.7,47.3
E01008738,52.7,47.3
E01008780,52.7,47.3
E01008764,52.7,47.3
E01008210,52.7,47.3
E01008257,52.7,47.3
E01008216,52.7,47.3
E01012473,52.7,47.3
E01035389,52.7,47.3
E01012594,52.7,47.3
E01012719,52.7,47.3
E01018396,52.7,47.3
E01018409,52.7,47.3
E01018459,52.7,47.3
E01018451,52.7,47.3
E01018349,52.7,47.3
E01018383,52.7,47.3
E01018543,52.7,47.3
E01018522,52.7,47.3
E01018734,52.7,47.3
E01019098,52.7,47.3
E01019207,52.7,47.3
E01019370,52.7,47.3
E01025024,52.7,47.3
E01025021,52.7,47.3
E01025149,52.7,47.3
E01025357,52.7,47.3
E01025418,52.7,47.3
E01025512,52.7,47.3
E01004881,52.7,47.3
E01004889,52.7,47.3
E01004916,52.7,47.3
E01005046,52.7,47.3
E01005247,52.7,47.3
E01005239,52.7,47.3
E01005119,52.7,47.3
E01005443,52.7,47.3
E01005323,52.7,47.3
E01005520,52.7,47.3
E01005491,52.7,47.3
E01005552,52.7,47.3
E01005709,52.7,47.3
E01005696,52.7,47.3
E01005698,52.7,47.3
E01005643,52.7,47.3
E01005752,52.7,47.3
E01005762,52.7,47.3
E01006054,52.7,47.3
E01005994,52.7,47.3
E01006129,52.7,47.3
E01006446,52.7,47.3
E01006484,52.7,47.3
E01033747,52.7,47.3
E01032508,52.7,47.3
E01006674,52.7,47.3
E01033794,52.7,47.3
E01007023,52.7,47.3
E01007217,52.7,47.3
E01007204,52.7,47.3
E01007142,52.7,47.3
E01007137,52.7,47.3
E01013062,52.7,47.3
E01013263,52.7,47.3
E01013373,52.7,47.3
E01013422,52.7,47.3
E01013396,52.7,47.3
E01027565,52.7,47.3
E01027584,52.7,47.3
E01027605,52.7,47.3
E01027685,52.7,47.3
E01027669,52.7,47.3
E01027761,52.7,47.3
E01027794,52.7,47.3
E01027787,52.7,47.3
E01034971,52.7,47.3
E01027856,52.7,47.3
E01007365,52.7,47.3
E01007622,52.7,47.3
E01007528,52.7,47.3
E01007497,52.7,47.3
E01007499,52.7,47.3
E01007610,52.7,47.3
E01007773,52.7,47.3
E01008123,52.7,47.3
E01007938,52.7,47.3
E01008030,52.7,47.3
E01007915,52.7,47.3
E01010647,52.7,47.3
E01010778,52.7,47.3
E01010741,52.7,47.3
E01010885,52.7,47.3
E01010957,52.7,47.3
E01011051,52.7,47.3
E01011227,52.7,47.3
E01011711,52.7,47.3
E01011269,52.7,47.3
E01011484,52.7,47.3
E01011588,52.7,47.3
E01011421,52.7,47.3
E01011328,52.7,47.3
E01011392,52.7,47.3
E01011474,52.7,47.3
E01013735,52.7,47.3
E01013726,52.7,47.3
E01013614,52.7,47.3
E01013693,52.7,47.3
E01013881,52.7,47.3
E01013889,52.7,47.3
E01027041,52.7,47.3
E01027091,52.7,47.3
E01027201,52.7,47.3
E01019600,52.7,47.3
E01019617,52.7,47.3
E01019702,52.7,47.3
E01019829,52.7,47.3
E01019777,52.7,47.3
E01019867,52.7,47.3
E01019843,52.7,47.3
E01025797,52.7,47.3
E01025830,52.7,47.3
E01025955,52.7,47.3
E01026005,52.7,47.3
E01026019,52.7,47.3
E01026312,52.7,47.3
E01027979,52.7,47.3
E01027975,52.7,47.3
E01028187,52.7,47.3
E01028279,52.7,47.3
E01028243,52.7,47.3
E01028350,52.7,47.3
E01028346,52.7,47.3
E01014002,52.7,47.3
E01014089,52.7,47.3
E01014105,52.7,47.3
E01014155,52.7,47.3
E01014160,52.7,47.3
E01014158,52.7,47.3
E01028887,52.7,47.3
E01029456,52.7,47.3
E01029419,52.7,47.3
E01029478,52.7,47.3
E01034102,52.7,47.3
E01029519,52.7,47.3
E01029751,52.7,47.3
E01029710,52.7,47.3
E01031064,52.7,47.3
E01031136,52.7,47.3
E01031221,52.7,47.3
E01031208,52.7,47.3
E01032134,52.7,47.3
E01032316,52.7,47.3
E01032429,52.7,47.3
E01009452,52.7,47.3
E01009106,52.7,47.3
E01009411,52.7,47.3
E01009151,52.7,47.3
E01009301,52.7,47.3
E01008953,52.7,47.3
E01009540,52.7,47.3
E01009754,52.7,47.3
E01010140,52.7,47.3
E01010232,52.7,47.3
E01010559,52.7,47.3
E01010552,52.7,47.3
E01015683,52.7,47.3
E01015725,52.7,47.3
E01015862,52.7,47.3
E01015885,52.7,47.3
E01015891,52.7,47.3
E01015977,52.7,47.3
E01016009,52.7,47.3
E01017478,52.7,47.3
E01017528,52.7,47.3
E01017490,52.7,47.3
E01034434,52.7,47.3
E01017418,52.7,47.3
E01033825,52.7,47.3
E01018193,52.7,47.3
E01018142,52.7,47.3
E01018172,52.7,47.3
E01018246,52.7,47.3
E01021460,52.7,47.3
E01021462,52.7,47.3
E01021524,52.7,47.3
E01021636,52.7,47.3
E01021607,52.7,47.3
E01021667,52.7,47.3
E01021724,52.7,47.3
E01021765,52.7,47.3
E01021892,52.7,47.3
E01022033,52.7,47.3
E01022067,52.7,47.3
E01023296,52.7,47.3
E01023347,52.7,47.3
E01023366,52.7,47.3
E01023368,52.7,47.3
E01023593,52.7,47.3
E01023648,52.7,47.3
E01023613,52.7,47.3
E01035603,52.7,47.3
E01026779,52.7,47.3
E01026743,52.7,47.3
E01026911,52.7,47.3
E01029892,52.7,47.3
E01030034,52.7,47.3
E01023510,52.7,47.3
E01023470,52.7,47.3
E01023750,52.7,47.3
E01000076,52.7,47.3
E01000049,52.7,47.3
E01000252,52.7,47.3
E01000161,52.7,47.3
E01000226,52.7,47.3
E01000317,52.7,47.3
E01000234,52.7,47.3
E01000260,52.7,47.3
E01000308,52.7,47.3
E01033915,52.7,47.3
E01032566,52.7,47.3
E01000558,52.7,47.3
E01033456,52.7,47.3
E01033485,52.7,47.3
E01000649,52.7,47.3
E01000823,52.7,47.3
E01000758,52.7,47.3
E01000786,52.7,47.3
E01000847,52.7,47.3
E01001134,52.7,47.3
E01001110,52.7,47.3
E01001042,52.7,47.3
E01001251,52.7,47.3
E01001357,52.7,47.3
E01001406,52.7,47.3
E01001564,52.7,47.3
E01001459,52.7,47.3
E01001485,52.7,47.3
E01001710,52.7,47.3
E01001633,52.7,47.3
E01001682,52.7,47.3
E01001802,52.7,47.3
E01001755,52.7,47.3
E01001728,52.7,47.3
E01001928,52.7,47.3
E01001972,52.7,47.3
E01002045,52.7,47.3
E01001990,52.7,47.3
E01002280,52.7,47.3
E01002316,52.7,47.3
E01002255,52.7,47.3
E01002435,52.7,47.3
E01002460,52.7,47.3
E01002909,52.7,47.3
E01002825,52.7,47.3
E01002868,52.7,47.3
E01002999,52.7,47.3
E01003163,52.7,47.3
E01003253,52.7,47.3
E01003199,52.7,47.3
E01003232,52.7,47.3
E01003325,52.7,47.3
E01003218,52.7,47.3
E01003257,52.7,47.3
E01003577,52.7,47.3
E01003702,52.7,47.3
E01003793,52.7,47.3
E01003862,52.7,47.3
E01003823,52.7,47.3
E01004017,52.7,47.3
E01003957,52.7,47.3
E01004147,52.7,47.3
E01004173,52.7,47.3
E01035699,52.7,47.3
E01004404,52.7,47.3
E01004623,52.7,47.3
E01004599,52.7,47.3
E01004498,52.7,47.3
E01033100,52.7,47.3
E01035287,52.7,47.3
E01016131,52.7,47.3
E01016100,52.7,47.3
E01016236,52.7,47.3
E01016298,52.7,47.3
E01016332,52.7,47.3
E01016290,52.7,47.3
E01016370,52.7,47.3
E01016493,52.7,47.3
E01016602,52.7,47.3
E01016547,52.7,47.3
E01016553,52.7,47.3
E01016786,52.7,47.3
E01016720,52.7,47.3
E01016934,52.7,47.3
E01016997,52.7,47.3
E01016897,52.7,47.3
E01017058,52.7,47.3
E01017279,52.7,47.3
E01017306,52.7,47.3
E01017726,52.7,47.3
E01017841,52.7,47.3
E01017847,52.7,47.3
E01017891,52.7,47.3
E01017782,52.7,47.3
E01020949,52.7,47.3
E01020956,52.7,47.3
E01020950,52.7,47.3
E01020915,52.7,47.3
E01021056,52.7,47.3
E01021042,52.7,47.3
E01021064,52.7,47.3
E01021076,52.7,47.3
E01021140,52.7,47.3
E01021124,52.7,47.3
E01021214,52.7,47.3
E01021215,52.7,47.3
E01022629,52.7,47.3
E01022715,52.7,47.3
E01022739,52.7,47.3
E01022940,52.7,47.3
E01022945,52.7,47.3
E01023000,52.7,47.3
E01022981,52.7,47.3
E01023183,52.7,47.3
E01023278,52.7,47.3
E01023986,52.7,47.3
E01023981,52.7,47.3
E01023992,52.7,47.3
E01024069,52.7,47.3
E01024085,52.7,47.3
E01024043,52.7,47.3
E01024157,52.7,47.3
E01024319,52.7,47.3
E01024321,52.7,47.3
E01024446,52.7,47.3
E01024479,52.7,47.3
E01024413,52.7,47.3
E01024493,52.7,47.3
E01024487,52.7,47.3
E01024583,52.7,47.3
E01024640,52.7,47.3
E01024706,52.7,47.3
E01024700,52.7,47.3
E01024682,52.7,47.3
E01024785,52.7,47.3
E01024717,52.7,47.3
E01028757,52.7,47.3
E01028763,52.7,47.3
E01028764,52.7,47.3
E01030352,52.7,47.3
E01030309,52.7,47.3
E01030603,52.7,47.3
E01030572,52.7,47.3
E01030634,52.7,47.3
E01030765,52.7,47.3
E01030815,52.7,47.3
E01030825,52.7,47.3
E01030943,52.7,47.3
E01030926,52.7,47.3
E01031385,52.7,47.3
E01035331,52.7,47.3
E01031645,52.7,47.3
E01031651,52.7,47.3
E01031686,52.7,47.3
E01031719,52.7,47.3
E01031794,52.7,47.3
E01031815,52.7,47.3
E01014480,52.7,47.3
E01014465,52.7,47.3
E01014663,52.7,47.3
E01032677,52.7,47.3
E01014887,52.7,47.3
E01014973,52.7,47.3
E01014915,52.7,47.3
E01015097,52.7,47.3
E01015077,52.7,47.3
E01015072,52.7,47.3
E01015112,52.7,47.3
E01015192,52.7,47.3
E01015545,52.7,47.3
E01018826,52.7,47.3
E01018854,52.7,47.3
E01018910,52.7,47.3
E01018873,52.7,47.3
E01033292,52.7,47.3
E01018978,52.7,47.3
E01019051,52.7,47.3
E01019057,52.7,47.3
E01019026,52.7,47.3
E01031863,52.7,47.3
E01031858,52.7,47.3
E01032022,52.7,47.3
E01032006,52.7,47.3
E01032100,52.7,47.3
E01032090,52.7,47.3
E01032055,52.7,47.3
E01015447,52.7,47.3
E01032659,52.7,47.3
E01020383,52.7,47.3
E01020449,52.7,47.3
E01019932,52.7,47.3
E01019930,52.7,47.3
E01019953,52.7,47.3
E01019963,52.7,47.3
E01020051,52.7,47.3
E01020053,52.7,47.3
E01020105,52.7,47.3
E01020203,52.7,47.3
E01020222,52.7,47.3
E01020235,52.7,47.3
E01020248,52.7,47.3
E01020318,52.7,47.3
E01020324,52.7,47.3
E01020341,52.7,47.3
E01022183,52.7,47.3
E01022185,52.7,47.3
E01022177,52.7,47.3
E01034786,52.7,47.3
E01022217,52.7,47.3
E01022272,52.7,47.3
E01022303,52.7,47.3
E01022319,52.7,47.3
E01022391,52.7,47.3
E01022437,52.7,47.3
E01034811,52.7,47.3
E01029097,52.7,47.3
E01029225,52.7,47.3
E01035121,52.7,47.3
E01029307,52.7,47.3
E01029275,52.7,47.3
E01029316,52.7,47.3
E01011954,52.6,47.4
E01033469,52.6,47.4
E01012020,52.6,47.4
E01012142,52.6,47.4
E01012216,52.6,47.4
E01012335,52.6,47.4
E01012311,52.6,47.4
E01020718,52.6,47.4
E01020787,52.6,47.4
E01020782,52.6,47.4
E01020747,52.6,47.4
E01020761,52.6,47.4
E01020845,52.6,47.4
E01020860,52.6,47.4
E01027361,52.6,47.4
E01027551,52.6,47.4
E01027482,52.6,47.4
E01008343,52.6,47.4
E01008291,52.6,47.4
E01008446,52.6,47.4
E01008577,52.6,47.4
E01008581,52.6,47.4
E01008568,52.6,47.4
E01008474,52.6,47.4
E01034513,52.6,47.4
E01008722,52.6,47.4
E01008197,52.6,47.4
E01008269,52.6,47.4
E01008229,52.6,47.4
E01012411,52.6,47.4
E01018662,52.6,47.4
E01018658,52.6,47.4
E01018605,52.6,47.4
E01018572,52.6,47.4
E01018364,52.6,47.4
E01018376,52.6,47.4
E01018309,52.6,47.4
E01018314,52.6,47.4
E01018328,52.6,47.4
E01018320,52.6,47.4
E01018673,52.6,47.4
E01018696,52.6,47.4
E01018706,52.6,47.4
E01019154,52.6,47.4
E01019162,52.6,47.4
E01019271,52.6,47.4
E01019358,52.6,47.4
E01019362,52.6,47.4
E01024880,52.6,47.4
E01024959,52.6,47.3
E01025005,52.6,47.4
E01024982,52.6,47.4
E01025113,52.6,47.4
E01025236,52.6,47.4
E01025272,52.6,47.4
E01025269,52.6,47.4
E01025333,52.6,47.4
E01025539,52.6,47.4
E01025574,52.6,47.4
E01025559,52.6,47.4
E01004954,52.6,47.4
E01004941,52.6,47.4
E01005225,52.6,47.4
E01005259,52.6,47.4
E01005159,52.6,47.4
E01005184,52.6,47.4
E01005158,52.6,47.4
E01033671,52.6,47.4
E01005121,52.6,47.4
E01005177,52.6,47.4
E01005289,52.6,47.4
E01005380,52.6,47.4
E01005378,52.6,47.4
E01005569,52.6,47.4
E01005662,52.6,47.4
E01005686,52.6,47.4
E01005616,52.6,47.4
E01005860,52.6,47.4
E01005779,52.6,47.4
E01005814,52.6,47.4
E01005844,52.6,47.4
E01006061,52.6,47.4
E01006036,52.6,47.4
E01005980,52.6,47.4
E01005983,52.6,47.4
E01006110,52.6,47.4
E01006211,52.6,47.4
E01006390,52.6,47.4
E01006394,52.6,47.4
E01006298,52.6,47.4
E01006339,52.6,47.4
E01006345,52.6,47.4
E01006495,52.6,47.4
E01006496,52.6,47.4
E01006735,52.6,47.4
E01006514,52.6,47.4
E01006679,52.6,47.4
E01006632,52.6,47.4
E01034406,52.6,47.4
E01006883,52.6,47.4
E01006932,52.6,47.4
E01007080,52.6,47.4
E01006936,52.6,47.4
E01007120,52.6,47.4
E01007202,52.6,47.4
E01007291,52.6,47.4
E01007169,52.6,47.4
E01012840,52.6,47.4
E01013066,52.6,47.4
E01013043,52.6,47.4
E01013105,52.6,47.4
E01013107,52.6,47.4
E01013215,52.6,47.4
E01013200,52.6,47.4
E01013382,52.6,47.4
E01013399,52.6,47.4
E01013445,52.6,47.4
E01013412,52.6,47.4
E01027567,52.6,47.4
E01027649,52.6,47.4
E01027768,52.6,47.4
E01027801,52.6,47.4
E01027872,52.6,47.4
E01027808,52.6,47.4
E01027820,52.6,47.4
E01034977,52.6,47.4
E01007398,52.6,47.4
E01007636,52.6,47.4
E01007630,52.6,47.4
E01007466,52.6,47.4
E01007519,52.6,47.4
E01007548,52.6,47.4
E01007742,52.6,47.4
E01034250,52.6,47.4
E01007994,52.6,47.4
E01008017,52.6,47.4
E01008010,52.6,47.4
E01010713,52.6,47.4
E01010574,52.6,47.4
E01010588,52.6,47.4
E01010856,52.6,47.4
E01010635,52.6,47.4
E01010881,52.6,47.4
E01011000,52.6,47.4
E01010987,52.6,47.4
E01011217,52.6,47.4
E01011096,52.6,47.4
E01011078,52.6,47.4
E01011086,52.6,47.4
E01011175,52.6,47.4
E01011185,52.6,47.4
E01011581,52.6,47.4
E01011584,52.6,47.4
E01011562,52.6,47.4
E01011388,52.6,47.4
E01011351,52.6,47.4
E01011449,52.6,47.4
E01011281,52.6,47.4
E01011730,52.6,47.4
E01011834,52.6,47.4
E01011802,52.6,47.4
E01013537,52.6,47.4
E01013562,52.6,47.4
E01013586,52.6,47.4
E01013639,52.6,47.4
E01032597,52.6,47.4
E01013829,52.6,47.4
E01013899,52.6,47.4
E01033245,52.6,47.4
E01027062,52.6,47.4
E01027003,52.6,47.4
E01027171,52.6,47.4
E01027167,52.6,47.4
E01019475,52.6,47.4
E01019463,52.6,47.4
E01019604,52.6,47.4
E01019727,52.6,47.4
E01019792,52.6,47.4
E01025871,52.6,47.4
E01026063,52.6,47.4
E01026078,52.6,47.4
E01026067,52.6,47.4
E01026166,52.6,47.4
E01026321,52.6,47.4
E01026309,52.6,47.4
E01032683,52.6,47.4
E01033782,52.6,47.4
E01028126,52.6,47.4
E01028079,52.6,47.4
E01028282,52.6,47.4
E01028234,52.6,47.4
E01028315,52.6,47.4
E01028316,52.6,47.4
E01028319,52.6,47.4
E01028330,52.6,47.4
E01028362,52.6,47.4
E01013990,52.6,47.4
E01014065,52.6,47.4
E01014116,52.6,47.4
E01014212,52.6,47.4
E01014316,52.6,47.4
E01028836,52.6,47.4
E01028860,52.6,47.4
E01028952,52.6,47.4
E01029351,52.6,47.4
E01029512,52.6,47.4
E01029566,52.6,47.4
E01029659,52.6,47.4
E01029720,52.6,47.4
E01035015,52.6,47.4
E01035019,52.6,47.4
E01031123,52.6,47.4
E01031067,52.6,47.4
E01035025,52.6,47.4
E01031217,52.6,47.4
E01035037,52.6,47.4
