LSOA,Female,Male
E01009135,49.4,50.6
E01009275,49.4,50.6
E01009395,49.4,50.6
E01009019,49.4,50.6
E01009568,49.4,50.6
E01009556,49.4,50.6
E01009544,49.4,50.6
E01032530,49.4,50.6
E01009541,49.4,50.6
E01009789,49.4,50.6
E01009961,49.4,50.6
E01010173,49.4,50.6
E01010199,49.4,50.6
E01010169,49.4,50.6
E01010564,49.4,50.6
E01015626,49.4,50.6
E01015627,49.4,50.6
E01015643,49.4,50.6
E01035552,49.4,50.6
E01015782,49.4,50.6
E01015784,49.4,50.6
E01015808,49.4,50.6
E01015966,49.4,50.6
E01015956,49.4,50.6
E01017470,49.4,50.6
E01034423,49.4,50.6
E01017381,49.4,50.6
E01017394,49.4,50.6
E01033820,49.4,50.6
E01018008,49.4,50.6
E01017946,49.4,50.6
E01018045,49.4,50.6
E01018126,49.4,50.6
E01018287,49.4,50.6
E01021286,49.4,50.6
E01021375,49.4,50.6
E01021404,49.4,50.6
E01021412,49.4,50.6
E01021365,49.4,50.6
E01021368,49.4,50.6
E01021467,49.4,50.6
E01021605,49.4,50.6
E01021904,49.4,50.6
E01034094,49.4,50.6
E01022051,49.4,50.6
E01022071,49.4,50.6
E01023869,49.4,50.6
E01026435,49.4,50.6
E01026473,49.4,50.6
E01026581,49.4,50.6
E01026616,49.4,50.6
E01026648,49.4,50.6
E01026786,49.4,50.6
E01026817,49.4,50.6
E01026825,49.4,50.6
E01029961,49.4,50.6
E01023727,49.4,50.6
E01035566,49.4,50.6
E01023937,49.4,50.6
E01023460,49.4,50.6
E01023503,49.4,50.6
E01023782,49.4,50.6
E01030295,49.4,50.6
E01034572,49.4,50.6
E01030137,49.4,50.6
E01030112,49.4,50.6
E01000019,49.4,50.6
E01000278,49.4,50.6
E01000461,49.4,50.6
E01000576,49.4,50.6
E01000489,49.4,50.6
E01000814,49.4,50.6
E01000997,49.4,50.6
E01001341,49.4,50.6
E01001265,49.4,50.6
E01001266,49.4,50.6
E01032744,49.4,50.6
E01001297,49.4,50.6
E01001557,49.4,50.6
E01001573,49.4,50.6
E01002048,49.4,50.6
E01002056,49.4,50.6
E01002198,49.4,50.6
E01002163,49.4,50.6
E01002365,49.4,50.6
E01002512,49.4,50.6
E01034036,49.4,50.6
E01033208,49.4,50.6
E01003184,49.4,50.6
E01003457,49.4,50.6
E01003584,49.4,50.6
E01003522,49.4,50.6
E01003675,49.4,50.6
E01003998,49.4,50.6
E01003933,49.4,50.6
E01004108,49.4,50.6
E01035669,49.4,50.6
E01004368,49.4,50.6
E01004365,49.4,50.6
E01004422,49.4,50.6
E01035498,49.4,50.6
E01016238,49.4,50.6
E01016339,49.4,50.6
E01033421,49.4,50.6
E01016437,49.4,50.6
E01016488,49.4,50.6
E01016457,49.4,50.6
E01034448,49.4,50.6
E01033506,49.4,50.6
E01016881,49.4,50.6
E01033328,49.4,50.6
E01017046,49.4,50.6
E01017043,49.4,50.6
E01017082,49.4,50.6
E01017017,49.4,50.6
E01017176,49.4,50.6
E01017276,49.4,50.6
E01032961,49.4,50.6
E01017834,49.4,50.6
E01022488,49.4,50.6
E01022487,49.4,50.6
E01022654,49.4,50.6
E01022885,49.4,50.6
E01022899,49.4,50.6
E01023114,49.4,50.6
E01023130,49.4,50.6
E01032814,49.4,50.6
E01024215,49.4,50.6
E01024536,49.4,50.6
E01024548,49.4,50.6
E01024594,49.4,50.6
E01024592,49.4,50.6
E01028685,49.4,50.6
E01028659,49.4,50.6
E01028816,49.4,50.6
E01030484,49.4,50.6
E01030505,49.4,50.6
E01030550,49.4,50.6
E01030650,49.4,50.6
E01030712,49.4,50.6
E01030792,49.4,50.6
E01030991,49.4,50.6
E01035329,49.4,50.6
E01031584,49.4,50.6
E01031563,49.4,50.6
E01031743,49.4,50.6
E01014482,49.4,50.6
E01014473,49.4,50.6
E01014446,49.4,50.6
E01014630,49.4,50.6
E01014530,49.4,50.6
E01014489,49.4,50.6
E01032669,49.4,50.6
E01015015,49.4,50.6
E01014872,49.4,50.6
E01014924,49.4,50.6
E01015234,49.4,50.6
E01015521,49.4,50.6
E01015515,49.4,50.6
E01015581,49.4,50.6
E01015478,49.4,50.6
E01033848,49.4,50.6
E01018771,49.4,50.6
E01018952,49.4,50.6
E01018994,49.4,50.6
E01015373,49.4,50.6
E01015389,49.4,50.6
E01015450,49.4,50.6
E01020569,49.4,50.6
E01019980,49.4,50.6
E01020009,49.4,50.6
E01020065,49.4,50.6
E01022233,49.4,50.6
E01022374,49.4,50.6
E01029251,49.4,50.6
E01012180,49.3,50.7
E01020623,49.3,50.7
E01020618,49.3,50.7
E01034490,49.3,50.7
E01020693,49.3,50.7
E01020751,49.3,50.7
E01027480,49.3,50.7
E01008385,49.3,50.7
E01008543,49.3,50.7
E01008641,49.3,50.7
E01008789,49.3,50.7
E01012396,49.3,50.7
E01012478,49.3,50.7
E01012548,49.3,50.7
E01012622,49.3,50.7
E01018441,49.3,50.7
E01018661,49.3,50.7
E01018602,49.3,50.7
E01034674,49.3,50.7
E01034677,49.3,50.7
E01018381,49.3,50.7
E01018735,49.3,50.7
E01019172,49.3,50.7
E01019236,49.3,50.7
E01034071,49.3,50.7
E01019292,49.3,50.7
E01024898,49.3,50.7
E01024953,49.3,50.7
E01024942,49.3,50.7
E01025153,49.3,50.7
E01025289,49.3,50.7
E01033226,49.3,50.7
E01025341,49.3,50.7
E01025424,49.3,50.7
E01025442,49.3,50.7
E01004888,49.3,50.7
E01004825,49.3,50.7
E01004837,49.3,50.7
E01004846,49.3,50.7
E01005105,49.3,50.7
E01005193,49.3,50.7
E01005117,49.3,50.7
E01005238,49.3,50.7
E01005430,49.3,50.7
E01034234,49.3,50.7
E01005537,49.3,50.7
E01005691,49.3,50.7
E01005657,49.3,50.7
E01005822,49.3,50.7
E01005805,49.3,50.7
E01006060,49.3,50.7
E01006189,49.3,50.7
E01006154,49.3,50.7
E01006375,49.3,50.7
E01006323,49.3,50.7
E01006703,49.3,50.7
E01006867,49.3,50.7
E01012772,49.3,50.7
E01013085,49.3,50.7
E01013015,49.3,50.7
E01013175,49.3,50.7
E01013306,49.3,50.7
E01027822,49.3,50.7
E01007494,49.3,50.7
E01007546,49.3,50.7
E01007613,49.3,50.7
E01008063,49.3,50.7
E01007873,49.3,50.7
E01008095,49.3,50.7
E01007985,49.3,50.7
E01010678,49.3,50.7
E01011069,49.3,50.7
E01011023,49.3,50.7
E01011035,49.3,50.7
E01011020,49.3,50.7
E01011120,49.3,50.7
E01011386,49.3,50.7
E01011356,49.3,50.7
E01011366,49.3,50.7
E01011320,49.3,50.7
E01011524,49.3,50.7
E01011468,49.3,50.7
E01034261,49.3,50.7
E01011743,49.3,50.7
E01034025,49.3,50.7
E01013942,49.3,50.7
E01027087,49.3,50.7
E01027088,49.3,50.7
E01027346,49.3,50.7
E01032978,49.3,50.7
E01027262,49.3,50.7
E01019400,49.3,50.7
E01019704,49.3,50.7
E01019739,49.3,50.7
E01019804,49.3,50.7
E01025653,49.3,50.7
E01025968,49.3,50.7
E01026207,49.3,50.7
E01026280,49.3,50.7
E01034704,49.3,50.7
E01028192,49.3,50.7
E01028230,49.3,50.7
E01028235,49.3,50.7
E01028385,49.3,50.7
E01028376,49.3,50.7
E01028402,49.3,50.7
E01014027,49.3,50.7
E01014139,49.3,50.7
E01035073,49.3,50.7
E01014122,49.3,50.7
E01014356,49.3,50.7
E01014255,49.3,50.7
E01014230,49.3,50.7
E01034058,49.3,50.7
E01014296,49.3,50.7
E01033530,49.3,50.7
E01029396,49.3,50.7
E01029436,49.3,50.7
E01029442,49.3,50.7
E01029526,49.3,50.7
E01029578,49.3,50.7
E01029741,49.3,50.7
E01029812,49.3,50.7
E01029825,49.3,50.7
E01031014,49.3,50.7
E01031094,49.3,50.7
E01031121,49.3,50.7
E01031174,49.3,50.7
E01032895,49.3,50.7
E01032179,49.3,50.7
E01032257,49.3,50.7
E01032358,49.3,50.7
E01034330,49.3,50.7
E01009464,49.3,50.7
E01009441,49.3,50.7
E01009400,49.3,50.7
E01008916,49.3,50.7
E01009476,49.3,50.7
E01034939,49.3,50.7
E01008961,49.3,50.7
E01008946,49.3,50.7
E01009169,49.3,50.7
E01034950,49.3,50.7
E01009382,49.3,50.7
E01032536,49.3,50.7
E01009575,49.3,50.7
E01009525,49.3,50.7
E01009690,49.3,50.7
E01009536,49.3,50.7
E01009670,49.3,50.7
E01009879,49.3,50.7
E01009919,49.3,50.7
E01009728,49.3,50.7
E01009838,49.3,50.7
E01009732,49.3,50.7
E01010085,49.3,50.7
E01010049,49.3,50.7
E01010057,49.3,50.7
E01010231,49.3,50.7
E01010347,49.3,50.7
E01010370,49.3,50.7
E01010372,49.3,50.7
E01010520,49.3,50.7
E01015788,49.3,50.7
E01015921,49.3,50.7
E01034414,49.3,50.7
E01017383,49.3,50.7
E01017386,49.3,50.7
E01017397,49.3,50.7
E01017614,49.3,50.7
E01017582,49.3,50.7
E01017588,49.3,50.7
E01017972,49.3,50.7
E01018096,49.3,50.7
E01018105,49.3,50.7
E01018280,49.3,50.7
E01021264,49.3,50.7
E01021430,49.3,50.7
E01021548,49.3,50.7
E01035167,49.3,50.7
E01021992,49.3,50.7
E01021971,49.3,50.7
E01021983,49.3,50.7
E01022099,49.3,50.7
E01023431,49.3,50.7
E01023432,49.3,50.7
E01023897,49.3,50.7
E01026481,49.3,50.7
E01026485,49.3,50.7
E01026489,49.3,50.7
E01026493,49.3,50.7
E01026549,49.3,50.7
E01026717,49.3,50.7
E01026679,49.3,50.7
E01026728,49.3,50.7
E01026650,49.3,50.7
E01026766,49.3,50.7
E01026737,49.3,50.7
E01030083,49.3,50.7
E01023926,49.3,50.7
E01035571,49.3,50.7
E01030107,49.3,50.7
E01000037,49.3,50.7
E01034475,49.3,50.7
E01000195,49.3,50.7
E01000516,49.3,50.7
E01000573,49.3,50.7
E01000503,49.3,50.7
E01000564,49.3,50.7
E01000612,49.3,50.7
E01000561,49.3,50.7
E01000978,49.3,50.7
E01001271,49.3,50.7
E01001325,49.3,50.7
E01001261,49.3,50.7
E01001369,49.3,50.7
E01035644,49.3,50.7
E01002055,49.3,50.7
E01002175,49.3,50.7
E01034607,49.3,50.7
E01002428,49.3,50.7
E01002655,49.3,50.7
E01002651,49.3,50.7
E01002594,49.3,50.7
E01002894,49.3,50.7
E01033866,49.3,50.7
E01003185,49.3,50.7
E01003206,49.3,50.7
E01003524,49.3,50.7
E01003707,49.3,50.7
E01004019,49.3,50.7
E01004174,49.3,50.7
E01004233,49.3,50.7
E01004264,49.3,50.7
E01004322,49.3,50.7
E01004339,49.3,50.7
E01004328,49.3,50.7
E01016069,49.3,50.7
E01016087,49.3,50.7
E01032728,49.3,50.7
E01016276,49.3,50.7
E01016384,49.3,50.7
E01016463,49.3,50.7
E01016464,49.3,50.7
E01016620,49.3,50.7
E01016622,49.3,50.7
E01016666,49.3,50.7
E01033514,49.3,50.7
E01016929,49.3,50.7
E01016957,49.3,50.7
E01017086,49.3,50.7
E01017110,49.3,50.7
E01017186,49.3,50.7
E01017175,49.3,50.7
E01017222,49.3,50.7
E01017281,49.3,50.7
E01017335,49.3,50.7
E01017829,49.3,50.7
E01017920,49.3,50.7
E01022475,49.3,50.7
E01022511,49.3,50.7
E01022672,49.3,50.7
E01022817,49.3,50.7
E01023031,49.3,50.7
E01023113,49.3,50.7
E01023115,49.3,50.7
E01023116,49.3,50.7
E01035277,49.3,50.7
E01035283,49.3,50.7
E01024291,49.3,50.7
E01024537,49.3,50.7
E01024533,49.3,50.7
E01024649,49.3,50.7
E01024845,49.3,50.7
E01028532,49.3,50.7
E01028683,49.3,50.7
E01028741,49.3,50.7
E01030610,49.3,50.7
E01030629,49.3,50.7
E01030964,49.3,50.7
E01030977,49.3,50.7
E01031353,49.3,50.7
E01031519,49.3,50.7
E01031601,49.3,50.7
E01031591,49.3,50.7
E01031599,49.3,50.7
E01031659,49.3,50.7
E01031739,49.3,50.7
E01014575,49.3,50.7
E01014700,49.3,50.7
E01014500,49.3,50.7
E01014502,49.3,50.7
E01033904,49.3,50.7
E01014877,49.3,50.7
E01014875,49.3,50.7
E01033338,49.3,50.7
E01035222,49.3,50.7
E01015241,49.3,50.7
E01015509,49.3,50.7
E01015561,49.3,50.7
E01018766,49.3,50.7
E01018865,49.3,50.7
E01019029,49.3,50.7
E01031919,49.3,50.7
E01015331,49.3,50.7
E01015441,49.3,50.7
E01015440,49.3,50.7
E01020553,49.3,50.7
E01019938,49.3,50.7
E01020174,49.3,50.7
E01020266,49.3,50.7
E01020301,49.3,50.7
E01022116,49.3,50.7
E01022209,49.3,50.7
E01022255,49.3,50.7
E01022287,49.3,50.7
E01029136,49.3,50.7
E01029144,49.3,50.7
E01029169,49.3,50.7
E01029175,49.3,50.7
E01020680,49.2,50.8
E01020742,49.2,50.8
E01020823,49.2,50.8
E01027427,49.2,50.8
E01027402,49.2,50.8
E01008431,49.2,50.8
E01008505,49.2,50.8
E01008598,49.2,50.8
E01008660,49.2,50.8
E01008711,49.2,50.8
E01008791,49.2,50.8
E01008264,49.2,50.8
E01012386,49.2,50.8
E01035386,49.2,50.8
E01012479,49.2,50.8
E01012640,49.2,50.8
E01012734,49.2,50.8
E01034673,49.2,50.8
E01018634,49.2,50.8
E01018749,49.2,50.8
E01018725,49.2,50.8
E01019115,49.2,50.8
E01019117,49.2,50.8
E01019100,49.2,50.8
E01019239,49.2,50.8
E01019205,49.2,50.8
E01019288,49.2,50.8
E01034076,49.2,50.8
E01019309,49.2,50.8
E01025132,49.2,50.8
E01025107,49.2,50.8
E01025182,49.2,50.8
E01025189,49.2,50.8
E01025405,49.2,50.8
E01025421,49.2,50.8
E01004807,49.2,50.8
E01004767,49.2,50.8
E01004853,49.2,50.8
E01005162,49.2,50.8
E01005065,49.2,50.8
E01034124,49.2,50.8
E01005304,49.2,50.8
E01034138,49.2,50.8
E01005353,49.2,50.8
E01005435,49.2,50.8
E01005583,49.2,50.8
E01032909,49.2,50.8
E01005806,49.2,50.8
E01006006,49.2,50.8
E01006315,49.2,50.8
E01006230,49.2,50.8
E01006310,49.2,50.8
E01006272,49.2,50.8
E01006283,49.2,50.8
E01006324,49.2,50.8
E01006498,49.2,50.8
E01006540,49.2,50.8
E01006556,49.2,50.8
E01006808,49.2,50.8
E01006915,49.2,50.8
E01006814,49.2,50.8
E01006834,49.2,50.8
E01006962,49.2,50.8
E01012813,49.2,50.8
E01012888,49.2,50.8
E01013057,49.2,50.8
E01013274,49.2,50.8
E01013450,49.2,50.8
E01027657,49.2,50.8
E01027677,49.2,50.8
E01027909,49.2,50.8
E01007322,49.2,50.8
E01007625,49.2,50.8
E01007498,49.2,50.8
E01007736,49.2,50.8
E01007744,49.2,50.8
E01007704,49.2,50.8
E01007913,49.2,50.8
E01033269,49.2,50.8
E01008015,49.2,50.8
E01010830,49.2,50.8
E01010620,49.2,50.8
E01010995,49.2,50.8
E01011155,49.2,50.8
E01011183,49.2,50.8
E01011414,49.2,50.8
E01013473,49.2,50.8
E01013658,49.2,50.8
E01013747,49.2,50.8
E01013669,49.2,50.8
E01013649,49.2,50.8
E01034023,49.2,50.8
E01013795,49.2,50.8
E01013842,49.2,50.8
E01035504,49.2,50.8
E01026965,49.2,50.8
E01027070,49.2,50.8
E01027337,49.2,50.8
E01027192,49.2,50.8
E01027269,49.2,50.8
E01019468,49.2,50.8
E01019474,49.2,50.8
E01019445,49.2,50.8
E01019496,49.2,50.8
E01019707,49.2,50.8
E01019675,49.2,50.8
E01019715,49.2,50.8
E01025656,49.2,50.8
E01025704,49.2,50.8
E01025752,49.2,50.8
E01025815,49.2,50.8
E01025773,49.2,50.8
E01025958,49.2,50.8
E01026023,49.2,50.8
E01026192,49.2,50.8
E01026271,49.2,50.8
E01026384,49.2,50.8
E01026371,49.2,50.8
E01027957,49.2,50.8
E01028007,49.2,50.8
E01028236,49.2,50.8
E01028256,49.2,50.8
E01028420,49.2,50.8
E01014025,49.2,50.8
E01014026,49.2,50.8
E01014359,49.2,50.8
E01014256,49.2,50.8
E01014339,49.2,50.8
E01028858,49.2,50.8
E01028934,49.2,50.8
E01029414,49.2,50.8
E01029449,49.2,50.8
E01029820,49.2,50.8
E01031011,49.2,50.8
E01032588,49.2,50.8
E01035027,49.2,50.8
E01031313,49.2,50.8
E01031320,49.2,50.8
E01032232,49.2,50.8
E01032271,49.2,50.8
E01032299,49.2,50.8
E01009353,49.2,50.8
E01009484,49.2,50.8
E01034930,49.2,50.8
E01008990,49.2,50.8
E01009520,49.2,50.8
E01009316,49.2,50.8
E01009396,49.2,50.8
E01009071,49.2,50.8
E01009183,49.2,50.8
E01009262,49.2,50.8
E01009566,49.2,50.8
E01009712,49.2,50.8
E01009682,49.2,50.8
E01009885,49.2,50.8
E01009737,49.2,50.8
E01010067,49.2,50.8
E01010070,49.2,50.8
E01010050,49.2,50.8
E01009953,49.2,50.8
E01010323,49.2,50.8
E01010404,49.2,50.8
E01010405,49.2,50.8
E01010433,49.2,50.8
E01015624,49.2,50.8
E01015753,49.2,50.8
E01015693,49.2,50.8
E01015786,49.2,50.8
E01015711,49.2,50.8
E01015750,49.2,50.8
E01015740,49.2,50.8
E01015726,49.2,50.8
E01017436,49.2,50.8
E01033828,49.2,50.8
E01017999,49.2,50.8
E01018253,49.2,50.8
E01021282,49.2,50.8
E01021694,49.2,50.8
E01035170,49.2,50.8
E01021795,49.2,50.8
E01023523,49.2,50.8
E01023525,49.2,50.8
E01023660,49.2,50.8
E01023603,49.2,50.8
E01026587,49.2,50.8
E01029991,49.2,50.8
E01023676,49.2,50.8
E01023726,49.2,50.8
E01033028,49.2,50.8
E01023465,49.2,50.8
E01035589,49.2,50.8
E01023493,49.2,50.8
E01023787,49.2,50.8
E01030215,49.2,50.8
E01029930,49.2,50.8
E01000191,49.2,50.8
E01000310,49.2,50.8
E01000631,49.2,50.8
E01000632,49.2,50.8
E01000830,49.2,50.8
E01000850,49.2,50.8
E01000977,49.2,50.8
E01001217,49.2,50.8
E01001335,49.2,50.8
E01034031,49.2,50.8
E01001371,49.2,50.8
E01001534,49.2,50.8
E01001677,49.2,50.8
E01033709,49.2,50.8
E01002202,49.2,50.8
E01002450,49.2,50.8
E01002394,49.2,50.8
E01002659,49.2,50.8
E01002849,49.2,50.8
E01003036,49.2,50.8
E01003368,49.2,50.8
E01003356,49.2,50.8
E01003424,49.2,50.8
E01003570,49.2,50.8
E01003646,49.2,50.8
E01003753,49.2,50.8
E01003734,49.2,50.8
E01033877,49.2,50.8
E01003995,49.2,50.8
E01004236,49.2,50.8
E01035666,49.2,50.8
E01004287,49.2,50.8
E01004247,49.2,50.8
E01004319,49.2,50.8
E01004698,49.2,50.8
E01016342,49.2,50.8
E01016401,49.2,50.8
E01016614,49.2,50.8
E01034456,49.2,50.8
E01034459,49.2,50.8
E01017079,49.2,50.8
E01017213,49.2,50.8
E01017190,49.2,50.8
E01017874,49.2,50.8
E01017900,49.2,50.8
E01020992,49.2,50.8
E01021099,49.2,50.8
E01022636,49.2,50.8
E01022684,49.2,50.8
E01022803,49.2,50.8
E01023092,49.2,50.8
E01023149,49.2,50.8
E01032824,49.2,50.8
E01024156,49.2,50.8
E01024209,49.2,50.8
E01024292,49.2,50.8
E01024314,49.2,50.8
E01024535,49.2,50.8
E01033212,49.2,50.8
E01035302,49.2,50.8
E01032942,49.2,50.8
E01028487,49.2,50.8
E01028722,49.2,50.8
E01034286,49.2,50.8
E01030369,49.2,50.8
E01030382,49.2,50.8
E01030465,49.2,50.8
E01030622,49.2,50.8
E01035356,49.2,50.8
E01030711,49.2,50.8
E01030713,49.2,50.8
E01030725,49.2,50.8
E01031594,49.2,50.8
E01031559,49.2,50.8
E01014481,49.2,50.8
E01014432,49.2,50.8
E01014577,49.2,50.8
E01014677,49.2,50.8
E01014733,49.2,50.8
E01014653,49.2,50.8
E01014574,49.2,50.8
E01014809,49.2,50.8
E01014894,49.2,50.8
E01014960,49.2,50.8
E01014916,49.2,50.8
E01015055,49.2,50.8
E01015049,49.2,50.8
E01015169,49.2,50.8
E01015529,49.2,50.8
E01015506,49.2,50.8
E01018760,49.2,50.8
E01034530,49.2,50.8
E01015345,49.2,50.8
E01015290,49.2,50.8
E01034376,49.2,50.8
E01020008,49.2,50.8
E01020114,49.2,50.8
E01020302,49.2,50.8
E01022149,49.2,50.8
E01022307,49.2,50.8
E01032935,49.2,50.8
E01034799,49.2,50.8
E01022404,49.2,50.8
E01029028,49.2,50.8
E01029213,49.2,50.8
E01029285,49.2,50.8
E01029300,49.2,50.8
E01029341,49.2,50.8
E01011993,49.1,50.9
E01012137,49.1,50.9
E01020739,49.1,50.9
E01020833,49.1,50.9
E01027375,49.1,50.9
E01008362,49.1,50.9
E01008455,49.1,50.9
E01008331,49.1,50.9
E01008534,49.1,50.9
E01008536,49.1,50.9
E01008691,49.1,50.9
E01008855,49.1,50.9
E01034515,49.1,50.9
E01012414,49.1,50.9
E01012417,49.1,50.9
E01012563,49.1,50.9
E01012647,49.1,50.9
E01012754,49.1,50.9
E01034664,49.1,50.9
E01018406,49.1,50.9
E01018584,49.1,50.9
E01018717,49.1,50.9
E01019086,49.1,50.9
E01019145,49.1,50.9
E01019269,49.1,50.9
E01019287,49.1,50.9
E01019300,49.1,50.9
E01024882,49.1,50.9
E01024965,49.1,50.9
E01025062,49.1,50.9
E01025188,49.1,50.9
E01025186,49.1,50.9
E01025313,49.1,50.9
E01025244,49.1,50.9
E01025582,49.1,50.9
E01004871,49.1,50.9
E01004819,49.1,50.9
E01004796,49.1,50.9
E01004827,49.1,50.9
E01005026,49.1,50.9
E01033685,49.1,50.9
E01034120,49.1,50.9
E01005183,49.1,50.9
E01005305,49.1,50.9
E01005349,49.1,50.9
E01005509,49.1,50.9
E01005722,49.1,50.9
E01033948,49.1,50.9
E01006146,49.1,50.9
E01006321,49.1,50.9
E01006284,49.1,50.9
E01006528,49.1,50.9
E01006960,49.1,50.9
E01007133,49.1,50.9
E01007148,49.1,50.9
E01007135,49.1,50.9
E01012800,49.1,50.9
E01013083,49.1,50.9
E01013431,49.1,50.9
E01013385,49.1,50.9
E01027865,49.1,50.9
E01034979,49.1,50.9
E01007426,49.1,50.9
E01007580,49.1,50.9
E01007757,49.1,50.9
E01008069,49.1,50.9
E01007908,49.1,50.9
E01008050,49.1,50.9
E01007983,49.1,50.9
E01010770,49.1,50.9
E01033694,49.1,50.9
E01034584,49.1,50.9
E01011219,49.1,50.9
E01011319,49.1,50.9
E01011806,49.1,50.9
E01011923,49.1,50.9
E01011934,49.1,50.9
E01013476,49.1,50.9
E01013492,49.1,50.9
E01013656,49.1,50.9
E01013754,49.1,50.9
E01013943,49.1,50.9
E01027095,49.1,50.9
E01027114,49.1,50.9
E01027024,49.1,50.9
E01027159,49.1,50.9
E01019690,49.1,50.9
E01025654,49.1,50.9
E01025641,49.1,50.9
E01025705,49.1,50.9
E01025780,49.1,50.9
E01025808,49.1,50.9
E01035097,49.1,50.9
E01033102,49.1,50.9
E01026141,49.1,50.9
E01026259,49.1,50.9
E01034707,49.1,50.9
E01027986,49.1,50.9
E01027991,49.1,50.9
E01028073,49.1,50.9
E01028156,49.1,50.9
E01033389,49.1,50.9
E01028311,49.1,50.9
E01028286,49.1,50.9
E01035509,49.1,50.9
E01014096,49.1,50.9
E01013989,49.1,50.9
E01014074,49.1,50.9
E01014165,49.1,50.9
E01014325,49.1,50.9
E01028835,49.1,50.9
E01028864,49.1,50.9
E01028888,49.1,50.9
E01029371,49.1,50.9
E01029408,49.1,50.9
E01029584,49.1,50.9
E01029642,49.1,50.9
E01029804,49.1,50.9
E01031171,49.1,50.9
E01032252,49.1,50.9
E01032472,49.1,50.9
E01009269,49.1,50.9
E01008905,49.1,50.9
E01009334,49.1,50.9
E01009371,49.1,50.9
E01009366,49.1,50.9
E01009332,49.1,50.9
E01009666,49.1,50.9
E01009887,49.1,50.9
E01010080,49.1,50.9
E01010159,49.1,50.9
E01010162,49.1,50.9
E01010324,49.1,50.9
E01010369,49.1,50.9
E01010551,49.1,50.9
E01015632,49.1,50.9
E01015809,49.1,50.9
E01015723,49.1,50.9
E01017585,49.1,50.9
E01017595,49.1,50.9
E01034438,49.1,50.9
E01018243,49.1,50.9
E01033458,49.1,50.9
E01021402,49.1,50.9
E01021446,49.1,50.9
E01021557,49.1,50.9
E01021651,49.1,50.9
E01021846,49.1,50.9
E01021972,49.1,50.9
E01023589,49.1,50.9
E01035600,49.1,50.9
E01026740,49.1,50.9
E01026832,49.1,50.9
E01026879,49.1,50.9
E01030181,49.1,50.9
E01029929,49.1,50.9
E01033933,49.1,50.9
E01000471,49.1,50.9
E01033937,49.1,50.9
E01000544,49.1,50.9
E01000918,49.1,50.9
E01001122,49.1,50.9
E01001298,49.1,50.9
E01001284,49.1,50.9
E01001333,49.1,50.9
E01001888,49.1,50.9
E01002042,49.1,50.9
E01002121,49.1,50.9
E01002123,49.1,50.9
E01002182,49.1,50.9
E01002220,49.1,50.9
E01002338,49.1,50.9
E01002423,49.1,50.9
E01002587,49.1,50.9
E01002646,49.1,50.9
E01002700,49.1,50.9
E01033863,49.1,50.9
E01003389,49.1,50.9
E01003591,49.1,50.9
E01003556,49.1,50.9
E01003572,49.1,50.9
E01003530,49.1,50.9
E01003599,49.1,50.9
E01003674,49.1,50.9
E01003661,49.1,50.9
E01032803,49.1,50.9
E01004190,49.1,50.9
E01004423,49.1,50.9
E01004430,49.1,50.9
E01004715,49.1,50.9
E01035718,49.1,50.9
E01016081,49.1,50.9
E01016258,49.1,50.9
E01016425,49.1,50.9
E01016358,49.1,50.9
E01016360,49.1,50.9
E01016399,49.1,50.9
E01016416,49.1,50.9
E01016377,49.1,50.9
E01016536,49.1,50.9
E01033511,49.1,50.9
E01016979,49.1,50.9
E01017121,49.1,50.9
E01017196,49.1,50.9
E01017710,49.1,50.9
E01017921,49.1,50.9
E01021003,49.1,50.9
E01022506,49.1,50.9
E01022898,49.1,50.9
E01022877,49.1,50.9
E01023096,49.1,50.9
E01024259,49.1,50.9
E01024347,49.1,50.9
E01024796,49.1,50.9
E01032944,49.1,50.9
E01028488,49.1,50.9
E01028578,49.1,50.9
E01028629,49.1,50.9
E01028661,49.1,50.9
E01028702,49.1,50.9
E01030706,49.1,50.9
E01030772,49.1,50.9
E01030917,49.1,50.9
E01031354,49.1,50.9
E01031585,49.1,50.9
E01031808,49.1,50.9
E01014386,49.1,50.9
E01014588,49.1,50.9
E01014664,49.1,50.9
E01014678,49.1,50.9
E01014568,49.1,50.9
E01014799,49.1,50.9
E01014742,49.1,50.9
E01014975,49.1,50.9
E01015177,49.1,50.9
E01015179,49.1,50.9
E01033842,49.1,50.9
E01015505,49.1,50.9
E01032701,49.1,50.9
E01018861,49.1,50.9
E01034869,49.1,50.9
E01015292,49.1,50.9
E01015406,49.1,50.9
E01020113,49.1,50.9
E01020289,49.1,50.9
E01022165,49.1,50.9
E01022240,49.1,50.9
E01022320,49.1,50.9
E01029131,49.1,50.9
E01012144,49,51
E01012289,49,51
E01034494,49,51
E01020696,49,51
E01020802,49,51
E01027477,49,51
E01008243,49,51
E01012375,49,51
E01012458,49,51
E01012656,49,51
E01018501,49,51
E01018448,49,51
E01034660,49,51
E01018558,49,51
E01018741,49,51
E01019116,49,51
E01019179,49,51
E01019173,49,51
E01019143,49,51
E01019339,49,51
E01025247,49,51
E01025338,49,51
E01004784,49,51
E01004932,49,51
E01004985,49,51
E01004983,49,51
E01004969,49,51
E01005034,49,51
E01005164,49,51
E01005145,49,51
E01005232,49,51
E01034127,49,51
E01005448,49,51
E01005406,49,51
E01005437,49,51
E01005462,49,51
E01005638,49,51
E01005868,49,51
E01005874,49,51
E01006058,49,51
E01006183,49,51
E01006295,49,51
