LSOA code,1 car or van in household,2 cars or vans in household,3 or more cars or vans in household,No cars or vans in household
E01009644,45.22760646,32.59911894,8.223201175,13.95007342
E01009645,45.21276596,29.78723404,10.28368794,14.71631206
E01009646,41.41914191,36.13861386,10.2310231,12.21122112
E01009647,43.62089915,22.7217497,6.318347509,27.33900365
E01009648,45.21008403,33.61344538,9.075630252,12.10084034
E01009649,42.33449477,32.40418118,8.18815331,17.07317073
E01009650,32.01581028,9.749670619,2.503293808,55.7312253
E01009651,31.42076503,6.830601093,0.409836066,61.33879781
E01009652,40,34.03225806,10.32258065,15.64516129
E01009653,41.39020537,33.96524487,9.478672986,15.16587678
E01009654,47.96061885,27.56680731,6.891701828,17.58087201
E01009655,44.37869822,20.47337278,4.26035503,30.88757396
E01009656,45.15669516,14.81481481,3.133903134,36.89458689
E01009657,43.93442623,27.70491803,10.49180328,17.86885246
E01009658,47.01257862,23.74213836,6.761006289,22.48427673
E01009659,38.07692308,8.717948718,1.025641026,52.17948718
E01009660,40.79754601,18.09815951,7.055214724,34.04907975
E01009661,34.16770964,8.886107635,2.503128911,54.44305382
E01009662,39.29824561,20.70175439,8.421052632,31.57894737
E01009663,46.36510501,24.39418417,7.915993538,21.32471729
E01009664,45.27027027,24.49324324,7.263513514,22.97297297
E01009665,33.05263158,36.42105263,17.68421053,12.84210526
E01009666,41.48727984,40.31311155,9.784735812,8.414872798
E01009667,41.94690265,31.85840708,11.85840708,14.33628319
E01009668,43.87917329,34.81717011,10.33386328,10.96979332
E01009669,35.91397849,37.84946237,14.62365591,11.61290323
E01009670,39.57703927,33.98791541,13.29305136,13.14199396
E01009671,24.20537897,37.40831296,33.98533007,4.400977995
E01009672,36.36363636,37.45454545,16.84848485,9.333333333
E01009674,42.74193548,21.23655914,5.376344086,30.64516129
E01009676,49.55882353,23.38235294,7.205882353,19.85294118
E01009679,34.33208489,15.2309613,3.870162297,46.56679151
E01009681,41.39194139,31.5018315,11.17216117,15.93406593
E01009682,43.2885906,32.04697987,10.5704698,14.09395973
E01009683,46.47887324,20.14084507,4.366197183,29.01408451
E01009684,45.16129032,18.47507331,3.225806452,33.13782991
E01009685,48.18435754,25.27932961,8.519553073,18.01675978
E01009686,45.18518519,29.92592593,12.14814815,12.74074074
E01009687,51.91986644,25.04173623,7.34557596,15.69282137
E01009688,45.3968254,16.66666667,4.603174603,33.33333333
E01009689,42.21491228,8.552631579,2.850877193,46.38157895
E01009690,46.23824451,15.67398119,3.29153605,34.79623824
E01009691,45.18272425,13.95348837,3.322259136,37.54152824
E01009692,45.40229885,30.07662835,8.429118774,16.09195402
E01009693,48.07692308,25.29585799,8.284023669,18.34319527
E01009694,41.20521173,33.71335505,8.469055375,16.61237785
E01009695,46.37096774,29.70430108,7.930107527,15.99462366
E01009696,43.53846154,31.84615385,9.384615385,15.23076923
E01009697,40.02306805,39.56170704,10.95732411,9.457900807
E01009698,38.07266983,36.17693523,13.74407583,12.00631912
E01009699,45.45454545,28.3891547,8.293460925,17.86283892
E01009700,39.25570228,12.00480192,3.721488595,45.0180072
E01009701,39.49579832,22.26890756,7.703081232,30.53221289
E01009702,42.0624152,15.46811398,2.442333786,40.02713704
E01009704,40.36850921,37.52093802,13.23283082,8.877721943
E01009705,38.4083045,37.19723183,13.84083045,10.55363322
E01009706,42.54658385,32.45341615,11.49068323,13.50931677
E01009707,42.27086183,33.37893297,12.99589603,11.35430917
E01009708,48.9291598,24.05271829,8.23723229,18.78088962
E01009709,41.27358491,7.547169811,2.122641509,49.05660377
E01009710,45.43946932,23.38308458,5.472636816,25.70480929
E01009711,40.95744681,29.78723404,7.04787234,22.20744681
E01009712,40.06734007,28.95622896,8.585858586,22.39057239
E01009713,48.56596558,24.47418738,11.28107075,15.67877629
E01009714,46.70231729,26.20320856,8.021390374,19.07308378
E01009715,44.1025641,25.12820513,5.128205128,25.64102564
E01009716,44.08099688,28.66043614,9.813084112,17.44548287
E01009717,42.03152364,33.80035026,9.45709282,14.71103327
E01009718,39.57345972,12.55924171,3.08056872,44.78672986
E01009719,41.44620811,33.15696649,13.22751323,12.16931217
E01009720,35.10436433,39.65844402,22.0113852,3.225806452
E01009721,47.74774775,30.63063063,5.405405405,16.21621622
E01009722,43.1147541,34.09836066,10.16393443,12.62295082
E01009723,28.47826087,46.73913043,19.7826087,5
E01009724,38.68378812,41.25200642,12.52006421,7.544141252
E01009725,41.83835182,19.96830428,5.863708399,32.3296355
E01009726,42.96160878,34.55210238,10.78610603,11.70018282
E01009727,43.34532374,35.61151079,13.48920863,7.553956835
E01009728,38.94523327,33.87423935,16.22718053,10.95334686
E01009729,45.69640063,31.14241002,8.607198748,14.55399061
E01009730,35.00784929,36.57770801,18.83830455,9.576138148
E01009731,49.25373134,29.44369064,8.005427408,13.29715061
E01009732,42.03480589,28.51405622,10.04016064,19.41097724
E01009733,37.32912723,10.1997897,1.892744479,50.57833859
E01009734,40.94256259,24.30044183,8.394698085,26.3622975
E01009735,41.27659574,35.74468085,12.4822695,10.4964539
E01009736,41.90938511,31.06796117,10.03236246,16.99029126
E01009737,42.79600571,27.2467903,10.12838802,19.82881598
E01009738,38.0794702,36.09271523,10.7615894,15.06622517
E01009739,41.96969697,28.63636364,7.575757576,21.81818182
E01009740,43.9165701,26.07184241,8.342989571,21.66859791
E01009741,36.22119816,11.05990783,3.870967742,48.84792627
E01009742,41.76646707,23.95209581,7.784431138,26.49700599
E01009743,42.23163842,22.45762712,7.485875706,27.82485876
E01009744,37.69730734,19.40575673,6.128133705,36.76880223
E01009745,44.48924731,29.97311828,9.946236559,15.59139785
E01009746,45.36199095,12.21719457,4.524886878,37.8959276
E01009747,48.18049491,21.25181951,5.38573508,25.18195051
E01009748,43.39339339,21.92192192,5.705705706,28.97897898
E01009749,36.7983368,41.995842,11.64241164,9.563409563
E01009750,44.03361345,27.05882353,9.579831933,19.32773109
E01009751,43.73177843,20.99125364,6.997084548,28.27988338
E01009752,44.42724458,23.06501548,6.501547988,26.00619195
E01009753,45.39579968,21.64781906,6.462035541,26.49434572
E01009754,40.98124098,24.53102453,7.936507937,26.55122655
E01009756,45.4887218,18.23308271,6.578947368,29.69924812
E01009757,44.19953596,29.69837587,7.88863109,18.21345708
E01009758,40.84919473,26.50073206,6.149341142,26.50073206
E01009759,41.61849711,31.98458574,14.0655106,12.33140655
E01009760,43.32061069,27.48091603,7.633587786,21.5648855
E01009762,45.256917,15.81027668,4.545454545,34.38735178
E01009763,39.00226757,23.46938776,7.936507937,29.59183673
E01009764,41.7721519,34.01898734,12.1835443,12.02531646
E01009765,44.21052632,30.82706767,8.270676692,16.69172932
E01009766,44.76744186,22.6744186,9.156976744,23.40116279
E01009767,41.64133739,26.29179331,8.96656535,23.10030395
E01009768,40.92409241,24.91749175,11.05610561,23.10231023
E01009769,38.59223301,14.68446602,5.946601942,40.77669903
E01009770,43.01412873,24.64678179,8.477237049,23.86185243
E01009771,38.04347826,33.22981366,10.2484472,18.47826087
E01009772,41.02564103,32.74161736,7.495069034,18.73767258
E01009773,41.2462908,24.62908012,7.715133531,26.40949555
E01009774,37.28323699,31.3583815,12.13872832,19.21965318
E01009775,40.51446945,24.11575563,10.28938907,25.08038585
E01009776,38.04713805,32.49158249,17.17171717,12.28956229
E01009777,37.27272727,30,11.36363636,21.36363636
E01009778,39.49447077,33.01737757,13.58609795,13.90205371
E01009779,43.36661912,24.39372325,8.416547789,23.82310984
E01009780,37.58865248,39.12529551,16.66666667,6.619385343
E01009781,35.05039194,23.74020157,9.518477044,31.69092945
E01009782,41.67776298,28.22902796,7.456724368,22.63648469
E01009783,44.81605351,24.24749164,8.695652174,22.24080268
E01009784,37.32057416,40.98883573,16.74641148,4.944178628
E01009785,37.80120482,34.48795181,14.45783133,13.25301205
E01009786,45.48387097,20.32258065,6.129032258,28.06451613
E01009787,30.84745763,41.69491525,20,7.457627119
E01009788,42.17877095,20.11173184,5.865921788,31.84357542
E01009789,39.238653,36.89604685,9.224011713,14.64128843
E01009790,40.77253219,26.60944206,5.722460658,26.89556509
E01009791,38.97280967,29.00302115,11.32930514,20.69486405
E01009792,50.15923567,21.81528662,7.802547771,20.22292994
E01009793,36.66121113,39.27986907,15.05728314,9.001636661
E01009794,41.65341812,36.40699523,10.17488076,11.76470588
E01009795,46.31860776,19.67871486,5.087014726,28.91566265
E01009796,41.07424961,31.43759874,13.1121643,14.37598736
E01009797,41.96018377,24.8085758,7.810107198,25.42113323
E01009798,45.5721393,31.24378109,7.462686567,15.72139303
E01009799,42.16524217,29.48717949,9.544159544,18.8034188
E01009800,39.10355487,29.82998454,13.29211747,17.77434312
E01009801,33.95415473,34.24068768,16.4756447,15.32951289
E01009802,37.79411765,33.82352941,13.08823529,15.29411765
E01009803,30.86419753,41.97530864,16.35802469,10.80246914
E01009804,37.4301676,37.61638734,16.01489758,8.938547486
E01009805,43.03215926,32.00612557,10.26033691,14.70137825
E01009806,49.57020057,25.35816619,10.17191977,14.89971347
E01009807,36.18157543,39.1188251,14.28571429,10.41388518
E01009808,37.05583756,40.94754653,14.21319797,7.783417936
E01009809,41.37426901,22.66081871,7.602339181,28.3625731
E01009810,39.79193758,33.81014304,10.53315995,15.86475943
E01009811,37.09923664,33.28244275,12.21374046,17.40458015
E01009812,28.20069204,44.6366782,19.20415225,7.958477509
E01009813,48.08575804,26.64624809,7.350689127,17.91730475
E01009814,35.3515625,42.578125,12.890625,9.1796875
E01009815,29.43548387,43.5483871,20.36290323,6.653225806
E01009816,39.55119215,38.99018233,10.37868163,11.0799439
E01009817,38.24626866,35.82089552,15.29850746,10.63432836
E01009818,39.63636364,31.81818182,7.818181818,20.72727273
E01009819,40.02911208,36.82678311,10.33478894,12.80931587
E01009820,42.75037369,30.04484305,11.95814649,15.24663677
E01009821,43.28358209,34.49419569,11.11111111,11.11111111
E01009822,40.76335878,31.29770992,13.4351145,14.50381679
E01009823,33.33333333,38.4180791,19.39736347,8.851224105
E01009824,41.12149533,27.92056075,6.191588785,24.76635514
E01009825,34.57792208,31.98051948,12.82467532,20.61688312
E01009826,40.3785489,37.06624606,13.40694006,9.148264984
E01009827,29.14012739,41.08280255,22.29299363,7.484076433
E01009828,39.92994746,30.29772329,10.85814361,18.91418564
E01009829,37.44,38.24,12.8,11.52
E01009830,31.64556962,44.46202532,14.87341772,9.018987342
E01009831,44.40944882,22.51968504,9.448818898,23.62204724
E01009832,43.16939891,23.08743169,5.737704918,28.00546448
E01009833,43.12617702,19.02071563,8.851224105,29.00188324
E01009834,40.40816327,22.04081633,9.795918367,27.75510204
E01009835,37.64510779,32.0066335,15.92039801,14.4278607
E01009836,36.94915254,14.91525424,3.163841808,44.97175141
E01009837,46.46616541,21.35338346,8.571428571,23.60902256
E01009838,40.31791908,30.34682081,9.971098266,19.36416185
E01009839,41.94577352,24.24242424,9.728867624,24.08293461
E01009840,43.75,18.19852941,5.330882353,32.72058824
E01009841,42.34769688,18.12778603,5.349182764,34.17533432
E01009842,42.6035503,14.64497041,6.360946746,36.39053254
E01009843,43.59756098,29.11585366,9.298780488,17.98780488
E01009844,34.35980551,17.99027553,8.103727715,39.54619125
E01009845,29.95391705,43.93241167,18.89400922,7.219662058
E01009846,31.39717425,37.20565149,17.73940345,13.6577708
E01009847,39.64401294,34.78964401,12.78317152,12.78317152
E01009848,43.72990354,27.65273312,10.45016077,18.16720257
E01009849,37.51914242,33.23124043,12.25114855,16.99846861
E01009850,38.91402715,33.03167421,12.21719457,15.83710407
E01009851,34.98452012,39.78328173,13.46749226,11.76470588
E01009852,31.18811881,41.91419142,18.31683168,8.580858086
E01009853,43.31723027,34.94363929,11.27214171,10.46698873
E01009854,34.72868217,39.68992248,16.58914729,8.992248062
E01009855,29.98454405,43.12210201,21.32921175,5.564142195
E01009856,43.98766701,20.14388489,8.119218911,27.74922919
E01009857,41.91702432,26.18025751,6.723891273,25.1788269
E01009858,52.08955224,21.49253731,4.626865672,21.79104478
E01009859,33.90357698,42.14618974,15.55209953,8.398133748
E01009860,37.38170347,38.170347,14.82649842,9.621451104
E01009861,44.95159059,27.24757953,7.053941909,20.74688797
E01009862,39.9204244,26.92307692,8.090185676,25.066313
E01009863,44.31818182,34.21717172,7.954545455,13.51010101
E01009864,42.19269103,30.23255814,10.63122924,16.94352159
E01009865,42.70676692,25.26315789,5.864661654,26.16541353
E01009866,42.37726098,23.90180879,9.560723514,24.16020672
E01009867,40.76163611,27.92665726,13.25811001,18.05359661
E01009868,46.00301659,26.84766214,7.088989442,20.06033183
E01009869,40.44444444,30.07407407,12.74074074,16.74074074
E01009870,42.17506631,28.91246684,9.681697613,19.23076923
E01009871,46.7032967,23.73626374,7.472527473,22.08791209
E01009872,44.22700587,23.28767123,8.414872798,24.0704501
E01009873,42.33128834,28.06748466,10.58282209,19.01840491
E01009874,44.65517241,24.48275862,11.89655172,18.96551724
E01009875,46.37223975,22.39747634,8.201892744,23.02839117
E01009876,41.18518519,26.22222222,10.37037037,22.22222222
E01009877,43.5171386,17.4366617,5.812220566,33.23397914
E01009878,41.58305463,37.68115942,10.81382386,9.921962096
E01009879,42.72251309,24.81675393,9.319371728,23.14136126
E01009880,35.39823009,36.63716814,19.2920354,8.672566372
E01009882,40.98939929,28.62190813,10.60070671,19.78798587
E01009883,37.21633888,29.65204236,6.354009077,26.77760968
E01009884,45.03205128,19.07051282,7.692307692,28.20512821
E01009885,37.91044776,19.85074627,7.313432836,34.92537313
E01009886,40.19323671,12.65700483,4.057971014,43.09178744
E01009887,41.24031008,27.13178295,9.92248062,21.70542636
E01009888,39.49329359,31.89269747,11.02831595,17.585693
E01009889,39.81403212,15.21555368,4.649196957,40.32121724
E01009890,42.62295082,25.78241431,7.898658718,23.69597615
E01009891,38.94080997,23.20872274,7.943925234,29.90654206
E01009892,38.25816485,15.08553655,4.66562986,41.99066874
E01009893,42.79141104,14.87730061,3.834355828,38.49693252
E01009894,39.36781609,26.72413793,10.77586207,23.13218391
E01009895,40.12841091,25.04012841,12.84109149,21.99036918
E01009896,37.10482529,39.43427621,13.81031614,9.650582363
E01009897,37.47927032,37.31343284,14.4278607,10.77943615
E01009898,40.53651267,28.61400894,13.71087928,17.13859911
E01009899,37.31825525,37.31825525,11.47011309,13.89337641
E01009900,42.67716535,31.02362205,13.38582677,12.91338583
E01009901,34.75513428,32.85939968,15.95576619,16.42969984
E01009902,43.95393474,35.31669866,11.90019194,8.829174664
E01009903,39.3258427,37.23916533,15.24879615,8.186195827
E01009904,39.05228758,36.11111111,11.2745098,13.5620915
E01009905,44.94720965,29.56259427,9.803921569,15.68627451
E01009906,44.86187845,16.13259669,3.64640884,35.35911602
E01009907,45.02228826,27.9346211,6.389301634,20.653789
E01009908,41.65457184,34.68795356,8.563134978,15.09433962
E01009909,42.01183432,29.8816568,11.53846154,16.56804734
E01009910,42.17877095,22.20670391,7.82122905,27.79329609
E01009911,46.76616915,30.51409619,9.950248756,12.7694859
E01009912,43.14606742,36.40449438,12.35955056,8.08988764
E01009913,45.62211982,28.7250384,9.523809524,16.12903226
E01009914,36.27118644,38.98305085,13.22033898,11.52542373
E01009915,44.7761194,29.03663501,14.92537313,11.26187246
E01009916,41.4021164,32.14285714,9.391534392,17.06349206
E01009917,38.4305835,39.63782696,14.08450704,7.847082495
E01009918,41.98347107,28.42975207,7.933884298,21.65289256
E01009919,41.83266932,34.06374502,13.34661355,10.75697211
E01009920,40.93406593,37.91208791,10.85164835,10.3021978
E01009921,45.06666667,11.6,2.666666667,40.66666667
E01009922,49.10179641,21.35728543,8.183632735,21.35728543
E01009923,41.86046512,26.07973422,8.305647841,23.75415282
E01009924,51.97472354,20.22116904,3.317535545,24.48657188
E01009925,44.1426146,28.18336163,5.772495756,21.90152801
E01009926,49.8381877,16.82847896,5.177993528,28.15533981
E01009927,43.84949349,14.61649783,2.460202605,39.07380608
E01009928,43.48404255,12.5,1.861702128,42.15425532
E01009929,41.54057772,22.42090784,3.71389271,32.32462173
E01009930,44.56521739,20.80745342,6.211180124,28.41614907
E01009931,44.1207076,30.8012487,12.07075963,13.00728408
E01009932,41.48802018,10.84489281,4.287515763,43.37957125
E01009933,39.70856102,24.7723133,9.836065574,25.68306011
E01009934,48.06070826,15.17706577,5.059021922,31.70320405
E01009935,33.33333333,18.53986551,5.475504323,42.65129683
E01009936,43.24734446,31.107739,8.801213961,16.84370258
E01009937,40.68627451,22.38562092,7.516339869,29.41176471
E01009938,42.5,24.11764706,6.764705882,26.61764706
E01009939,40.79528719,27.98232695,9.72017673,21.50220913
E01009940,41.48760331,22.14876033,8.099173554,28.26446281
E01009941,42.46353323,25.28363047,9.724473258,22.52836305
E01009942,42.79141104,25.61349693,6.595092025,25
E01009943,38.16326531,25.30612245,7.142857143,29.3877551
E01009944,38.65814696,26.51757188,7.987220447,26.8370607
E01009946,40.84302326,29.94186047,11.62790698,17.5872093
E01009947,42.48079034,22.17343578,8.562019759,26.78375412
E01009948,41.54351396,32.8407225,12.15106732,13.46469622
E01009949,33.96880416,36.22183709,18.02426343,11.78509532
E01009950,42.83536585,24.69512195,10.67073171,21.79878049
E01009951,43.16682375,10.74458058,1.696512724,44.39208294
E01009952,41.27659574,15.74468085,4.787234043,38.19148936
E01009953,39.67112025,21.68550874,5.549845838,33.09352518
E01009954,42.91390728,25.82781457,8.344370861,22.91390728
E01009955,40.51918736,17.83295711,9.14221219,32.50564334
E01009956,44.98607242,22.28412256,6.545961003,26.18384401
E01009957,44.89208633,19.28057554,4.028776978,31.79856115
E01009958,38.55421687,35.69277108,13.40361446,12.34939759
E01009959,37.76683087,39.73727422,13.79310345,8.702791461
E01009960,40.12738854,21.65605096,7.961783439,30.25477707
E01009961,43.75,29.73484848,8.522727273,17.99242424
E01009962,40.35087719,19.29824561,6.04288499,34.3079922
E01009963,43.2,17.4,5.6,33.8
E01009964,41.26712329,20.37671233,4.794520548,33.56164384
E01009965,43.04635762,19.86754967,6.181015453,30.90507726
E01009966,46.12068966,20.25862069,6.034482759,27.5862069
E01009967,37.79220779,32.5974026,6.883116883,22.72727273
E01009968,38.93249608,28.72841444,15.855573,16.48351648
E01009969,47.81523096,20.72409488,7.740324594,23.72034956
E01009970,43.45930233,26.01744186,7.994186047,22.52906977
E01009971,42.75256223,22.54758419,7.75988287,26.93997072
E01009972,36.20457604,36.06998654,13.4589502,14.26648721
E01009973,37.33681462,35.11749347,15.92689295,11.61879896
E01009974,40.56886228,28.59281437,14.82035928,16.01796407
E01009975,37.24035608,34.42136499,13.20474777,15.13353116
E01009976,45.94339623,30.75471698,8.396226415,14.90566038
E01009977,42.3028786,22.40300375,7.259073842,28.0350438
E01009978,42.21879815,23.42064715,10.47765794,23.88289676
E01009979,34.51118963,13.6631331,3.651354535,48.17432273
E01009980,43.13953488,21.62790698,6.976744186,28.25581395
E01009981,40.02624672,20.47244094,8.005249344,31.49606299
E01009982,39.49275362,21.19565217,8.876811594,30.43478261
E01009983,46.01328904,19.93355482,6.146179402,27.90697674
E01009985,42.81391831,16.49016641,4.689863843,36.00605144
E01009986,37.52310536,16.8207024,5.914972274,39.74121996
E01009987,35.58178752,11.80438449,1.854974705,50.75885329
E01009988,42.54716981,18.20754717,3.962264151,35.28301887
E01009989,40.67278287,18.50152905,4.281345566,36.54434251
E01009991,41.06508876,22.72189349,7.692307692,28.52071006
E01009992,40.81300813,21.62601626,6.829268293,30.73170732
E01009993,41.57458564,14.08839779,3.591160221,40.74585635
E01009994,44.30577223,21.06084243,6.864274571,27.76911076
E01009995,46.50793651,23.65079365,6.507936508,23.33333333
E01009996,37.75038521,17.87365177,4.006163328,40.36979969
E01009997,44.30955994,23.97572079,6.069802731,25.64491654
E01009998,41.4091471,22.24969098,5.809641533,30.5315204
E01009999,47.22719141,25.04472272,7.871198569,19.8568873
E01010000,45.81673307,24.56839309,10.22576361,19.38911023
E01010001,46.67535854,20.73011734,6.127770535,26.46675359
E01010002,49.82698962,25.49019608,7.497116494,17.18569781
E01010003,41.13475177,14.18439716,3.404255319,41.27659574
E01010004,44.36781609,16.89655172,4.942528736,33.79310345
E01010005,41.84514003,23.723229,9.060955519,25.37067545
E01010006,41.06351551,28.95125554,9.305760709,20.67946824
E01010007,48.06629834,21.1786372,6.629834254,24.1252302
E01010008,42.4,26.88,9.92,20.8
E01010009,46.27949183,25.77132486,9.43738657,18.51179673
E01010010,45.61403509,14.35406699,3.827751196,36.20414673
E01010011,47.90502793,22.62569832,8.379888268,21.08938547
E01010012,46.05954466,29.42206655,8.756567426,15.76182137
E01010013,47.80114723,25.43021033,9.942638623,16.82600382
E01010014,44.90674319,25.53802009,8.034433286,21.52080344
E01010015,38.85793872,28.96935933,11.14206128,21.03064067
E01010016,44.13680782,17.58957655,9.283387622,28.99022801
E01010017,39.17995444,12.30068337,3.872437358,44.64692483
E01010018,46.35364635,23.17682318,5.394605395,25.07492507
E01010019,44.07796102,14.54272864,5.997001499,35.38230885
E01010020,40.31339031,26.63817664,8.831908832,24.21652422
E01010021,40.32496307,23.33825702,4.726735598,31.61004431
E01010022,47.03049759,28.08988764,11.07544141,13.80417335
E01010023,43.78172589,25.76142132,7.106598985,23.35025381
E01010024,47.42424242,28.03030303,8.03030303,16.51515152
E01010025,41.76136364,21.73295455,5.681818182,30.82386364
E01010026,43.15642458,29.05027933,8.379888268,19.41340782
E01010027,41.46341463,31.2195122,10.08130081,17.23577236
E01010028,47.22222222,19.75308642,3.395061728,29.62962963
E01010029,41.58249158,12.45791246,2.525252525,43.43434343
E01010030,39.05160391,11.71548117,3.905160391,45.32775453
E01010031,38.22714681,13.29639889,2.770083102,45.70637119
E01010032,41.81117534,16.57032755,3.082851638,38.53564547
E01010033,37.62886598,14.43298969,3.221649485,44.71649485
E01010034,39.67935872,35.47094188,17.03406814,7.815631263
E01010035,46.32107023,29.09698997,11.0367893,13.5451505
E01010036,43.12590449,25.61505065,7.380607815,23.87843705
E01010037,44.10569106,19.10569106,5.284552846,31.50406504
E01010038,43.36158192,26.1299435,6.497175141,24.01129944
E01010039,41.32985658,31.02998696,7.170795306,20.46936115
E01010040,41.14671164,27.82462057,9.612141653,21.41652614
E01010041,40.90909091,17.17171717,4.292929293,37.62626263
E01010042,45.86929716,23.92108508,6.658446363,23.55117139
E01010043,40.2027027,33.9527027,12.83783784,13.00675676
E01010044,47.74919614,24.59807074,5.627009646,22.02572347
E01010045,41.875,23.75,9.53125,24.84375
E01010046,43.34975369,21.42857143,6.403940887,28.81773399
E01010047,41.62436548,21.65820643,9.983079526,26.73434856
E01010048,40,17.52380952,3.619047619,38.85714286
E01010049,37.65541741,13.4991119,5.328596803,43.51687389
E01010050,39.18128655,26.1208577,8.771929825,25.92592593
E01010051,38.94523327,22.92089249,8.519269777,29.61460446
E01010052,45.16806723,16.59663866,4.831932773,33.40336134
E01010053,41.79104478,18.20895522,7.910447761,32.08955224
E01010054,33.33333333,8.442982456,2.631578947,55.59210526
E01010055,48.65718799,12.164297,3.791469194,35.38704581
E01010056,41.24809741,17.96042618,7.610350076,33.18112633
E01010057,39.19308357,15.70605187,4.034582133,41.06628242
E01010058,41.84615385,18,5.076923077,35.07692308
E01010059,38.77840909,17.04545455,4.971590909,39.20454545
E01010060,37.37517832,13.40941512,3.138373752,46.07703281
E01010061,30.74074074,18.7037037,4.814814815,45.74074074
E01010062,38.07285546,15.98119859,3.290246769,42.65569918
E01010064,41.8227216,12.48439451,4.369538077,41.32334582
E01010066,40.8045977,15.22988506,6.465517241,37.5
E01010067,42.37288136,14.83050847,3.248587571,39.5480226
E01010068,40.83094556,25.07163324,6.303724928,27.79369628
E01010069,34.70507545,34.84224966,15.08916324,15.36351166
E01010070,44.53883495,17.59708738,6.917475728,30.94660194
E01010071,42.60614934,21.22986823,7.320644217,28.84333821
E01010072,50.61728395,17.48971193,4.115226337,27.77777778
E01010073,43.96825397,21.42857143,8.571428571,26.03174603
E01010075,37.60162602,35.36585366,16.2601626,10.77235772
E01010076,38.79210221,19.04761905,5.342624855,36.81765389
E01010077,42.66666667,17.77777778,4.888888889,34.66666667
E01010078,43.48659004,31.80076628,10.72796935,13.98467433
E01010079,37.88617886,33.65853659,12.5203252,15.93495935
E01010080,38.98305085,18.12255541,3.780964798,39.11342894
E01010081,43.22289157,29.36746988,8.28313253,19.12650602
E01010082,35.12880562,36.76814988,12.06088993,16.04215457
E01010083,39.88439306,29.33526012,7.514450867,23.26589595
E01010084,45.76576577,21.8018018,6.126126126,26.30630631
E01010085,40.60150376,27.51879699,8.571428571,23.30827068
E01010086,41.56804734,24.26035503,5.029585799,29.14201183
E01010087,45.08856683,29.46859903,7.085346216,18.35748792
E01010088,41.7699115,27.61061947,9.557522124,21.0619469
E01010089,43.45323741,24.02877698,9.352517986,23.16546763
E01010090,44.3361754,16.32155907,5.237515225,34.1047503
E01010091,43.62318841,20,6.52173913,29.85507246
E01010092,42.82115869,20.52896725,6.171284635,30.47858942
E01010093,37.78089888,19.80337079,2.808988764,39.60674157
E01010094,43.28097731,24.2582897,8.551483421,23.90924956
E01010095,45.70596798,21.39737991,5.531295488,27.36535662
E01010096,41.70854271,18.46733668,4.899497487,34.92462312
E01010097,45.66326531,24.48979592,8.928571429,20.91836735
E01010098,43.71921182,18.96551724,5.049261084,32.26600985
E01010099,42.81437126,21.85628743,9.431137725,25.89820359
E01010100,40.94052559,24.89626556,10.65006916,23.5131397
E01010101,36.64864865,10.37837838,3.783783784,49.18918919
E01010102,35.73446328,12.42937853,4.943502825,46.89265537
E01010103,36.07068607,10.91476091,3.118503119,49.8960499
E01010104,39.75460123,12.14723926,5.27607362,42.82208589
E01010105,35.25046382,22.07792208,16.69758813,25.97402597
E01010106,39.77987421,12.26415094,5.188679245,42.7672956
E01010107,35.08114856,8.8639201,4.619225968,51.43570537
E01010108,34.71615721,37.33624454,20.19650655,7.751091703
E01010109,41.89602446,33.18042813,15.13761468,9.785932722
E01010110,40.1384083,33.21799308,18.16608997,8.477508651
E01010111,39.84251969,13.22834646,3.937007874,42.99212598
E01010112,47.81341108,24.19825073,5.685131195,22.303207
E01010113,45.75045208,18.26401447,7.05244123,28.93309222
E01010114,39.69270166,30.34571063,12.80409731,17.1574904
E01010115,39.3442623,31.29657228,16.39344262,12.9657228
E01010116,31.79190751,45.85741811,17.14836224,5.202312139
E01010117,34.45229682,37.45583039,18.02120141,10.07067138
E01010118,42.1471173,32.00795229,11.53081511,14.31411531
E01010119,33.33333333,37,14,15.66666667
E01010120,44.35857805,19.31993818,4.791344668,31.5301391
E01010121,35.52631579,35.36184211,15.13157895,13.98026316
E01010122,36.09271523,37.58278146,12.25165563,14.07284768
E01010123,35.45310016,29.88871224,14.78537361,19.87281399
E01010124,38.38709677,36.61290323,12.09677419,12.90322581
E01010125,41.73602854,12.60404281,4.994054697,40.66587396
E01010126,41.03773585,13.83647799,3.459119497,41.66666667
E01010127,43.50736278,24.63186078,6.425702811,25.43507363
E01010128,44.73282443,19.54198473,5.34351145,30.38167939
E01010129,36.06998654,14.53566622,3.230148048,46.16419919
E01010130,40.07731959,14.30412371,3.479381443,42.13917526
E01010131,38.26086957,14.20289855,3.47826087,44.05797101
E01010132,38.97763578,32.74760383,11.18210863,17.09265176
E01010133,40.87591241,28.75912409,10.94890511,19.41605839
E01010134,37.08838821,38.82149047,10.57192374,13.51819757
E01010135,40.74074074,30.09259259,10.49382716,18.67283951
E01010136,41.796875,40.234375,10.9375,7.03125
E01010137,39.9688958,20.52877138,8.398133748,31.10419907
E01010138,41.12627986,33.27645051,11.77474403,13.8225256
E01010139,48.37962963,17.59259259,7.407407407,26.62037037
E01010140,41.94078947,14.63815789,4.605263158,38.81578947
E01010141,41.49443561,11.12877583,2.543720191,44.83306836
E01010142,40.34536892,11.93092622,2.51177394,45.21193093
