LSOA code,1 car or van in household,2 cars or vans in household,3 or more cars or vans in household,No cars or vans in household
E01000001,29.03225806,3.464755078,1.19474313,66.30824373
E01000002,25.24271845,3.155339806,1.45631068,70.14563107
E01000003,16.61750246,1.474926254,0.688298918,81.21927237
E01000005,19.20668058,1.878914405,0.626304802,78.28810021
E01000006,45.30685921,17.14801444,4.512635379,33.03249097
E01000007,34.25692695,4.198152813,0.587741394,60.95717884
E01000008,37.47714808,9.140767824,2.010968921,51.37111517
E01000009,35.83333333,9.5,4.166666667,50.5
E01000011,36.4978903,14.1350211,3.58649789,45.78059072
E01000012,41.17647059,7.928388747,1.150895141,49.74424552
E01000013,47.819063,13.40872375,3.877221325,34.89499192
E01000014,45.99686028,19.1522763,4.238618524,30.6122449
E01000015,45.98802395,13.77245509,3.353293413,36.88622754
E01000016,42.90271132,19.29824561,5.582137161,32.2169059
E01000017,48.3277592,15.55183946,4.849498328,31.27090301
E01000018,48.44720497,18.16770186,3.881987578,29.50310559
E01000019,47.99196787,17.67068273,7.02811245,27.30923695
E01000020,45.93373494,18.37349398,6.325301205,29.36746988
E01000021,44.8392555,14.38240271,5.583756345,35.19458545
E01000022,48.84696017,22.01257862,3.983228512,25.1572327
E01000024,46.73913043,20.86956522,7.173913043,25.2173913
E01000025,43.80403458,15.99423631,3.746397695,36.45533141
E01000027,40.63444109,21.90332326,6.797583082,30.66465257
E01000028,40.67524116,16.23794212,3.054662379,40.03215434
E01000029,49.04552129,22.76064611,6.607929515,21.58590308
E01000030,45.97574421,16.20727674,2.976846748,34.8401323
E01000031,42.42424242,24.07407407,8.585858586,24.91582492
E01000032,44.95159059,17.70401107,4.979253112,32.36514523
E01000033,40.29038113,19.41923775,4.900181488,35.39019964
E01000034,40.46692607,20.81712062,8.949416342,29.76653696
E01000035,44.96644295,17.95302013,4.865771812,32.2147651
E01000036,44.58598726,21.86836518,5.944798301,27.60084926
E01000037,43.70748299,26.53061224,12.24489796,17.5170068
E01000038,43.26241135,24.46808511,8.865248227,23.40425532
E01000039,42.83489097,26.63551402,6.230529595,24.29906542
E01000040,42.50764526,13.30275229,3.211009174,40.97859327
E01000041,44.33333333,22,4,29.66666667
E01000042,43.51145038,12.67175573,1.832061069,41.98473282
E01000043,37.87234043,22.55319149,6.170212766,33.40425532
E01000044,42.05748865,12.40544629,1.361573374,44.17549168
E01000045,44.02079723,16.63778163,4.506065858,34.83535529
E01000046,46.66666667,17.72727273,3.333333333,32.27272727
E01000049,43.13043478,11.82608696,2.956521739,42.08695652
E01000050,45.00792393,10.45958796,1.901743265,42.63074485
E01000051,43.05555556,5.092592593,0.231481481,51.62037037
E01000052,46.0476788,11.2923463,2.132998745,40.52697616
E01000053,44.08602151,11.67434716,3.225806452,41.01382488
E01000054,45.38341158,18.15336463,5.007824726,31.45539906
E01000055,44.2680776,20.98765432,3.174603175,31.5696649
E01000056,45.8259325,18.8277087,3.730017762,31.61634103
E01000057,45.95103578,13.55932203,2.824858757,37.66478343
E01000058,48.56733524,17.19197708,2.578796562,31.66189112
E01000059,45.88441331,19.43957968,6.129597198,28.54640981
E01000060,40.83640836,13.28413284,3.81303813,42.06642066
E01000061,38.69680851,9.574468085,1.329787234,50.39893617
E01000062,44.64751958,18.2767624,5.352480418,31.7232376
E01000063,47.59615385,15.70512821,4.967948718,31.73076923
E01000064,53.3919598,15.82914573,3.266331658,27.51256281
E01000065,37.67560664,15.45338442,4.853128991,42.01787995
E01000066,42.31311707,23.69534556,6.629055007,27.36248237
E01000067,42.48861912,24.43095599,6.828528073,26.25189681
E01000068,41.92872117,24.10901468,7.337526205,26.62473795
E01000069,43.6329588,29.7752809,12.7340824,13.8576779
E01000070,40.65743945,26.29757785,9.169550173,23.87543253
E01000071,51.36476427,17.617866,7.444168734,23.57320099
E01000072,45.46684709,14.07307172,3.924221922,36.53585927
E01000073,51.12781955,16.09022556,3.157894737,29.62406015
E01000074,44.87179487,15.86538462,4.326923077,34.93589744
E01000075,44.60093897,22.53521127,4.851330203,28.01251956
E01000076,42.26415094,13.20754717,4.779874214,39.74842767
E01000077,43.07432432,15.87837838,4.054054054,36.99324324
E01000078,46.0547504,18.84057971,3.8647343,31.23993559
E01000079,44.21221865,16.88102894,3.215434084,35.69131833
E01000080,49.09390445,17.79242175,3.624382208,29.4892916
E01000081,48.39203675,17.30474732,5.819295559,28.48392037
E01000082,42.61119082,20.08608321,5.164992826,32.13773314
E01000083,47.7093207,18.00947867,4.265402844,30.01579779
E01000084,48.70775348,11.33200795,3.777335984,36.18290258
E01000085,43.05555556,11.63194444,3.993055556,41.31944444
E01000086,45.28688525,14.75409836,4.303278689,35.6557377
E01000087,44.4015444,16.7953668,6.177606178,32.62548263
E01000088,45.2892562,18.51239669,4.628099174,31.57024793
E01000089,52.99003322,15.94684385,3.488372093,27.57475083
E01000090,43.62657092,19.03052065,4.308797127,33.03411131
E01000091,43.89880952,13.54166667,3.869047619,38.69047619
E01000093,40.96385542,9.789156627,3.012048193,46.23493976
E01000094,52.1945433,13.40450771,2.135231317,32.26571767
E01000095,48.43962008,17.36770692,4.20624152,29.98643148
E01000096,46.28099174,18.18181818,2.479338843,33.05785124
E01000097,44.96350365,15.32846715,3.941605839,35.76642336
E01000098,51.28617363,16.07717042,4.340836013,28.29581994
E01000099,52.46252677,17.66595289,5.139186296,24.73233405
E01000100,44.20731707,18.29268293,4.573170732,32.92682927
E01000101,42.78350515,19.58762887,4.639175258,32.98969072
E01000102,46.42289348,17.01112878,3.815580286,32.75039746
E01000103,43.5272045,24.57786116,7.692307692,24.20262664
E01000104,45.88744589,14.14141414,3.607503608,36.36363636
E01000105,41.60427807,9.946524064,2.56684492,45.88235294
E01000106,43.69266055,11.00917431,2.408256881,42.88990826
E01000107,49.66887417,19.53642384,5.463576159,25.33112583
E01000108,45.32163743,17.54385965,3.801169591,33.33333333
E01000110,49.04214559,22.98850575,9.003831418,18.96551724
E01000111,47.7852349,14.76510067,3.489932886,33.95973154
E01000112,50.42857143,15.42857143,4,30.14285714
E01000113,46.34525661,16.95178849,4.043545879,32.65940902
E01000114,48.08454425,21.79656539,5.416116248,24.70277411
E01000115,38.04573805,34.92723493,15.8004158,11.22661123
E01000116,44.40842788,31.44246353,7.131280389,17.0178282
E01000117,47.98270893,25.21613833,8.357348703,18.44380403
E01000118,46.4713715,28.36218375,8.388814913,16.77762983
E01000119,48.96661367,28.13990461,8.585055644,14.30842607
E01000120,43.7751004,32.32931727,13.05220884,10.84337349
E01000121,44.38095238,22.85714286,5.714285714,27.04761905
E01000122,44.50867052,31.98458574,9.055876686,14.45086705
E01000123,51.98358413,22.0246238,4.240766074,21.75102599
E01000124,43.88398487,12.10592686,2.522068096,41.48802018
E01000126,43.43302991,17.8153446,3.901170351,34.85045514
E01000127,47.2061657,15.22157996,4.238921002,33.33333333
E01000128,46.92913386,22.36220472,5.354330709,25.35433071
E01000129,38.85017422,10.10452962,2.613240418,48.43205575
E01000130,44.98480243,18.08510638,5.623100304,31.30699088
E01000131,44.3977591,18.48739496,4.621848739,32.4929972
E01000132,42.68774704,22.33201581,5.138339921,29.84189723
E01000133,42.73356401,19.03114187,4.152249135,34.08304498
E01000134,44.96855346,15.09433962,3.773584906,36.16352201
E01000135,41.87898089,23.08917197,6.369426752,28.66242038
E01000136,41.31205674,24.29078014,10.63829787,23.75886525
E01000137,43.53640416,7.875185736,1.485884101,47.102526
E01000138,39.75535168,15.90214067,5.351681957,38.99082569
E01000139,36.04436229,18.66913124,6.839186691,38.44731978
E01000140,39.21568627,12.34140715,2.191464821,46.25144175
E01000141,30.96446701,6.345177665,1.015228426,61.6751269
E01000142,47.47474747,10.54994388,2.581369248,39.39393939
E01000143,38.43888071,7.95287187,2.65095729,50.95729013
E01000144,34.36241611,11.00671141,1.610738255,53.02013423
E01000145,38.44580777,28.2208589,5.930470348,27.40286299
E01000146,31.56682028,8.410138249,2.649769585,57.37327189
E01000147,45.51971326,26.88172043,10.93189964,16.66666667
E01000150,45.67741935,21.5483871,6.193548387,26.58064516
E01000151,39.44954128,8.562691131,1.681957187,50.3058104
E01000152,54.52586207,13.90086207,2.370689655,29.20258621
E01000153,45.55256065,12.12938005,3.638814016,38.67924528
E01000154,44.97878359,9.476661952,1.697312588,43.84724187
E01000156,49.59893048,13.36898396,4.010695187,33.02139037
E01000157,52.24550898,10.92814371,1.796407186,35.02994012
E01000158,45.42124542,20.6959707,5.494505495,28.38827839
E01000159,41.60246533,29.12172573,10.16949153,19.10631741
E01000160,53.6159601,15.0872818,3.241895262,28.05486284
E01000161,52.22772277,12.9950495,3.589108911,31.18811881
E01000162,48.35766423,22.99270073,4.927007299,23.72262774
E01000163,43,9.5,2.125,45.375
E01000164,48.6862442,13.60123648,3.091190108,34.62132921
E01000165,49.15014164,21.6713881,3.824362606,25.35410765
E01000166,49.00459418,24.96171516,9.341500766,16.69218989
E01000167,50.57471264,21.07279693,8.429118774,19.92337165
E01000168,43.5483871,32.25806452,13.26164875,10.93189964
E01000169,52.29885057,19.39655172,8.333333333,19.97126437
E01000170,46.19799139,25.25107604,7.030129125,21.52080344
E01000171,49.14744233,12.83851555,2.20661986,35.80742227
E01000172,50.41186161,28.00658979,10.70840198,10.87314662
E01000173,48.11165846,31.5270936,5.747126437,14.61412151
E01000174,45.47837484,15.98951507,3.145478375,35.38663172
E01000175,46.18973561,28.61586314,12.59720062,12.59720062
E01000176,40.55555556,14.02777778,4.861111111,40.55555556
E01000177,55.78034682,11.41618497,2.456647399,30.34682081
E01000178,49.63072378,14.47562777,2.954209749,32.9394387
E01000179,56.49350649,11.81818182,1.818181818,29.87012987
E01000180,46.48729447,13.15396114,2.092675635,38.26606876
E01000181,51.02339181,11.98830409,2.631578947,34.35672515
E01000182,47.87961696,10.67031464,1.23119015,40.21887825
E01000183,47.76119403,18.90547264,3.482587065,29.85074627
E01000184,40.90267983,13.68124118,4.37235543,41.04372355
E01000185,39.50233281,9.486780715,1.555209953,49.45567652
E01000186,37.64705882,40.39215686,15.29411765,6.666666667
E01000187,39.62900506,29.17369309,7.925801012,23.27150084
E01000188,28.88015717,48.13359528,16.3064833,6.679764244
E01000189,54.74006116,16.81957187,1.630988787,26.80937819
E01000190,39.36731107,34.79789104,11.07205624,14.76274165
E01000191,41.6967509,34.4765343,10.10830325,13.71841155
E01000192,40.14084507,21.26760563,7.605633803,30.98591549
E01000193,39.66244726,18.8466948,7.735583685,33.75527426
E01000194,45.17045455,13.77840909,3.835227273,37.21590909
E01000195,45.0488145,16.87587169,3.207810321,34.86750349
E01000196,42.94871795,8.424908425,1.282051282,47.34432234
E01000197,41.86046512,18.05745554,3.41997264,36.6621067
E01000198,48.26700899,28.88318357,7.188703466,15.66110398
E01000199,52.73556231,25.68389058,6.686930091,14.89361702
E01000200,48.34285714,22.62857143,4.571428571,24.45714286
E01000201,34.85714286,37.9047619,17.14285714,10.0952381
E01000202,45.29220779,25.97402597,7.142857143,21.59090909
E01000203,48.5380117,18.71345029,5.847953216,26.9005848
E01000204,43.51585014,24.78386167,6.195965418,25.50432277
E01000205,52.48344371,26.65562914,4.966887417,15.89403974
E01000206,30.78393881,33.65200765,23.70936902,11.85468451
E01000207,41.14906832,29.9689441,7.763975155,21.11801242
E01000208,48.03149606,26.14173228,6.771653543,19.05511811
E01000209,51.61725067,17.38544474,2.021563342,28.97574124
E01000210,51.28205128,23.93162393,5.47008547,19.31623932
E01000211,40.21621622,7.567567568,1.405405405,50.81081081
E01000212,38.94927536,23.73188406,7.789855072,29.52898551
E01000213,28.25607064,41.50110375,18.10154525,12.14128035
E01000214,47.15025907,14.11917098,2.331606218,36.39896373
E01000215,40.02828854,22.20650636,5.374823197,32.3903819
E01000216,43.82801664,18.30790569,4.160887656,33.70319001
E01000217,43.03797468,28.02893309,7.05244123,21.88065099
E01000218,37.39279588,23.67066895,4.631217839,34.30531732
E01000219,43.33333333,17.87878788,4.242424242,34.54545455
E01000220,40.88235294,15,2.5,41.61764706
E01000221,38.78326996,10.45627376,1.711026616,49.04942966
E01000222,42.05479452,16.71232877,4.246575342,36.98630137
E01000223,47.72117962,12.46648794,1.742627346,38.06970509
E01000224,47.03770197,17.77378815,5.565529623,29.62298025
E01000225,32.06896552,35.68965517,9.137931034,23.10344828
E01000226,42.09650582,20.46589018,5.657237937,31.78036606
E01000227,46.51162791,32.22591362,9.468438538,11.79401993
E01000228,35.65217391,36.95652174,17.39130435,10
E01000229,46.91780822,23.11643836,7.020547945,22.94520548
E01000230,44.61305008,31.25948407,8.345978756,15.7814871
E01000231,48.14216478,26.65589661,9.046849758,16.15508885
E01000232,45.10638298,27.09219858,10.35460993,17.44680851
E01000233,44.83282675,30.69908815,9.118541033,15.34954407
E01000234,48.51632047,27.44807122,5.044510386,18.99109792
E01000235,45.64885496,18.93129771,6.259541985,29.16030534
E01000236,46.40804598,21.26436782,3.879310345,28.44827586
E01000237,40.02751032,18.70701513,5.22696011,36.03851444
E01000238,43.49845201,22.44582043,6.965944272,27.08978328
E01000239,46.35974304,10.92077088,2.462526767,40.25695931
E01000240,43.45047923,21.56549521,9.744408946,25.23961661
E01000241,43.3048433,22.79202279,7.834757835,26.06837607
E01000242,44.05360134,25.46063652,9.882747069,20.60301508
E01000243,41.57427938,9.756097561,2.328159645,46.34146341
E01000244,35.73717949,15.06410256,3.846153846,45.3525641
E01000245,35.34777651,8.779931585,3.534777651,52.33751425
E01000246,48.83359253,25.50544323,8.864696734,16.7962675
E01000247,47.60601915,21.34062927,7.934336525,23.11901505
E01000248,54.31754875,16.15598886,3.621169916,25.90529248
E01000249,46.04200323,30.53311793,9.693053312,13.73182553
E01000250,46.24125874,15.64685315,4.72027972,33.39160839
E01000251,51.03969754,10.86956522,3.119092628,34.97164461
E01000252,46.53215637,21.43757881,4.413619168,27.61664565
E01000253,31.87588152,40.47954866,19.88716502,7.757404795
E01000254,48.57594937,25.47468354,10.75949367,15.18987342
E01000255,43.67088608,29.11392405,6.64556962,20.56962025
E01000256,43.27917282,29.98522895,9.158050222,17.57754801
E01000257,49.8349835,12.54125413,1.760176018,35.86358636
E01000258,52.11267606,22.27912932,6.786171575,18.82202305
E01000259,50,26.02040816,6.632653061,17.34693878
E01000260,48.21428571,23.21428571,5.833333333,22.73809524
E01000261,39.43870015,32.64401773,9.010339734,18.90694239
E01000263,30.93812375,43.11377246,20.55888224,5.389221557
E01000264,41.95804196,22.7972028,7.832167832,27.41258741
E01000265,47.53246753,17.79220779,4.805194805,29.87012987
E01000266,35.50295858,39.64497041,16.37080868,8.481262327
E01000267,43.71772806,30.29259897,11.53184165,14.45783133
E01000268,48.60215054,13.33333333,3.870967742,34.19354839
E01000269,46.23853211,26.78899083,9.908256881,17.06422018
E01000270,49.4488189,25.19685039,7.086614173,18.26771654
E01000271,38.98858075,31.64763458,11.908646,17.45513866
E01000272,39.75903614,34.53815261,17.06827309,8.634538153
E01000273,45.54054054,18.78378378,6.351351351,29.32432432
E01000274,45.28571429,25.28571429,5.428571429,24
E01000275,53.9039039,23.57357357,4.204204204,18.31831832
E01000276,40.72580645,39.91935484,10.88709677,8.467741935
E01000277,45.16129032,8.73655914,2.016129032,44.08602151
E01000278,50,33.00395257,9.288537549,7.707509881
E01000279,29.72440945,38.58267717,26.37795276,5.31496063
E01000280,40.03944773,38.65877712,13.60946746,7.692307692
E01000281,58.18414322,12.78772379,1.023017903,28.00511509
E01000282,53.54558611,24.16787265,4.486251809,17.80028944
E01000283,38.41336117,39.87473904,13.15240084,8.559498956
E01000284,49.01719902,14.98771499,2.57985258,33.41523342
E01000285,46.01626016,24.06504065,6.829268293,23.08943089
E01000286,48.72180451,20.60150376,6.015037594,24.66165414
E01000287,43.69885434,19.96726678,7.855973813,28.47790507
E01000288,47.97891037,26.18629174,6.678383128,19.15641476
E01000289,46.6179159,17.55027422,3.65630713,32.17550274
E01000290,41.25560538,26.60687593,12.85500747,19.28251121
E01000291,47.65751212,18.09369952,4.846526656,29.40226171
E01000292,49.3902439,20.73170732,4.725609756,25.15243902
E01000293,47.67277856,22.00282087,6.064880113,24.25952045
E01000294,50,19.12568306,5.054644809,25.81967213
E01000295,50.85007728,14.99227202,2.782071097,31.3755796
E01000296,44.71968709,12.38591917,1.303780965,41.59061278
E01000297,52.87569573,14.28571429,2.41187384,30.42671614
E01000298,49.04371585,10.92896175,2.322404372,37.70491803
E01000299,44.75138122,10.05524862,1.767955801,43.42541436
E01000300,50.14662757,16.12903226,3.079178886,30.64516129
E01000301,49.15254237,25.61205273,6.403013183,18.83239171
E01000302,43.43675418,7.517899761,1.909307876,47.13603819
E01000303,51.31086142,19.66292135,7.116104869,21.91011236
E01000304,49.58402662,15.3078203,2.495840266,32.61231281
E01000305,39.87730061,10.58282209,3.987730061,45.55214724
E01000306,38.83495146,16.66666667,2.912621359,41.58576052
E01000307,40.39855072,19.56521739,5.072463768,34.96376812
E01000308,46.09781478,8.428720083,1.144640999,44.32882414
E01000309,45.27503526,18.89985896,6.205923836,29.61918195
E01000310,37.75147929,14.55621302,4.852071006,42.84023669
E01000311,33.71868979,32.3699422,10.01926782,23.89210019
E01000312,48.54368932,12.62135922,2.773925104,36.06102635
E01000313,43.25842697,9.269662921,2.528089888,44.94382022
E01000314,37.99743261,18.35686778,5.519897304,38.12580231
E01000315,43.30708661,20.15748031,5.039370079,31.49606299
E01000316,51.2935883,14.06074241,2.362204724,32.28346457
E01000317,49.92175274,16.43192488,2.034428795,31.61189358
E01000318,47.47634069,29.02208202,5.835962145,17.66561514
E01000319,50.20080321,26.30522088,5.020080321,18.47389558
E01000320,46.22991347,19.90111248,3.831891224,30.03708282
E01000321,43.30518697,13.99276236,2.412545235,40.28950543
E01000322,50.68493151,12.45330012,2.864259029,33.99750934
E01000323,38.76349362,8.439646712,1.864573111,50.93228656
E01000324,41.75654854,26.65639445,8.012326656,23.57473035
E01000325,40.85470085,32.82051282,16.41025641,9.914529915
E01000326,48.15498155,27.67527675,7.195571956,16.97416974
E01000327,44.94382022,26.96629213,13.964687,14.12520064
E01000328,45.75163399,29.41176471,9.803921569,15.03267974
E01000329,50.60606061,20,8.787878788,20.60606061
E01000330,45.34731324,16.64482307,4.325032765,33.68283093
E01000331,44.89465154,26.41815235,7.293354943,21.39384117
E01000332,46.34146341,24.3902439,8.617886179,20.6504065
E01000333,53.08641975,15.43209877,3.333333333,28.14814815
E01000334,46.78178964,26.68759812,7.849293564,18.68131868
E01000335,49.37799043,14.92822967,4.976076555,30.71770335
E01000336,42.62295082,10.84489281,2.90037831,43.63177806
E01000337,44.72049689,18.94409938,5.900621118,30.43478261
E01000338,49.78354978,18.47041847,7.215007215,24.53102453
E01000339,46.5890183,29.61730449,9.484193012,14.30948419
E01000340,42.42424242,29.18660287,10.52631579,17.86283892
E01000341,43.91025641,30.60897436,11.05769231,14.42307692
E01000342,49.92150706,27.47252747,8.006279435,14.59968603
E01000343,42.39713775,29.15921288,14.66905188,13.7745975
E01000344,47.32704403,24.52830189,10.22012579,17.9245283
E01000345,40.28629857,35.78732106,13.90593047,10.0204499
E01000346,47.24025974,30.84415584,9.902597403,12.01298701
E01000347,44.16,24.96,8,22.88
E01000348,36.57142857,39.42857143,18.66666667,5.333333333
E01000349,43.59756098,32.4695122,12.95731707,10.97560976
E01000350,43.61904762,29.9047619,16.57142857,9.904761905
E01000351,44.94382022,30.65810594,12.84109149,11.55698234
E01000352,46.02698651,24.73763118,9.295352324,19.94002999
E01000353,43.57798165,30.27522936,12.9969419,13.14984709
E01000354,43.1630972,24.38220758,8.566721582,23.88797364
E01000355,44.75873544,28.95174709,11.81364393,14.47587354
E01000356,47.77070064,25.95541401,7.802547771,18.47133758
E01000357,41.39344262,35.86065574,13.52459016,9.221311475
E01000358,47.36842105,25.11278195,8.571428571,18.94736842
E01000359,46.55870445,28.13765182,11.53846154,13.76518219
E01000360,45.85492228,18.00518135,3.497409326,32.64248705
E01000361,46.16666667,30.5,10.33333333,13
E01000362,43.41085271,22.73901809,8.914728682,24.93540052
E01000363,45.05300353,30.91872792,13.07420495,10.9540636
E01000364,44.22187982,29.58397535,13.09707242,13.09707242
E01000365,41.94915254,18.78531073,7.485875706,31.77966102
E01000366,51.28983308,21.85128983,4.704097117,22.15477997
E01000367,49.2481203,21.42857143,5.639097744,23.68421053
E01000368,46.25199362,22.48803828,6.858054226,24.40191388
E01000369,43.24324324,31.16057234,10.96979332,14.6263911
E01000370,41.95583596,27.28706625,10.88328076,19.87381703
E01000371,45.94594595,27.66295707,10.33386328,16.0572337
E01000372,40.33898305,24.40677966,10.16949153,25.08474576
E01000373,47.5161987,20.73434125,3.455723542,28.2937365
E01000374,44.55066922,22.17973231,10.3250478,22.94455067
E01000375,51.90839695,23.66412214,7.124681934,17.30279898
E01000376,42.71685761,29.78723404,9.492635025,18.00327332
E01000377,49.46401225,26.64624809,6.431852986,17.45788668
E01000379,46.11940299,27.1641791,7.462686567,19.25373134
E01000380,49.83425414,17.90055249,4.861878453,27.40331492
E01000381,48.85844749,22.67884323,7.153729072,21.30898021
E01000382,44.3877551,31.29251701,14.79591837,9.523809524
E01000383,38.62179487,34.45512821,13.78205128,13.14102564
E01000384,45.38258575,20.58047493,5.540897098,28.49604222
E01000385,47.20101781,23.53689567,4.961832061,24.30025445
E01000386,43.47826087,14.13043478,4.658385093,37.73291925
E01000387,47.67255217,30.4975923,9.951845907,11.87800963
E01000388,47.65886288,27.75919732,8.528428094,16.05351171
E01000389,43.89901823,22.58064516,10.37868163,23.14165498
E01000390,43.68932039,29.32038835,12.42718447,14.5631068
E01000391,46.63536776,28.9514867,9.076682316,15.33646322
E01000392,48.03664921,15.05235602,3.926701571,32.98429319
E01000393,49.19871795,25.64102564,7.852564103,17.30769231
E01000394,45.73991031,22.86995516,6.128550075,25.26158445
E01000395,40.29304029,29.67032967,15.75091575,14.28571429
E01000396,40.94488189,32.08661417,12.4015748,14.56692913
E01000398,47.1169687,25.70016474,8.072487644,19.11037891
E01000399,46.62379421,23.31189711,10.12861736,19.93569132
E01000400,47.95918367,23.63945578,7.653061224,20.74829932
E01000401,47.17800289,16.93198263,7.235890014,28.65412446
E01000402,42.79141104,18.55828221,7.055214724,31.59509202
E01000403,42.54716981,12.54716981,4.056603774,40.8490566
E01000404,46.01412714,9.788092836,2.623612513,41.57416751
E01000405,43.08510638,21.63120567,6.560283688,28.72340426
E01000406,45.17766497,22.58883249,5.710659898,26.52284264
E01000407,47.15984148,21.5323646,8.454425363,22.85336856
E01000408,43.47079038,21.64948454,7.560137457,27.31958763
E01000409,44.95412844,31.80428135,8.103975535,15.13761468
E01000410,47.32441472,26.2541806,11.20401338,15.2173913
E01000411,48.28209765,31.10307414,9.04159132,11.57323689
E01000412,46.03421462,27.83825816,9.953343701,16.17418351
E01000413,45.80152672,27.67175573,11.45038168,15.07633588
E01000414,42.03296703,18.13186813,8.241758242,31.59340659
E01000415,41.5860735,32.10831721,16.4410058,9.864603482
E01000416,44.70588235,19.41176471,4.509803922,31.37254902
E01000417,44.23897582,20.76813656,7.254623044,27.73826458
E01000418,45.52957359,19.39477304,5.639614856,29.43603851
E01000419,45.28301887,27.78730703,10.97770154,15.95197256
E01000420,46.10169492,25.08474576,13.55932203,15.25423729
E01000421,39.23205342,28.04674457,14.69115192,18.03005008
E01000422,41.91616766,10.97804391,1.397205589,45.70858283
E01000423,48.84488449,28.71287129,9.075907591,13.36633663
E01000424,48.86515354,20.69425901,10.28037383,20.16021362
E01000425,44.24342105,35.36184211,12.17105263,8.223684211
E01000426,52.89957567,23.33804809,6.647807638,17.1145686
E01000427,47.51929438,21.49944873,6.284454245,24.69680265
E01000428,48.07056229,14.4432194,3.638368247,33.84785006
E01000429,42.2752809,12.07865169,2.808988764,42.83707865
E01000430,46.31728045,26.77053824,6.090651558,20.82152975
E01000431,40.18475751,22.17090069,5.542725173,32.10161663
E01000433,42.07573633,18.51332398,4.207573633,35.20336606
E01000434,43.20557491,17.42160279,7.491289199,31.8815331
E01000435,40,21.88034188,5.641025641,32.47863248
E01000436,43.40836013,32.79742765,13.98713826,9.807073955
E01000437,41.63346614,29.28286853,13.14741036,15.93625498
E01000438,46.4344942,23.54892206,9.452736318,20.56384743
E01000439,43.90715667,21.66344294,8.123791103,26.30560928
E01000440,43.19066148,32.29571984,14.20233463,10.31128405
E01000441,44.95021337,16.07396871,7.965860597,31.00995733
E01000442,42.42424242,27.59170654,15.62998405,14.35406699
E01000443,44.48742747,25.1450677,10.83172147,19.53578337
E01000444,36.37795276,36.8503937,19.05511811,7.716535433
E01000445,49.47994056,26.89450223,8.915304606,14.7102526
E01000446,49.66442953,27.68456376,10.5704698,12.08053691
E01000447,51.30533485,21.67990919,4.313280363,22.7014756
E01000448,42.96875,29.6875,15.4296875,11.9140625
E01000449,42.92379471,30.63763608,8.709175739,17.72939347
E01000450,39.65244866,30.17377567,12.00631912,18.16745656
E01000451,45.81993569,32.47588424,9.163987138,12.54019293
E01000452,37.60162602,35.16260163,15.6504065,11.58536585
E01000453,41.74757282,32.03883495,14.36893204,11.84466019
E01000454,47.37678855,20.0317965,7.949125596,24.64228935
E01000455,48.30917874,25.60386473,11.27214171,14.81481481
E01000456,47.71784232,28.21576763,12.03319502,12.03319502
E01000457,51.86304129,13.09164149,2.21550856,32.82980866
E01000458,43.35766423,22.77372263,9.489051095,24.37956204
E01000459,42.9218573,19.36579841,5.889014723,31.82332956
E01000460,44.19087137,31.32780083,15.56016598,8.921161826
E01000461,39.68531469,36.01398601,15.20979021,9.090909091
E01000462,45.04181601,13.50059737,5.615292712,35.84229391
E01000463,46.57836645,33.33333333,9.492273731,10.59602649
E01000464,42.46823956,15.24500907,3.085299456,39.20145191
E01000465,42.40766074,10.25991792,2.735978112,44.59644323
E01000466,41.93011647,11.48086522,4.825291181,41.76372712
E01000467,45.60810811,16.89189189,4.391891892,33.10810811
E01000468,46.08050847,17.79661017,5.084745763,31.03813559
E01000469,44.375,18.59375,4.0625,32.96875
E01000470,35.93155894,10.07604563,2.661596958,51.33079848
E01000471,43.81338742,21.29817444,5.679513185,29.20892495
E01000472,41.40197152,6.571741512,1.533406353,50.49288061
E01000473,35.99493029,8.998732573,2.534854246,52.47148289
E01000474,40.96153846,20.19230769,8.076923077,30.76923077
E01000475,46.41693811,18.56677524,5.537459283,29.47882736
E01000476,37.90613718,21.29963899,7.581227437,33.21299639
E01000477,44.57478006,10.41055718,2.639296188,42.37536657
E01000478,38.82681564,12.70949721,4.329608939,44.13407821
E01000479,37.54863813,34.63035019,14.78599222,13.03501946
E01000480,44.0545809,29.23976608,10.91617934,15.78947368
E01000481,40.59900166,14.14309484,3.494176373,41.76372712
E01000483,40.1826484,10.3500761,1.674277017,47.79299848
E01000484,40.55374593,17.26384365,3.094462541,39.08794788
E01000485,40.07561437,18.71455577,6.049149338,35.16068053
E01000486,47.11538462,26.53846154,10.57692308,15.76923077
E01000487,41.7739628,15.45064378,4.43490701,38.34048641
E01000488,35.93466425,11.61524501,7.441016334,45.00907441
E01000489,37.06395349,16.13372093,3.63372093,43.16860465
E01000490,33.10810811,3.941441441,0.45045045,62.5
E01000491,36.80555556,10.87962963,5.208333333,47.10648148
E01000492,49.44567627,20.17738359,3.99113082,26.38580931
E01000493,47.87234043,18.97163121,4.964539007,28.19148936
E01000494,38.55755895,8.599167822,3.19001387,49.65325936
E01000495,31.96930946,4.859335038,1.534526854,61.63682864
E01000497,43.44023324,13.26530612,3.935860058,39.35860058
E01000498,43.30097087,19.02912621,6.40776699,31.26213592
E01000499,46.04810997,12.54295533,3.608247423,37.80068729
E01000501,45.98155468,10.27667984,2.239789196,41.50197628
E01000502,47.33637747,12.48097412,3.95738204,36.22526636
E01000503,42.37726098,15.63307494,4.392764858,37.59689922
