LSOA code,Very good health,Good health,Fair health,Bad health,Very bad health
E01006027,46.9,32.4,13.3,5.7,1.7
E01006325,41.6,34.6,16.4,5.7,1.7
E01007459,39.2,35.1,18.3,5.7,1.7
E01034246,41.7,34.9,16,5.7,1.7
E01007679,47,30.3,15.3,5.7,1.7
E01008029,41.3,35.2,16.1,5.7,1.7
E01027941,37.6,36.3,18.8,5.7,1.7
E01014295,39.9,36.8,15.9,5.7,1.7
E01008894,39,37.3,16.3,5.7,1.7
E01009638,47.1,33,12.4,5.7,1.7
E01026632,39.2,36.3,17.1,5.7,1.7
E01030131,41.2,36.2,15.2,5.7,1.7
E01001776,49.8,30.6,12.2,5.7,1.7
E01004399,50.4,31,11.2,5.7,1.7
E01033239,34.2,40.9,17.5,5.7,1.7
E01020971,44.3,34.2,14.1,5.7,1.7
E01024202,40.9,34.8,16.9,5.7,1.7
E01014807,39.3,36.9,16.3,5.7,1.7
E01015546,40.8,38.1,13.8,5.7,1.7
E01018794,45.6,31.5,15.5,5.7,1.7
E01018858,44.4,33.1,14.9,5.7,1.7
E01020135,42,33.9,16.7,5.7,1.7
E01020905,39.5,36.4,16.8,5.6,1.7
E01033077,47.8,28.6,16.2,5.6,1.7
E01012607,42.4,34.6,15.7,5.6,1.7
E01018426,36.8,37.8,18.2,5.6,1.7
E01019257,44.6,31.4,16.7,5.6,1.7
E01019333,38.4,37.6,16.7,5.6,1.7
E01025452,44.9,31,16.7,5.6,1.7
E01025471,47.7,32.3,12.7,5.6,1.7
E01025593,41.1,32.1,19.5,5.6,1.7
E01005496,44,34.9,13.7,5.6,1.7
E01006273,41.9,35.9,15,5.6,1.7
E01006970,42.2,34.1,16.4,5.6,1.7
E01012775,43,34.2,15.5,5.6,1.7
E01012950,42.7,33.8,16.2,5.6,1.7
E01013129,41.7,32.9,18.1,5.6,1.7
E01007478,41.8,35.5,15.4,5.6,1.7
E01007578,41.5,34.8,16.4,5.6,1.7
E01007879,41.7,35.1,15.9,5.6,1.7
E01010842,41.2,36.3,15.1,5.6,1.7
E01033691,45.6,35.7,11.4,5.6,1.7
E01011936,44.6,33.8,14.3,5.6,1.7
E01027327,39.1,37.7,15.9,5.6,1.7
E01014145,40.5,36.1,16.2,5.6,1.7
E01028891,43.9,34.6,14.3,5.6,1.7
E01029348,41,37.1,14.5,5.6,1.7
E01033646,40.8,34.7,17.2,5.6,1.7
E01009376,44.8,32.3,15.6,5.6,1.7
E01010144,40.7,35.8,16.3,5.6,1.7
E01010380,34.1,38.3,20.3,5.6,1.7
E01015647,42.9,34.5,15.3,5.6,1.7
E01021976,41.3,36.2,15.3,5.6,1.7
E01003097,48.1,32.4,12.1,5.6,1.7
E01016842,47,32.3,13.4,5.6,1.7
E01034454,49.9,29.2,13.6,5.6,1.7
E01022938,42.7,34.7,15.3,5.6,1.7
E01014636,45.8,34.2,12.7,5.6,1.7
E01018937,45.6,31.8,15.3,5.6,1.7
E01019948,36.8,35.4,20.6,5.6,1.7
E01020294,41,33.9,17.8,5.6,1.7
E01020720,41.1,35,16.8,5.5,1.7
E01008499,44,33.3,15.5,5.5,1.7
E01008511,41.2,35.3,16.3,5.5,1.7
E01008878,43,33.8,16,5.5,1.7
E01008209,41.7,36.9,14.2,5.5,1.7
E01005009,45,33.4,14.4,5.5,1.7
E01005380,47,31,14.9,5.5,1.7
E01005766,44.5,32.8,15.6,5.5,1.7
E01006036,45.8,32.3,14.7,5.5,1.7
E01006359,43.8,32.5,16.5,5.5,1.7
E01007112,47.4,31.9,13.5,5.5,1.7
E01007643,44.2,35.5,13.1,5.5,1.7
E01010949,44.1,34.4,14.3,5.5,1.7
E01028025,42,35.4,15.4,5.5,1.7
E01028331,41.7,35,16,5.5,1.7
E01014273,42.2,35,15.5,5.5,1.7
E01032241,43,35.6,14.2,5.5,1.7
E01032313,44.9,32.9,14.9,5.5,1.7
E01032474,40.8,36.9,15.1,5.5,1.7
E01009410,37.1,36.5,19.2,5.5,1.7
E01008905,43.3,34.9,14.5,5.5,1.7
E01008987,47.9,31.7,13.2,5.5,1.7
E01010362,46,31.6,15.2,5.5,1.7
E01015749,45.8,32.2,14.8,5.5,1.7
E01033039,39.7,35.4,17.7,5.5,1.7
E01017119,42.1,35.2,15.6,5.5,1.7
E01024410,44,34.4,14.4,5.5,1.7
E01019022,43.9,33,15.9,5.5,1.7
E01020096,43.4,33.6,15.7,5.5,1.7
E01008487,42.4,34.8,15.6,5.4,1.7
E01032483,40.2,37.6,15,5.4,1.7
E01018738,43,34.7,15.2,5.4,1.7
E01019177,47.6,33,12.3,5.4,1.7
E01005994,47.4,31.5,14,5.4,1.7
E01026024,40.9,35.6,16.5,5.4,1.7
E01028077,44.8,32.2,15.9,5.4,1.7
E01014068,43.9,32.9,16.1,5.4,1.7
E01009475,49.8,30.5,12.6,5.4,1.7
E01009910,41,34.7,17.1,5.4,1.7
E01015613,42.8,34.6,15.5,5.4,1.7
E01021711,43.8,33.6,15.6,5.4,1.7
E01021898,43,34,15.9,5.4,1.7
E01026719,42.7,35.7,14.5,5.4,1.7
E01034773,33.4,39.3,20.3,5.4,1.7
E01026823,40.2,36.3,16.4,5.4,1.7
E01033705,54.2,28.4,10.3,5.4,1.7
E01002521,47.9,32.5,12.5,5.4,1.7
E01017348,38.8,37.2,16.9,5.4,1.7
E01017366,41.6,34,17.3,5.4,1.7
E01024646,41,35,16.9,5.4,1.7
E01015222,41.1,35,16.8,5.4,1.7
E01020213,38.6,36.1,18.1,5.4,1.7
E01022194,41.1,34.9,16.9,5.4,1.7
E01012259,41.1,37.8,14.1,5.3,1.7
E01020812,41,33.5,18.5,5.3,1.7
E01008405,42.7,36.6,13.7,5.3,1.7
E01008183,42.1,34.3,16.7,5.3,1.7
E01012455,45.2,33.6,14.1,5.3,1.7
E01025284,42.9,33.9,16.2,5.3,1.7
E01005314,47.3,31.6,14.2,5.3,1.7
E01005899,42.4,33.3,17.4,5.3,1.7
E01005850,46.1,32.9,14,5.3,1.7
E01007294,46.2,33.3,13.5,5.3,1.7
E01027669,41.1,33.4,18.5,5.3,1.7
E01007605,42.7,37.1,13.2,5.3,1.7
E01007698,44.3,35.2,13.5,5.3,1.7
E01007900,42.7,33.4,17,5.3,1.7
E01008005,40.9,35.5,16.6,5.3,1.7
E01011202,44.6,31.8,16.5,5.3,1.7
E01013486,48.3,33.5,11.2,5.3,1.7
E01013487,49.1,31.9,12,5.3,1.7
E01025934,44.2,35,13.9,5.3,1.7
E01026202,36.9,38.5,17.6,5.3,1.7
E01026340,44,33.8,15.3,5.3,1.7
E01032311,41.7,34,17.3,5.3,1.7
E01009953,43.8,33.8,15.4,5.3,1.7
E01010483,46.8,33,13.3,5.3,1.7
E01026744,37,36.7,19.3,5.3,1.7
E01000331,49.5,32.3,11.2,5.3,1.7
E01001850,52.9,29.2,11,5.3,1.7
E01004289,47.1,34.2,11.8,5.3,1.7
E01017199,43.7,35.3,14,5.3,1.7
E01022801,38.1,36.5,18.4,5.3,1.7
E01023154,40.9,36.5,15.5,5.3,1.7
E01018881,45.8,32,15.3,5.3,1.7
E01020499,36.2,39.6,17.2,5.3,1.7
E01020329,42.9,34,16.1,5.3,1.7
E01022323,41.6,35.9,15.4,5.3,1.7
E01022401,43.3,35.3,14.5,5.3,1.7
E01029334,38,37.1,17.9,5.3,1.7
E01012262,46.7,33.5,12.9,5.2,1.7
E01012311,41.9,38.2,13.1,5.2,1.7
E01018743,39.9,36.6,16.6,5.2,1.7
E01025445,46.9,32.8,13.5,5.2,1.7
E01005624,45.3,34.2,13.7,5.2,1.7
E01013003,40.2,33.5,19.4,5.2,1.7
E01007851,39.4,38.1,15.6,5.2,1.7
E01010959,45.9,35,12.2,5.2,1.7
E01011059,46.6,32.3,14.3,5.2,1.7
E01011220,43.9,34.1,15.1,5.2,1.7
E01011010,43.2,34.6,15.3,5.2,1.7
E01011321,48,30.9,14.2,5.2,1.7
E01013725,46.2,33.3,13.6,5.2,1.7
E01019400,41.7,34.4,17,5.2,1.7
E01019530,40.9,34.8,17.3,5.2,1.7
E01029618,42.9,35.9,14.2,5.2,1.7
E01032377,41.7,36,15.4,5.2,1.7
E01009094,45.9,32.2,15.1,5.2,1.7
E01009373,44.8,32.3,16,5.2,1.7
E01010035,38.7,38.3,16.1,5.2,1.7
E01009938,43,34.2,15.9,5.2,1.7
E01010177,45.8,32.4,14.9,5.2,1.7
E01010243,42,34.2,16.8,5.2,1.7
E01021501,39.8,35.2,18.1,5.2,1.7
E01021667,43.7,32.9,16.5,5.2,1.7
E01002297,45.9,34.4,12.8,5.2,1.7
E01002709,52.7,27.8,12.6,5.2,1.7
E01003132,48.6,29.4,15.1,5.2,1.7
E01016173,46.8,32.8,13.6,5.2,1.7
E01021074,42.8,32.2,18.1,5.2,1.7
E01023107,40.3,36.2,16.5,5.2,1.7
E01015362,47.4,31.7,14.1,5.2,1.7
E01015429,45.9,33.3,14,5.2,1.7
E01020585,45.9,32.4,14.9,5.2,1.7
E01022358,39.3,37.5,16.3,5.2,1.7
E01012281,38.8,35.1,19.3,5.1,1.7
E01020693,47.2,31.6,14.3,5.1,1.7
E01008629,41,35.9,16.3,5.1,1.7
E01025496,48.5,33.7,11,5.1,1.7
E01025597,43.4,35.1,14.7,5.1,1.7
E01005066,47,33.8,12.4,5.1,1.7
E01005895,48.4,30.2,14.6,5.1,1.7
E01007115,46.8,33.4,12.9,5.1,1.7
E01012964,43.7,34.9,14.5,5.1,1.7
E01033269,53.2,29.9,10.2,5.1,1.7
E01011236,43.8,35.8,13.6,5.1,1.7
E01011429,45.8,33.8,13.6,5.1,1.7
E01011909,40,37.7,15.5,5.1,1.7
E01027319,45,34.6,13.5,5.1,1.7
E01025985,38.6,38.1,16.6,5.1,1.7
E01026279,32.9,40.8,19.5,5.1,1.7
E01028098,47.7,33,12.6,5.1,1.7
E01029011,39.8,38,15.4,5.1,1.7
E01029823,38.9,37.4,17,5.1,1.7
E01032133,43.2,35.6,14.4,5.1,1.7
E01034933,43.5,35.3,14.4,5.1,1.7
E01009257,43.3,36.2,13.7,5.1,1.7
E01009073,51.3,29.6,12.3,5.1,1.7
E01009795,43.3,37.2,12.8,5.1,1.7
E01010558,36.4,36.5,20.2,5.1,1.7
E01015771,47.4,31.9,13.9,5.1,1.7
E01022006,36.4,35.5,21.3,5.1,1.7
E01026768,38.7,36.8,17.6,5.1,1.7
E01026828,38.6,37.2,17.4,5.1,1.7
E01026834,40.5,35.8,16.9,5.1,1.7
E01030245,41.5,35.5,16.1,5.1,1.7
E01000929,52,27.9,13.4,5.1,1.7
E01001321,48.8,32.1,12.3,5.1,1.7
E01001325,49.9,31.7,11.6,5.1,1.7
E01001334,50.4,30.2,12.6,5.1,1.7
E01001487,46.1,35.7,11.4,5.1,1.7
E01001875,49.9,30.6,12.7,5.1,1.7
E01002763,47.9,31.5,13.8,5.1,1.7
E01035655,56.2,24.3,12.7,5.1,1.7
E01021060,44,32.8,16.3,5.1,1.7
E01024025,40.9,35.3,17,5.1,1.7
E01024220,40.5,35.2,17.5,5.1,1.7
E01015261,43.7,33.7,15.8,5.1,1.7
E01015559,39.1,38.1,16,5.1,1.7
E01032068,38.7,35.1,19.3,5.1,1.7
E01012080,42.7,33.8,16.7,5,1.7
E01020665,42.1,37.3,14,5,1.7
E01027475,39.8,39.1,14.4,5,1.7
E01012369,49.3,30.9,13.1,5,1.7
E01018354,49.7,32.4,11.1,5,1.7
E01005359,41.6,35.7,16,5,1.7
E01005628,44.2,36.4,12.8,5,1.7
E01005810,51.6,30.2,11.5,5,1.7
E01007014,48.3,32.2,12.8,5,1.7
E01007302,51.1,30,12.2,5,1.7
E01007167,49.3,30.2,13.7,5,1.7
E01027808,43.3,34.7,15.3,5,1.7
E01007476,46.4,33.3,13.6,5,1.7
E01011639,41.3,37.2,14.8,5,1.7
E01013721,41.8,35.4,16.1,5,1.7
E01027220,40.1,36.2,17,5,1.7
E01019431,42.7,35.2,15.5,5,1.7
E01019815,46.9,33.5,13,5,1.7
E01019858,38.7,37.3,17.3,5,1.7
E01033394,42.3,35.8,15.2,5,1.7
E01031035,44.5,34.3,14.5,5,1.7
E01032460,38.9,36.9,17.6,5,1.7
E01008964,43.5,33.1,16.8,5,1.7
E01010040,40,36,17.4,5,1.7
E01010146,45.3,33,15,5,1.7
E01010364,47.4,31.8,14.1,5,1.7
E01015972,49.7,31.8,11.7,5,1.7
E01018108,37.8,40,15.5,5,1.7
E01000076,48.4,33,11.9,5,1.7
E01000489,52.4,28.7,12.2,5,1.7
E01000721,47.6,33.4,12.3,5,1.7
E01001193,46.1,36.3,11,5,1.7
E01001735,52.1,29.9,11.3,5,1.7
E01001838,50.4,30.8,12.2,5,1.7
E01002114,48.8,30.9,13.6,5,1.7
E01002669,47.9,33.6,11.7,5,1.7
E01017318,37,39.2,17,5,1.7
E01024295,46.3,34.2,12.9,5,1.7
E01024627,43.8,31.4,18.1,5,1.7
E01030385,44.5,32.9,15.9,5,1.7
E01030599,47.4,31.4,14.4,5,1.7
E01030740,47,32.5,13.8,5,1.7
E01031609,44.7,34.5,14.1,5,1.7
E01014526,44.8,34.7,13.8,5,1.7
E01018754,44.2,32.9,16.2,5,1.7
E01018890,46.8,31.5,15.1,5,1.7
E01018865,47.1,30.7,15.5,5,1.7
E01019054,42.6,37.4,13.3,5,1.7
E01020107,39.6,36,17.6,5,1.7
E01022284,43.6,34.8,14.9,5,1.7
E01022450,43,33.9,16.5,5,1.7
E01029167,41.9,33.2,18.3,5,1.7
E01012277,44.6,33.8,15,4.9,1.7
E01012340,42.1,35,16.3,4.9,1.7
E01005601,44.8,32.9,15.7,4.9,1.7
E01008002,41.7,37.2,14.6,4.9,1.7
E01010611,44.3,35.1,14,4.9,1.7
E01011242,42.3,34.5,16.5,4.9,1.7
E01011841,49.6,32.2,11.5,4.9,1.7
E01011813,41.3,32.6,19.5,4.9,1.7
E01013619,48.5,32.4,12.4,4.9,1.7
E01026280,41.9,36.5,15,4.9,1.7
E01029861,42.3,34,17.1,4.9,1.7
E01009124,52.1,29.8,11.6,4.9,1.7
E01009689,40.2,36.4,16.7,4.9,1.7
E01009757,46.7,34.3,12.3,4.9,1.7
E01021992,43.7,36.6,13.1,4.9,1.7
E01026763,39.1,38,16.2,4.9,1.7
E01002720,49.9,31,12.4,4.9,1.7
E01002923,41.9,35.2,16.2,4.9,1.7
E01024204,45,33.7,14.6,4.9,1.7
E01031411,38.2,37,18.2,4.9,1.7
E01015488,40.1,35.2,18.2,4.9,1.7
E01032087,39.6,36.9,16.8,4.9,1.7
E01032054,44.8,34.2,14.4,4.9,1.7
E01020544,40.9,35.9,16.6,4.9,1.7
E01020740,45.2,33.5,14.8,4.8,1.7
E01008252,55.2,27.7,10.6,4.8,1.7
E01012577,46.6,35.7,11.2,4.8,1.7
E01025169,45,35.4,13.1,4.8,1.7
E01025187,45.3,33.7,14.4,4.8,1.7
E01005151,50,31.5,12,4.8,1.7
E01005652,49.5,30,14,4.8,1.7
E01006022,44.4,33,16.1,4.8,1.7
E01006427,46.4,31.9,15.1,4.8,1.7
E01006691,50.4,30.5,12.5,4.8,1.7
E01035467,47.4,31.4,14.8,4.8,1.7
E01007590,41.4,35.3,16.9,4.8,1.7
E01011915,44.4,35.7,13.4,4.8,1.7
E01026967,45.7,34.5,13.4,4.8,1.7
E01026249,39,38.3,16.2,4.8,1.7
E01028062,40.4,36,17,4.8,1.7
E01028144,41.6,36.5,15.4,4.8,1.7
E01014323,41.5,38.9,13.1,4.8,1.7
E01031185,39.1,36.7,17.7,4.8,1.7
E01032156,47.4,32.7,13.5,4.8,1.7
E01034921,48.9,32.9,11.8,4.8,1.7
E01010345,38.2,40.6,14.7,4.8,1.7
E01010485,52.6,29.1,11.8,4.8,1.7
E01015607,43.7,34.4,15.5,4.8,1.7
E01015996,46.2,33.6,13.7,4.8,1.7
E01018104,36.8,38.2,18.5,4.8,1.7
E01033111,37.3,37.8,18.4,4.8,1.7
E01021703,44.2,33.2,16.1,4.8,1.7
E01026643,39.2,38.7,15.7,4.8,1.7
E01026738,37.7,38.8,16.9,4.8,1.7
E01026821,42.4,33.9,17.2,4.8,1.7
E01035137,38.9,40.5,14.2,4.8,1.7
E01002764,51.7,30.2,11.6,4.8,1.7
E01002766,52.4,29.8,11.3,4.8,1.7
E01002857,43.3,35.5,14.7,4.8,1.7
E01033597,52.1,29.4,12,4.8,1.7
E01032884,40.3,37.6,15.6,4.8,1.7
E01022940,40.6,36.9,16,4.8,1.7
E01030634,48.8,30.2,14.4,4.8,1.7
E01014659,48.5,33.1,11.9,4.8,1.7
E01018959,42.8,34.5,16.2,4.8,1.7
E01031947,42.3,36.2,15.1,4.8,1.7
E01031925,45.1,34.5,13.9,4.8,1.7
E01027387,38.1,35.3,20.1,4.7,1.7
E01012460,44.3,35.2,14,4.7,1.7
E01018571,47.1,34.6,11.9,4.7,1.7
E01027793,38.4,37.3,17.8,4.7,1.7
E01007718,43.7,32.9,17,4.7,1.7
E01011926,47,33.6,13,4.7,1.7
E01013610,43.7,35.7,14.1,4.7,1.7
E01013675,42.6,36.5,14.6,4.7,1.7
E01027180,43.5,35.2,14.9,4.7,1.7
E01019529,40.1,36.8,16.7,4.7,1.7
E01028020,40.5,35.9,17.3,4.7,1.7
E01028202,42.8,34.7,16,4.7,1.7
E01033771,35.8,37.4,20.3,4.7,1.7
E01028296,43.6,33.1,16.9,4.7,1.7
E01032252,45.2,33,15.4,4.7,1.7
E01009484,46.9,33.7,13,4.7,1.7
E01009608,46.1,33.4,14,4.7,1.7
E01015888,39.4,38.5,15.7,4.7,1.7
E01015839,44,35.7,14,4.7,1.7
E01018068,41.7,35.5,16.4,4.7,1.7
E01026734,34.9,39,19.6,4.7,1.7
E01001513,47.4,35.2,11,4.7,1.7
E01002227,51.3,29.1,13.2,4.7,1.7
E01033871,54.8,29.2,9.7,4.7,1.7
E01004334,49.5,34.3,9.8,4.7,1.7
E01016443,45.5,33.9,14.2,4.7,1.7
E01035318,42,36.4,15.1,4.7,1.7
E01031448,38.8,37.2,17.7,4.7,1.7
E01018818,42.8,35,15.8,4.7,1.7
E01020181,44,32.9,16.8,4.7,1.7
E01029257,44,33.9,15.7,4.7,1.7
E01025137,48.4,30.6,14.7,4.6,1.7
E01006033,45,33.2,15.6,4.6,1.7
E01011355,45.4,33.9,14.4,4.6,1.7
E01011540,49.1,32.4,12.2,4.6,1.7
E01026098,42.7,35.8,15.2,4.6,1.7
E01026398,38,38.6,17.1,4.6,1.7
E01028192,42.3,37,14.4,4.6,1.7
E01014205,38.9,37.4,17.4,4.6,1.7
E01014194,44,35.1,14.6,4.6,1.7
E01014216,39.8,37.9,16.1,4.6,1.7
E01028827,44.1,34.6,15.1,4.6,1.7
E01029351,43.6,36.5,13.7,4.6,1.7
E01029658,46,35.1,12.6,4.6,1.7
E01032369,45.3,33.7,14.7,4.6,1.7
E01032437,44.2,33,16.5,4.6,1.7
E01009894,46.2,33.5,14.1,4.6,1.7
E01009750,37.2,38.8,17.7,4.6,1.7
E01010285,41.2,37,15.5,4.6,1.7
E01015773,44,35.4,14.3,4.6,1.7
E01026549,43.5,36.3,13.9,4.6,1.7
E01026628,42.3,36.5,14.9,4.6,1.7
E01029988,43.4,37.3,13,4.6,1.7
E01000403,47.9,31.1,14.7,4.6,1.7
E01033791,47.7,34.4,11.6,4.6,1.7
E01000787,41.3,37.6,14.8,4.6,1.7
E01033151,50.2,29.8,13.6,4.6,1.7
E01001637,46.8,35.4,11.6,4.6,1.7
E01001684,48.1,30.6,15,4.6,1.7
E01002225,46,33.8,13.8,4.6,1.7
E01003803,54.7,28.7,10.2,4.6,1.7
E01016149,45.6,35.6,12.6,4.6,1.7
E01024390,48.5,30.5,14.7,4.6,1.7
E01024783,44.6,35.5,13.6,4.6,1.7
E01031598,42.1,38.1,13.5,4.6,1.7
E01031782,42.4,35.7,15.7,4.6,1.7
E01020050,45.3,35.6,12.8,4.6,1.7
E01011969,42.7,34.2,17,4.5,1.7
E01020851,39.7,38.6,15.6,4.5,1.7
E01008877,47.1,34.4,12.3,4.5,1.7
E01008243,46.1,32.1,15.7,4.5,1.7
E01018744,46.2,34.7,12.8,4.5,1.7
E01004798,44.2,34,15.6,4.5,1.7
E01005029,46.8,32.9,14,4.5,1.7
E01034108,53.3,30,10.5,4.5,1.7
E01005429,47,34.2,12.6,4.5,1.7
E01006092,51.2,30.6,12.1,4.5,1.7
E01034842,53.4,28.4,12,4.5,1.7
E01010803,48.4,34,11.3,4.5,1.7
E01011129,45.1,34.7,14,4.5,1.7
E01011547,44.2,36.3,13.2,4.5,1.7
E01013454,44.2,37.4,12.1,4.5,1.7
E01013490,43.3,38.1,12.3,4.5,1.7
E01019843,46,34.7,13.2,4.5,1.7
E01025796,48,31.9,14,4.5,1.7
E01026243,38.9,37.5,17.5,4.5,1.7
E01009028,45.2,36.6,12.1,4.5,1.7
E01009029,45.4,34.2,14.2,4.5,1.7
E01009291,45.1,35,13.6,4.5,1.7
E01009037,43.5,35.4,14.9,4.5,1.7
E01033888,42.4,36.6,14.8,4.5,1.7
E01017514,43.3,36.3,14.2,4.5,1.7
E01021300,44.1,34.9,14.8,4.5,1.7
E01021669,43.5,37,13.4,4.5,1.7
E01030125,42.4,37.6,13.9,4.5,1.7
E01001481,50.9,31.1,11.8,4.5,1.7
E01035487,55.8,27.7,10.3,4.5,1.7
E01004541,50.3,28.4,15,4.5,1.7
E01021129,38.6,38.8,16.4,4.5,1.7
E01031451,43.8,36.8,13.2,4.5,1.7
E01014624,47,33.8,13.1,4.5,1.7
E01014809,44.1,35,14.7,4.5,1.7
E01018983,41.7,36.6,15.5,4.5,1.7
E01019995,47.4,34.2,12.1,4.5,1.7
E01022231,43.9,35,14.8,4.5,1.7
E01020743,47.4,32.1,14.4,4.4,1.7
E01034672,40.6,38.3,15.1,4.4,1.7
E01018535,48.4,31.3,14.2,4.4,1.7
E01019082,44.3,33.8,15.7,4.4,1.7
E01024895,46.1,35.5,12.2,4.4,1.7
E01005280,47.6,33.6,12.7,4.4,1.7
E01007811,44.7,36.6,12.5,4.4,1.7
E01007825,48.9,32.7,12.4,4.4,1.7
E01011623,49.4,32.5,12.1,4.4,1.7
E01013957,48.5,32.3,13.1,4.4,1.7
E01025933,41.3,36.7,15.9,4.4,1.7
E01028142,45.5,33.9,14.5,4.4,1.7
E01029590,41.4,37.4,15,4.4,1.7
E01029843,41.9,34.1,17.9,4.4,1.7
E01009650,47.8,33.5,12.6,4.4,1.7
E01015689,41.6,35.9,16.4,4.4,1.7
E01026512,39.3,39.7,14.9,4.4,1.7
E01001249,51.6,30.8,11.6,4.4,1.7
E01001623,48.6,33.8,11.5,4.4,1.7
E01001660,46.5,33.7,13.8,4.4,1.7
E01002049,52,30.6,11.3,4.4,1.7
E01002279,45.6,35.9,12.4,4.4,1.7
E01002695,52.9,28.9,12.1,4.4,1.7
E01003351,51.2,31.7,11,4.4,1.7
E01003512,50.8,32.4,10.6,4.4,1.7
E01016167,42,36.9,15.1,4.4,1.7
E01017205,47.3,34.2,12.3,4.4,1.7
E01028811,44.1,36.5,13.2,4.4,1.7
E01015024,42.3,37.1,14.6,4.4,1.7
E01022164,43.8,34.5,15.6,4.4,1.7
E01019260,48.1,30.4,15.5,4.3,1.7
E01034335,50.3,31.3,12.4,4.3,1.7
E01004966,44.9,35.6,13.4,4.3,1.7
E01005711,48.6,33.4,12,4.3,1.7
E01005888,50.2,30.6,13.2,4.3,1.7
E01006212,43.6,34,16.5,4.3,1.7
E01007203,47.4,34.1,12.5,4.3,1.7
E01007746,42.3,36,15.8,4.3,1.7
E01011902,38.2,38.6,17.3,4.3,1.7
E01019422,41.7,35.6,16.7,4.3,1.7
E01026296,41.5,38,14.5,4.3,1.7
E01034056,41.3,37.7,15,4.3,1.7
E01031075,44.6,34.2,15.2,4.3,1.7
E01031242,43.5,35.3,15.2,4.3,1.7
E01008989,45.6,36.6,11.8,4.3,1.7
E01009573,49.9,31.7,12.3,4.3,1.7
E01017568,45.3,36.1,12.6,4.3,1.7
E01021464,50.1,30.7,13.1,4.3,1.7
E01000083,46.1,34.8,13.1,4.3,1.7
E01033915,53.1,31.7,9.2,4.3,1.7
E01001745,53.5,29.4,11.1,4.3,1.7
E01001878,49.6,30.7,13.7,4.3,1.7
E01002722,55.5,26.8,11.8,4.3,1.7
E01003324,53,30,11.1,4.3,1.7
E01033855,42.8,37.3,13.9,4.3,1.7
E01016835,47.8,33.9,12.3,4.3,1.7
E01016772,49.3,33.3,11.3,4.3,1.7
E01022711,43.1,33.5,17.3,4.3,1.7
E01015140,47.2,35.6,11.2,4.3,1.7
E01012657,46.8,33.5,13.7,4.2,1.7
E01018337,48.6,30.4,15.1,4.2,1.7
E01025230,49.9,32.6,11.6,4.2,1.7
E01007114,48.8,34.5,10.9,4.2,1.7
E01013259,45.5,33.5,15.1,4.2,1.7
E01007681,40.9,34.9,18.3,4.2,1.7
E01010784,44.8,35.7,13.7,4.2,1.7
E01011133,48.1,33.9,12.1,4.2,1.7
E01029359,49.4,31.4,13.3,4.2,1.7
E01034913,50.3,31.1,12.7,4.2,1.7
E01008884,47.9,33.5,12.8,4.2,1.7
E01009168,44,35.6,14.6,4.2,1.7
E01015783,48.7,34.1,11.2,4.2,1.7
E01016004,49.3,30.9,13.9,4.2,1.7
E01018279,47.7,33.3,13.2,4.2,1.7
E01023645,44.5,36.8,12.9,4.2,1.7
E01001687,47.4,33.1,13.6,4.2,1.7
E01002078,52.6,31.1,10.4,4.2,1.7
E01003336,52.4,29.5,12.2,4.2,1.7
E01003843,47.2,33.1,13.8,4.2,1.7
E01020002,52.5,30,11.7,4.2,1.7
E01022140,47.6,33.6,12.9,4.2,1.7
E01022177,40.8,36,17.3,4.2,1.7
E01012067,42.9,37,14.3,4.1,1.7
E01006111,53.4,29.7,11.1,4.1,1.7
E01007893,44.2,36.4,13.6,4.1,1.7
E01011238,43.9,34.9,15.3,4.1,1.7
E01013604,46.5,35,12.8,4.1,1.7
E01029779,44.1,36.1,13.9,4.1,1.7
E01009349,49.5,32.8,11.8,4.1,1.7
E01009090,47.4,32.7,14,4.1,1.7
E01009017,46.1,34.7,13.5,4.1,1.7
E01009584,45.8,36.1,12.3,4.1,1.7
E01033801,46.2,36,12,4.1,1.7
E01017608,44.9,34.4,14.9,4.1,1.7
E01000595,50,31.9,12.2,4.1,1.7
E01002104,48.1,34.5,11.6,4.1,1.7
E01002065,56.3,28.9,9,4.1,1.7
E01003409,47.4,36.1,10.7,4.1,1.7
E01016933,55.1,30.9,8.1,4.1,1.7
E01017138,48.4,33.9,11.9,4.1,1.7
E01020586,45.6,33,15.6,4.1,1.7
E01019974,42.5,37.4,14.3,4.1,1.7
E01029229,42.1,36.8,15.3,4.1,1.7
E01012613,53.7,29.8,10.9,4,1.7
E01013231,43.1,35.3,15.9,4,1.7
E01027582,44.5,36.5,13.4,4,1.7
E01011024,48.6,35.8,9.9,4,1.7
E01013624,49,31.4,13.9,4,1.7
E01009553,53.6,31.3,9.4,4,1.7
E01033895,53.6,30.2,10.4,4,1.7
E01010374,47.7,34.3,12.3,4,1.7
E01026593,38.1,40.7,15.5,4,1.7
E01030184,41.6,35.4,17.4,4,1.7
E01000042,53.1,30.1,11.2,4,1.7
E01000509,45,36.2,13.1,4,1.7
E01002100,50.7,32,11.5,4,1.7
E01003438,48.2,34,12.1,4,1.7
E01023119,42.9,35.6,15.9,4,1.7
E01023157,43.8,34.6,15.8,4,1.7
E01024396,44.1,37.2,13,4,1.7
E01030711,46.1,33.2,15,4,1.7
E01018967,43.7,39,11.6,4,1.7
E01022308,42,38.1,14.2,4,1.7
E01005056,46.1,32.7,15.6,3.9,1.7
