LSOA code,Less than 5km,5km to less than 20km,20km to less than 40km,40km and over,"Works mainly at an offshore installation, in no fixed place, or outside the UK",Works mainly from home
E01000001,16.08796296,5.208333333,0.347222222,0.578703704,3.819444444,73.95833333
E01000002,13.53811149,3.185437998,0.682593857,0.568828214,5.119453925,76.90557452
E01000003,22.62262262,8.008008008,0.3003003,0.500500501,6.706706707,61.86186186
E01000005,34.73895582,14.0562249,0.803212851,0.803212851,8.835341365,40.76305221
E01000006,17.15575621,30.248307,5.643340858,2.031602709,23.25056433,21.67042889
E01000007,14.06926407,38.52813853,5.122655123,2.308802309,13.27561328,26.6955267
E01000008,16.71826625,39.78328173,4.024767802,1.393188854,25.69659443,12.38390093
E01000009,16.24365482,30.45685279,6.598984772,2.664974619,23.35025381,20.68527919
E01000011,16.30434783,31.52173913,4.483695652,1.630434783,27.58152174,18.47826087
E01000012,16.46273637,32.03559511,3.559510567,1.668520578,25.36151279,20.91212458
E01000013,21.6957606,27.43142145,8.603491272,1.74563591,24.81296758,15.71072319
E01000014,22.11055276,27.7638191,5.653266332,1.75879397,24.3718593,18.34170854
E01000015,20.22577611,26.34054563,8.184383819,1.505174036,24.74129821,19.0028222
E01000016,23.84259259,28.125,7.060185185,1.736111111,21.99074074,17.24537037
E01000017,23.06666667,26.66666667,7.066666667,2.133333333,22.66666667,18.4
E01000018,21.36854742,27.25090036,8.523409364,1.200480192,24.48979592,17.16686675
E01000019,24.89019034,23.42606149,6.002928258,2.049780381,24.89019034,18.74084919
E01000020,24.1301908,24.80359147,5.723905724,1.346801347,23.56902357,20.42648709
E01000021,23.90670554,26.53061224,4.664723032,1.749271137,26.09329446,17.05539359
E01000022,24.92163009,23.35423197,5.642633229,1.410658307,23.04075235,21.63009404
E01000024,23.44497608,30.62200957,4.465709729,1.594896332,23.12599681,16.74641148
E01000025,19.73840666,31.27229489,5.826397146,1.426872771,20.80856124,20.9274673
E01000027,20.07481297,27.55610973,7.2319202,1.122194514,26.43391521,17.58104738
E01000028,21.78362573,25.73099415,8.625730994,1.461988304,23.97660819,18.42105263
E01000029,19.25064599,26.35658915,6.976744186,1.550387597,21.70542636,24.16020672
E01000030,17.82786885,27.25409836,9.221311475,1.536885246,21.20901639,22.95081967
E01000031,16.60329531,24.96831432,8.491761724,1.140684411,18.12420786,30.67173638
E01000032,17.5,29.43181818,4.886363636,2.159090909,23.52272727,22.5
E01000033,25.33783784,30.91216216,6.587837838,1.52027027,21.11486486,14.52702703
E01000034,22.86585366,22.40853659,7.926829268,1.829268293,23.62804878,21.34146341
E01000035,18.97184823,28.64137087,6.609547124,1.46878825,25.33659731,18.97184823
E01000036,13.62318841,28.98550725,10.43478261,1.304347826,24.63768116,21.01449275
E01000037,22.83372365,22.24824356,8.079625293,0.93676815,19.32084309,26.58079625
E01000038,22.34993614,24.77650064,6.641123883,1.149425287,19.79565773,25.28735632
E01000039,19.02439024,22.19512195,7.56097561,1.219512195,23.65853659,26.34146341
E01000040,21.35135135,30,5,0.675675676,22.56756757,20.40540541
E01000041,20.21791768,31.8401937,5.205811138,2.179176755,24.81840194,15.73849879
E01000042,18.50282486,36.44067797,2.966101695,1.553672316,22.59887006,17.93785311
E01000043,20.91038407,29.72972973,3.840682788,1.137980085,24.32432432,20.056899
E01000044,18.84057971,30.43478261,3.232998885,2.452619844,28.87402453,16.16499443
E01000045,16.6437414,30.67400275,5.364511692,1.788170564,26.82255846,18.70701513
E01000046,20.04662005,32.98368298,5.944055944,2.564102564,22.72727273,15.73426573
E01000049,24.96307238,36.92762186,4.135893648,1.772525849,22.00886263,10.19202363
E01000050,16.87041565,33.37408313,4.523227384,2.322738386,19.68215159,23.22738386
E01000051,13.85964912,34.21052632,5.438596491,0.526315789,17.19298246,28.77192982
E01000052,17.507724,32.85272915,3.604531411,2.162718847,23.48094748,20.39134912
E01000053,16.49782923,31.69319826,6.657018813,2.170767004,26.91751085,16.06367583
E01000054,21.54222766,29.86536108,5.507955936,1.346389229,24.23500612,17.50305998
E01000055,19.65240642,33.15508021,7.887700535,2.272727273,22.05882353,14.97326203
E01000056,21.18644068,30.93220339,5.93220339,1.694915254,23.8700565,16.38418079
E01000057,19.09090909,29.39393939,8.787878788,3.333333333,22.42424242,16.96969697
E01000058,18.67535288,31.9218241,6.080347448,2.823018458,25.73289902,14.76655809
E01000059,18.87755102,32.5255102,6.887755102,1.658163265,24.61734694,15.43367347
E01000060,23.19173364,24.2250287,8.266360505,1.836969001,22.50287026,19.97703789
E01000061,27.64550265,25.79365079,7.142857143,2.248677249,17.1957672,19.97354497
E01000062,21.46341463,25.46341463,7.902439024,1.073170732,25.17073171,18.92682927
E01000063,24.3412798,27.60351317,4.516938519,1.254705144,23.33751568,18.94604768
E01000064,19.80487805,27.80487805,9.073170732,1.365853659,23.02439024,18.92682927
E01000065,21.64821648,26.07626076,6.642066421,1.47601476,24.600246,19.55719557
E01000066,19.54964176,27.43091095,4.708290686,1.637666325,22.82497441,23.84851586
E01000067,21.16004296,31.68635875,3.007518797,1.611170784,18.36734694,24.16756176
E01000068,16.31205674,29.78723404,4.491725768,2.127659574,21.63120567,25.6501182
E01000069,19.48818898,28.34645669,2.559055118,1.377952756,18.01181102,30.21653543
E01000070,17.52808989,26.40449438,3.146067416,1.348314607,20.11235955,31.46067416
E01000071,16.50165017,28.30033003,4.125412541,1.650165017,21.45214521,27.97029703
E01000072,21.12514351,29.04707233,3.673938002,2.411021814,24.45464983,19.28817451
E01000073,18.02030457,32.8680203,3.807106599,2.157360406,24.74619289,18.40101523
E01000074,21.70439414,29.56058589,5.459387483,1.065246338,22.10386152,20.10652463
E01000075,18.63157895,33.36842105,4.736842105,1.368421053,24.10526316,17.78947368
E01000076,20.35087719,31.4619883,5.380116959,1.988304094,26.31578947,14.50292398
E01000077,18.82022472,33.00561798,4.494382022,1.966292135,23.45505618,18.25842697
E01000078,24.32432432,28.31402831,5.92020592,2.316602317,22.39382239,16.73101673
E01000079,21.99170124,27.66251729,4.979253112,0.829875519,24.61964039,19.91701245
E01000080,22.03389831,27.72397094,5.326876513,1.573849879,24.21307506,19.1283293
E01000081,22.78338945,30.86419753,5.723905724,1.907968575,21.99775533,16.72278339
E01000082,23.46109175,27.17770035,6.155632985,1.742160279,25.20325203,16.2601626
E01000083,26.67525773,25.6443299,6.056701031,1.159793814,22.55154639,17.91237113
E01000084,21.60883281,27.60252366,9.305993691,2.523659306,25.23659306,13.72239748
E01000085,25.37517053,31.2414734,6.684856753,2.04638472,22.51023192,12.14188267
E01000086,21.63009404,28.52664577,8.463949843,1.410658307,25.07836991,14.89028213
E01000087,16.52421652,28.63247863,8.547008547,3.276353276,23.93162393,19.08831909
E01000088,17.50924784,30.94944513,11.22071517,1.233045623,21.5782984,17.50924784
E01000089,17.93548387,33.5483871,7.225806452,1.290322581,22.70967742,17.29032258
E01000090,15.98360656,33.46994536,8.196721311,2.322404372,22.81420765,17.21311475
E01000091,22.44389027,36.159601,4.114713217,2.867830424,18.32917706,16.08478803
E01000093,20.49062049,31.74603175,3.751803752,2.453102453,24.24242424,17.31601732
E01000094,14.34937611,38.5026738,5.793226381,2.049910873,17.4688057,21.83600713
E01000095,14.49579832,31.82773109,5.25210084,1.050420168,21.11344538,26.2605042
E01000096,20.82644628,34.04958678,5.123966942,2.809917355,19.83471074,17.3553719
E01000097,23.92947103,24.05541562,5.037783375,1.259445844,25.69269521,20.02518892
E01000098,25.41087231,26.04298357,5.436156764,2.149178255,24.02022756,16.94058154
E01000099,21.38461538,28,6.307692308,2.153846154,20.07692308,22.07692308
E01000100,24.53760789,24.29099877,6.411837238,1.726263872,23.79778052,19.23551171
E01000101,24.82946794,27.5579809,6.275579809,1.227830832,24.420191,15.68894952
E01000102,25.76361222,25.23240372,5.179282869,2.390438247,24.56839309,16.86586985
E01000103,15.40372671,29.8136646,8.944099379,1.366459627,24.47204969,20
E01000104,17.51824818,26.76399027,9.124087591,2.189781022,23.23600973,21.16788321
E01000105,20.29268293,29.46341463,7.804878049,1.170731707,22.73170732,18.53658537
E01000106,20.20785219,30.36951501,7.159353349,1.963048499,24.94226328,15.35796767
E01000107,16.07629428,25.06811989,11.17166213,0.953678474,25.47683924,21.25340599
E01000108,15.10538642,30.09367681,9.484777518,1.405152225,24.47306792,19.43793911
E01000110,18.72455902,25.78018996,6.648575305,1.492537313,20.62415197,26.72998643
E01000111,16.32016632,25.57172557,8.41995842,1.03950104,27.54677755,21.1018711
E01000112,18.19172113,27.12418301,7.080610022,0.653594771,21.02396514,25.92592593
E01000113,17.47881356,27.54237288,6.56779661,0.31779661,20.76271186,27.33050847
E01000114,20.07722008,28.66795367,6.370656371,1.640926641,20.65637066,22.58687259
E01000115,16.07142857,25.44642857,1.785714286,0.892857143,10.71428571,45.08928571
E01000116,19.37424789,22.86401925,1.203369434,0.722021661,14.32009627,41.51624549
E01000117,16.66666667,22.42647059,1.102941176,0.857843137,16.29901961,42.64705882
E01000118,17.96407186,23.55289421,2.095808383,0.698602794,16.86626747,38.82235529
E01000119,13.38862559,24.76303318,1.303317536,0.829383886,13.15165877,46.56398104
E01000120,16.36107193,23.55430183,2.115655853,0.564174894,11.56558533,45.83921016
E01000121,18.84984026,26.19808307,1.118210863,0.479233227,17.25239617,36.10223642
E01000122,14.80978261,23.77717391,2.038043478,1.086956522,16.30434783,41.98369565
E01000123,14.16837782,23.30595483,1.334702259,0.924024641,17.86447639,42.40246407
E01000124,14.10550459,27.06422018,1.720183486,0.917431193,20.64220183,35.55045872
E01000126,16.69921875,32.6171875,1.46484375,1.66015625,18.26171875,29.296875
E01000127,21.96531792,28.75722543,2.456647399,1.011560694,23.69942197,22.10982659
E01000128,19.67213115,26.66666667,2.18579235,0.765027322,26.01092896,24.69945355
E01000129,20.58414465,33.51877608,3.059805285,1.808066759,22.94853964,18.08066759
E01000130,19.32681868,32.79044517,1.845819761,0.977198697,22.80130293,22.25841477
E01000131,15,30.9375,1.666666667,0.625,22.91666667,28.85416667
E01000132,20.24456522,31.92934783,1.494565217,2.717391304,23.09782609,20.51630435
E01000133,21.52588556,29.15531335,2.588555858,1.498637602,22.34332425,22.88828338
E01000134,20.02487562,32.08955224,1.368159204,1.368159204,22.01492537,23.13432836
E01000135,13.28224777,21.07279693,0.255427842,1.021711367,10.08939974,54.27841635
E01000136,8.370702541,17.93721973,0.896860987,0.597907324,9.118086697,63.07922272
E01000137,19.8540146,25.69343066,1.02189781,0.145985401,18.39416058,34.89051095
E01000138,17.78656126,25.16469038,0.92226614,1.317523057,17.91831357,36.89064559
E01000139,12.36111111,21.25,0.694444444,1.25,10.41666667,54.02777778
E01000140,13.12741313,18.72586873,1.061776062,0.482625483,12.54826255,54.05405405
E01000141,18.6,27.9,1.1,1.2,19.4,31.8
E01000142,15.92178771,25.1396648,1.862197393,1.024208566,18.24953445,37.80260708
E01000143,16.42189586,29.63951936,2.136181575,1.468624833,13.61815754,36.71562083
E01000144,15.62115621,21.27921279,1.10701107,0.73800738,11.93111931,49.32349323
E01000145,18.58678955,23.04147465,1.228878648,0.768049155,10.13824885,46.23655914
E01000146,14.49559256,24.28991185,0.391772772,0.391772772,11.75318315,48.6777669
E01000147,18.7628866,26.90721649,2.680412371,1.855670103,26.28865979,23.50515464
E01000150,17.06244503,27.3526825,2.19876869,1.495162709,20.84432718,31.0466139
E01000151,19.35483871,32.25806452,1.528013582,1.018675722,26.48556876,19.35483871
E01000152,14.24242424,29.54545455,2.196969697,1.742424242,15.53030303,36.74242424
E01000153,23.039807,27.86489747,1.568154403,0.844390832,20.26537998,26.41737033
E01000154,15.60758082,34.11371237,2.564102564,1.003344482,17.16833891,29.54292085
E01000156,12.6746507,20.45908184,1.19760479,0.499001996,16.86626747,48.30339321
E01000157,14.65838509,23.60248447,0.99378882,0.745341615,13.78881988,46.21118012
E01000158,14.26648721,25.43741588,0.538358008,0.807537012,18.16958277,40.78061911
E01000159,15.23702032,21.89616253,1.693002257,0.564334086,16.13995485,44.46952596
E01000160,7.917059378,25.07068803,2.073515551,0.659754948,14.60885957,49.67012253
E01000161,12.23175966,26.18025751,1.824034335,0.751072961,16.73819742,42.27467811
E01000162,15.87982833,27.03862661,1.716738197,0.572246066,15.45064378,39.34191702
E01000163,20.18229167,27.60416667,0.651041667,0.78125,22.78645833,27.99479167
E01000164,19.53125,27.08333333,1.822916667,1.302083333,17.83854167,32.421875
E01000165,14.70937129,27.16488731,2.609727165,0.830367734,16.96322657,37.72241993
E01000166,14.60674157,25.98314607,2.528089888,0.702247191,16.15168539,40.02808989
E01000167,18.89055472,24.73763118,2.248875562,0.749625187,20.68965517,32.68365817
E01000168,14.83594864,23.10984308,3.281027104,1.854493581,10.12838802,46.79029957
E01000169,12.40963855,25.54216867,2.168674699,1.445783133,14.81927711,43.61445783
E01000170,16.55629139,26.6004415,2.097130243,0.441501104,16.88741722,37.41721854
E01000171,15.77464789,25.82159624,1.220657277,0.563380282,21.50234742,35.11737089
E01000172,14.69387755,20.54421769,1.496598639,1.360544218,11.83673469,50.06802721
E01000173,16.62591687,21.7603912,2.444987775,0.611246944,13.0806846,45.47677262
E01000174,14.46229913,26.0815822,1.236093943,0.247218789,20.51915946,37.45364648
E01000175,13.20939335,23.18982387,2.054794521,0.684931507,18.78669276,42.07436399
E01000176,18.37837838,26.08108108,2.567567568,0.27027027,13.24324324,39.45945946
E01000177,11.66281755,19.28406467,0.346420323,0.577367206,9.468822171,58.66050808
E01000178,11.59062885,19.72872996,0.616522811,0.246609125,10.35758323,57.45992602
E01000179,13.50293542,20.84148728,1.369863014,0.684931507,11.4481409,52.15264188
E01000180,13.57048748,22.52964427,1.054018445,0.658761528,13.9657444,48.22134387
E01000181,11.75257732,18.96907216,1.134020619,1.237113402,8.453608247,58.45360825
E01000182,11.29943503,17.62711864,0.677966102,0,8.13559322,62.25988701
E01000183,11.9047619,22.4702381,1.041666667,1.041666667,9.970238095,53.57142857
E01000184,21.77615572,23.11435523,0.97323601,0.608272506,19.5863747,33.94160584
E01000185,19.33962264,27.04402516,2.672955975,1.100628931,19.33962264,30.50314465
E01000186,13.77672209,27.0783848,2.375296912,0.712589074,11.99524941,44.06175772
E01000187,14.18439716,25.81560284,1.560283688,1.134751773,13.33333333,43.97163121
E01000188,11.36986301,22.87671233,2.739726027,2.054794521,11.23287671,49.7260274
E01000189,10.70853462,28.74396135,2.979066023,2.415458937,12.64090177,42.51207729
E01000190,11.72761665,22.32030265,2.522068096,1.261034048,14.12358134,48.04539723
E01000191,14.62686567,23.13432836,1.492537313,0.895522388,12.98507463,46.86567164
E01000192,15.26315789,25.78947368,3.473684211,2.210526316,14.31578947,38.94736842
E01000193,13.97288843,26.17309698,3.023983316,1.668404588,19.39520334,35.76642336
E01000194,15.82649472,28.37045721,2.461899179,0.82063306,21.68815944,30.83235639
E01000195,15.70621469,28.92655367,3.95480226,1.129943503,26.89265537,23.38983051
E01000196,11.14130435,22.2826087,1.449275362,0.815217391,15.39855072,48.91304348
E01000197,12.41310824,21.35054618,1.489572989,0.794438928,16.48460775,47.46772592
E01000198,17.00819672,21.10655738,1.12704918,0.922131148,12.70491803,47.13114754
E01000199,11.01573677,18.45493562,0.715307582,0.429184549,9.155937053,60.22889843
E01000200,12.6146789,19.72477064,1.376146789,1.146788991,9.518348624,55.61926606
E01000201,13.96011396,20.37037037,0.712250712,0.712250712,6.98005698,57.26495726
E01000202,11.61440186,22.06736353,0.580720093,0.464576074,8.826945412,56.44599303
E01000203,17.875,19.25,1.125,0.875,16.375,44.5
E01000204,10.98130841,21.26168224,1.168224299,0.817757009,8.761682243,57.00934579
E01000205,9.383378016,17.2922252,0.804289544,0.670241287,7.908847185,63.94101877
E01000206,9.315866084,20.08733624,0.291120815,0.145560408,7.132459971,63.02765648
E01000207,10.66066066,18.01801802,1.501501502,0.750750751,7.357357357,61.71171171
E01000208,10.22326675,16.45123384,0.705052879,0.940070505,9.400705053,62.27967098
E01000209,9.582689335,14.68315301,1.236476043,1.236476043,5.409582689,67.85162287
E01000210,10.41131105,18.63753213,0.899742931,0.642673522,6.940874036,62.46786632
E01000211,17.07317073,22.73170732,1.268292683,0.195121951,16.29268293,42.43902439
E01000212,12.01780415,22.70029674,0.59347181,0.890207715,7.863501484,55.9347181
E01000213,12.11129296,13.74795417,1.145662848,0.327332242,5.728314239,66.93944354
E01000214,10.98901099,19.56043956,0.21978022,0.43956044,8.131868132,60.65934066
E01000215,27.72898369,17.69134253,1.003764115,0.627352572,11.16687578,41.7816813
E01000216,17.03360371,18.53997683,0.579374276,1.390498262,7.763615295,54.69293163
E01000217,22.5281602,23.27909887,1.001251564,1.12640801,9.136420526,42.92866083
E01000218,24.74358974,22.94871795,0.641025641,1.41025641,11.92307692,38.33333333
E01000219,30.6352459,21.72131148,1.43442623,0.717213115,13.7295082,31.76229508
E01000220,25.93548387,22.96774194,0.774193548,0.387096774,15.87096774,34.06451613
E01000221,25.70281124,25.50200803,0.602409639,0.803212851,19.07630522,28.31325301
E01000222,15.29808774,28.45894263,1.46231721,0.787401575,18.44769404,35.54555681
E01000223,16.60859466,30.54587689,1.974448316,0.464576074,21.48664344,28.91986063
E01000224,17.41573034,20.36516854,0.561797753,0.983146067,24.85955056,35.81460674
E01000225,28.38616715,17.00288184,0.576368876,0.720461095,9.221902017,44.09221902
E01000226,20.1011378,33.37547408,2.528445006,1.264222503,21.8710493,20.8596713
E01000227,12.5941873,26.26480086,2.15285253,0.861141012,16.46932185,41.65769645
E01000228,10.24182077,22.04836415,2.844950213,1.137980085,17.21194879,46.51493599
E01000229,16.41221374,29.6437659,1.781170483,1.272264631,19.84732824,31.043257
E01000230,16.4053076,26.1761158,1.326899879,0.723763571,13.99276236,41.37515078
E01000231,12.15909091,30,1.818181818,0.909090909,16.02272727,39.09090909
E01000232,11.6838488,25.88774341,2.978235968,1.603665521,13.28751432,44.55899198
E01000233,11.54228856,23.78109453,2.288557214,1.293532338,16.41791045,44.67661692
E01000234,11.86071817,22.85092492,2.285092492,0.544069641,11.9695321,50.48966268
E01000235,18.66515837,27.94117647,1.923076923,2.714932127,20.47511312,28.28054299
E01000236,23.71257485,22.2754491,1.19760479,0.239520958,13.29341317,39.28143713
E01000237,20.821662,24.08963585,1.400560224,0.466853408,16.71335201,36.50793651
E01000238,23.76779847,26.067908,1.095290252,0.21905805,17.30558598,31.54435926
E01000239,18.48574238,27.13864307,1.769911504,1.27826942,18.68239921,32.64503441
E01000240,14.18604651,26.39534884,1.627906977,2.093023256,21.74418605,33.95348837
E01000241,13.53467562,23.48993289,1.006711409,0.223713647,16.55480984,45.1901566
E01000242,18.40942563,20.02945508,1.17820324,0.88365243,9.13107511,50.36818851
E01000243,19.43942134,29.92766727,2.169981917,0.994575045,16.09403255,31.37432188
E01000244,17.87025704,23.13341493,1.713586291,1.713586291,21.05263158,34.51652387
E01000245,20.57911065,31.54084798,0.930713547,1.13753878,23.16442606,22.64736298
E01000246,8.916323731,26.06310014,1.920438957,0.411522634,10.15089163,52.53772291
E01000247,12.27876106,23.45132743,2.32300885,0.995575221,11.72566372,49.22566372
E01000248,9.764705882,22.23529412,1.647058824,2,10.11764706,54.23529412
E01000249,9.14866582,22.61753494,2.795425667,1.016518424,9.402795426,55.01905972
E01000250,15.06849315,25.34246575,1.97869102,0.456621005,12.40487062,44.74885845
E01000251,11.7938553,28.9395441,1.387512389,1.189296333,12.68582755,44.00396432
E01000252,14.23728814,23.38983051,1.920903955,1.129943503,11.63841808,47.68361582
E01000253,8.245243129,23.78435518,2.325581395,1.585623679,8.245243129,55.81395349
E01000254,11.49870801,21.83462532,2.196382429,0.904392765,7.364341085,56.20155039
E01000255,17.67015707,19.5026178,2.486910995,0.785340314,15.05235602,44.5026178
E01000256,15.08571429,21.02857143,1.028571429,1.828571429,16.8,44.22857143
E01000257,14.51766953,24.25978988,2.101241643,1.050620821,14.42215855,43.64851958
E01000258,13.74045802,24.10032715,0.54525627,1.090512541,10.25081788,50.27262814
E01000259,15.89991929,21.79176755,1.775625504,0.645682002,13.80145278,46.08555287
E01000260,15.28424977,22.92637465,1.584342964,0.652376514,18.91891892,40.63373719
E01000261,14.26666667,19.06666667,1.066666667,0.933333333,9.6,55.06666667
E01000263,11.33069829,17.65480896,2.371541502,1.054018445,5.533596838,62.05533597
E01000264,13.33333333,27.79487179,1.743589744,1.025641026,16,40.1025641
E01000265,16.95652174,24.67391304,1.304347826,1.086956522,22.06521739,33.91304348
E01000266,14.41048035,18.19505095,1.310043668,0.873362445,8.879184862,56.33187773
E01000267,12.42532855,25.44802867,2.867383513,0.955794504,14.21744325,44.08602151
E01000268,13.55932203,28.31505484,1.296111665,1.395812562,14.25722832,41.17647059
E01000269,13.88478582,20.82717873,2.511078287,0.738552437,13.73707533,48.30132939
E01000270,12.83068783,23.41269841,2.645502646,0.264550265,12.96296296,47.88359788
E01000271,12.5974026,22.98701299,1.428571429,0.909090909,11.2987013,50.77922078
E01000272,10.81504702,20.68965517,0.940438871,0.78369906,8.463949843,58.30721003
E01000273,13.24257426,23.14356436,1.856435644,1.485148515,10.02475248,50.24752475
E01000274,17.53453773,23.06057386,2.125398512,1.062699256,16.79064825,39.4261424
E01000275,11.70848268,23.41696535,1.314217443,0.597371565,11.70848268,51.25448029
E01000276,11.29707113,17.57322176,1.255230126,0.418410042,7.112970711,62.34309623
E01000277,11.59062885,28.23674476,1.10974106,1.10974106,10.60419236,47.34895191
E01000278,9.618320611,19.69465649,1.221374046,0.305343511,7.938931298,61.22137405
E01000279,9.768211921,20.52980132,1.490066225,0.993377483,7.284768212,59.93377483
E01000280,11.2,19.36,1.92,0.64,7.36,59.52
E01000281,8.493427705,21.53690597,0.910010111,0.303336704,10.21233569,58.54398382
E01000282,11.8510158,22.46049661,1.128668172,0.451467269,10.60948081,53.49887133
E01000283,11.69230769,20,1.384615385,0.307692308,6.307692308,60.30769231
E01000284,14.27050053,26.30457934,1.384451544,0.851970181,16.08093717,41.10756124
E01000285,15.0862069,25.7183908,2.155172414,0.718390805,13.93678161,42.38505747
E01000286,19.09677419,26.19354839,1.677419355,0.387096774,17.03225806,35.61290323
E01000287,22.99319728,24.62585034,1.768707483,1.768707483,18.23129252,30.6122449
E01000288,13.85620915,23.66013072,1.960784314,1.568627451,13.46405229,45.49019608
E01000289,20.82066869,26.89969605,3.039513678,1.063829787,20.06079027,28.11550152
E01000290,14.06896552,27.5862069,2.068965517,2.344827586,14.62068966,39.31034483
E01000291,16.8707483,24.21768707,2.857142857,1.496598639,17.27891156,37.27891156
E01000292,10.93294461,18.95043732,2.332361516,1.603498542,12.53644315,53.64431487
E01000293,14.20704846,23.45814978,2.533039648,0.991189427,10.13215859,48.6784141
E01000294,15.5952381,23.21428571,2.5,0.714285714,13.57142857,44.4047619
E01000295,11.38952164,21.29840547,1.822323462,0.341685649,9.567198178,55.5808656
E01000296,11.43141153,21.86878728,1.988071571,0.497017893,15.50695825,48.70775348
E01000297,12.93333333,25.86666667,1.333333333,0.666666667,15.6,43.6
E01000298,12.82327586,25.21551724,1.185344828,0.431034483,13.36206897,46.98275862
E01000299,13.07317073,25.07317073,1.56097561,0.585365854,17.95121951,41.75609756
E01000300,13.18807339,21.33027523,1.146788991,0.458715596,9.97706422,53.89908257
E01000301,10.52631579,19.00584795,2.339181287,1.023391813,7.748538012,59.35672515
E01000302,12.85377358,22.40566038,1.297169811,1.297169811,14.38679245,47.75943396
E01000303,11.06442577,21.98879552,1.680672269,0.840336134,8.1232493,56.30252101
E01000304,14.35185185,23.14814815,1.273148148,0.347222222,12.15277778,48.72685185
E01000305,15.64705882,26.23529412,2.588235294,1.764705882,20.11764706,33.64705882
E01000306,18.57410882,30.30018762,2.720450281,0.844277674,22.88930582,24.67166979
E01000307,19.02245707,29.19418758,1.585204756,1.321003963,21.79656539,27.08058124
E01000308,16.02023609,26.89713322,1.770657673,0.927487352,14.50252951,39.88195616
E01000309,13.65853659,29.95121951,2.243902439,1.073170732,18.92682927,34.14634146
E01000310,18.92411143,30.16330451,1.53698367,1.152737752,16.90682037,31.31604227
E01000311,23.62416107,19.86577181,0.805369128,0.268456376,10.20134228,45.23489933
E01000312,20.3985932,25.79132474,2.579132474,0.82063306,24.26729191,26.14302462
E01000313,19.25078044,29.44849116,1.560874089,2.497398543,21.33194589,25.91050989
E01000314,16.46341463,26.30662021,1.567944251,1.742160279,18.46689895,35.45296167
E01000315,22.66839378,28.62694301,1.943005181,0.777202073,18.2642487,27.72020725
E01000316,15.46961326,27.62430939,2.11786372,0.368324125,14.82504604,39.59484346
E01000317,14.01869159,21.62883845,1.201602136,0.667556742,11.48197597,51.00133511
E01000318,14.88372093,22.79069767,2.209302326,0.581395349,16.51162791,43.02325581
E01000319,13.04964539,20.42553191,1.843971631,0.567375887,9.787234043,54.32624113
E01000320,14.91935484,25.10080645,1.310483871,1.209677419,11.79435484,45.66532258
E01000321,13.17254174,22.91280148,2.226345083,1.020408163,14.28571429,46.38218924
E01000322,14.81069042,24.49888641,2.449888641,0.445434298,17.81737194,39.97772829
E01000323,16.69394435,24.63175123,0.981996727,1.227495908,19.23076923,37.23404255
E01000324,15.79520697,26.14379085,1.307189542,0.871459695,15.35947712,40.52287582
E01000325,18.03482587,19.7761194,5.721393035,0.870646766,12.43781095,43.15920398
E01000326,15.8839779,21.40883978,8.011049724,0.966850829,16.16022099,37.56906077
E01000327,17.79548473,20.3187251,3.718459495,1.593625498,17.1314741,39.44223108
E01000328,15.71238349,19.30758988,6.657789614,1.19840213,16.64447403,40.47936085
E01000329,17.34820322,23.29615861,6.071871128,1.115241636,15.73729864,36.43122677
E01000330,20.77419355,24,5.806451613,1.290322581,14.58064516,33.5483871
E01000331,21.05263158,25,5.921052632,1.184210526,18.55263158,28.28947368
E01000332,22.02216066,23.26869806,6.094182825,0.969529086,16.48199446,31.1634349
E01000333,21.17376295,26.00690449,3.682393556,1.841196778,17.14614499,30.14959724
E01000334,21.5,26.625,3.875,1.625,17.75,28.625
E01000335,19.48142957,26.20882971,6.587245971,1.261387526,17.09880869,29.36229853
E01000336,20.48611111,28.00925926,6.481481481,1.967592593,18.05555556,25
E01000337,23.0861244,26.07655502,3.708133971,1.076555024,18.06220096,27.99043062
E01000338,19.73140496,26.03305785,5.371900826,1.136363636,18.38842975,29.33884298
E01000339,16.75531915,24.06914894,2.659574468,1.462765957,17.42021277,37.63297872
E01000340,16.38044914,27.47688243,2.113606341,1.321003963,22.32496697,30.38309115
E01000341,17.80250348,26.14742698,1.668984701,1.251738526,21.27955494,31.84979138
E01000342,19.97593261,25.87244284,2.286401925,0.36101083,17.32851986,34.17569194
E01000343,20,22.87671233,2.054794521,0.95890411,21.36986301,32.73972603
E01000344,17.15374841,25.158831,1.778907243,1.016518424,14.99364676,39.89834816
E01000345,17.55617978,22.47191011,3.230337079,0.702247191,15.16853933,40.87078652
E01000346,14.82381531,27.21749696,3.037667072,1.093560146,19.80558931,34.0218712
E01000347,18.29268293,23.84823848,3.658536585,0.948509485,22.08672087,31.16531165
E01000348,17.32484076,18.72611465,2.675159236,0.891719745,16.43312102,43.94904459
E01000349,15.46894032,21.31546894,4.263093788,1.096224117,13.88550548,43.97076736
E01000350,16.72955975,25.40880503,2.13836478,1.257861635,16.85534591,37.61006289
E01000351,17.44471744,19.77886978,2.211302211,0.737100737,20.51597052,39.31203931
E01000352,18.42439644,28.46251588,2.541296061,1.016518424,18.42439644,31.13087675
E01000353,16.92094313,20.94313454,4.022191401,1.386962552,14.70180305,42.02496533
E01000354,19.63276836,24.43502825,3.531073446,1.129943503,18.92655367,32.34463277
E01000355,17.65578635,22.40356083,4.302670623,1.335311573,17.5074184,36.79525223
E01000356,17.10914454,22.86135693,3.687315634,1.032448378,11.0619469,44.24778761
